EventID,StartTime,EndTime,ResourceID,VenueA,VenueB,Cost
4645,7035,7176,167,115,490,197
4646,4236,4345,196,372,24,88
4647,2911,2977,226,215,113,172
4648,4912,5040,13,55,319,32
4649,5454,5544,4,188,256,194
4650,3358,3467,252,433,77,76
4651,3848,3967,286,493,216,31
4652,8047,8181,274,87,84,91
4653,1663,1725,235,343,488,56
4654,6459,6604,2,261,201,117
4655,6347,6466,205,488,79,43
4656,4522,4571,227,453,210,149
4657,7241,7401,139,405,320,85
4658,7754,7903,42,340,82,158
4659,984,1067,186,8,19,115
4660,1783,1943,156,257,290,133
4661,4937,5004,65,121,161,79
4662,3432,3540,28,158,372,117
4663,6199,6369,79,486,57,48
4664,1423,1539,222,432,130,164
4665,5837,5908,183,132,295,54
4666,281,413,142,411,145,174
4667,1440,1501,52,344,364,166
4668,8078,8158,280,282,42,145
4669,2404,2552,128,2,439,181
4670,7029,7118,158,116,173,183
4671,9613,9716,257,448,443,138
4672,2928,2974,271,265,142,160
4673,6877,7044,12,208,133,14
4674,5690,5745,52,23,94,33
4675,2637,2761,160,101,337,81
4676,1347,1424,127,442,16,40
4677,6577,6620,160,313,381,145
4678,6944,6975,123,255,73,35
4679,8277,8405,28,30,104,51
4680,1023,1104,54,305,229,150
4681,9703,9745,42,46,414,80
4682,531,564,108,153,471,131
4683,1913,2004,55,385,354,137
4684,1620,1800,239,391,334,152
4685,6798,6839,54,453,323,109
4686,2549,2669,27,370,260,76
4687,1614,1792,146,433,326,129
4688,8583,8697,187,472,5,170
4689,1973,2022,106,491,225,97
4690,3661,3777,272,85,362,40
4691,370,520,86,286,271,183
4692,7268,7431,2,242,71,129
4693,9809,9853,117,240,58,116
4694,1733,1872,15,283,354,141
4695,1819,1969,80,67,458,61
4696,9760,9940,197,129,247,135
4697,1976,2143,102,249,174,68
4698,660,804,215,287,443,37
4699,114,190,147,281,8,182
4700,8995,9118,181,239,444,138
4701,515,548,87,334,132,181
4702,4803,4882,70,110,449,111
4703,3051,3122,63,201,300,19
4704,6298,6425,283,181,434,126
4705,4252,4383,242,11,200,123
4706,5841,5887,224,318,354,40
4707,4028,4205,187,357,384,46
4708,1465,1577,29,377,60,114
4709,4885,4952,199,38,3,132
4710,158,243,102,187,24,176
4711,8563,8659,81,145,435,64
4712,1843,2010,114,296,71,83
4713,8877,8981,258,34,113,16
4714,167,274,55,379,218,163
4715,1222,1255,162,440,118,21
4716,2414,2469,189,467,37,106
4717,7803,7926,282,199,358,84
4718,6623,6715,119,342,445,167
4719,5406,5495,159,282,47,33
4720,51,164,9,420,61,80
4721,8170,8307,133,394,80,135
4722,8283,8462,218,439,492,41
4723,5243,5393,127,283,173,92
4724,1821,1886,280,395,40,124
4725,8072,8186,51,69,120,161
4726,6096,6270,255,260,51,97
4727,5935,6031,80,193,438,173
4728,747,895,83,117,376,108
4729,309,378,152,403,150,121
4730,6058,6159,217,396,237,129
4731,2315,2354,184,34,227,36
4732,447,594,105,32,424,138
4733,7599,7660,186,197,413,77
4734,7875,8041,118,247,341,195
4735,1002,1087,51,250,163,88
4736,3739,3904,9,398,96,123
4737,4857,4905,155,258,434,93
4738,7520,7596,197,26,83,154
4739,2830,2945,133,395,385,110
4740,8652,8785,76,458,231,57
4741,9093,9255,154,24,230,116
4742,7022,7116,70,6,229,177
4743,6180,6262,74,245,485,27
4744,3383,3499,107,373,281,112
4745,7796,7932,71,184,310,42
4746,3569,3734,221,370,259,131
4747,9951,9994,209,459,344,187
4748,494,591,265,471,480,143
4749,6445,6534,91,30,356,95
4750,6070,6160,133,4,178,16
4751,8598,8665,243,103,296,117
4752,1373,1486,231,220,488,75
4753,144,254,99,350,336,198
4754,5270,5405,231,30,378,131
4755,8195,8343,256,364,174,98
4756,4172,4242,224,436,40,160
4757,452,543,270,133,76,56
4758,7812,7895,207,384,429,43
4759,7461,7543,93,31,362,55
4760,2874,2941,247,53,55,29
4761,7615,7739,251,219,311,40
4762,8057,8114,217,85,30,85
4763,2582,2751,191,59,148,78
4764,9051,9184,296,284,120,18
4765,6140,6214,54,428,218,158
4766,128,211,300,439,413,55
4767,3066,3103,93,383,212,155
4768,9004,9037,49,456,137,57
4769,6512,6610,254,425,40,25
4770,6919,7088,13,445,37,125
4771,7611,7645,111,413,42,112
4772,3178,3322,21,455,176,185
4773,176,214,150,299,102,63
4774,3026,3161,235,94,130,81
4775,6172,6349,115,437,58,122
4776,2619,2793,143,401,228,120
4777,3959,4131,3,277,114,154
4778,532,663,167,134,32,50
4779,5731,5901,167,56,358,164
4780,3587,3674,66,237,359,50
4781,8081,8157,277,441,45,50
4782,9381,9441,199,114,179,176
4783,782,888,289,419,220,25
4784,2055,2195,215,232,203,175
4785,5425,5498,233,442,86,151
4786,4976,5097,106,302,251,77
4787,9607,9732,12,232,371,10
4788,8284,8453,223,155,418,10
4789,6859,7015,187,386,212,15
4790,2779,2820,280,6,341,193
4791,1692,1866,88,305,24,52
4792,3050,3099,191,398,423,86
4793,3902,3940,144,133,278,156
4794,566,745,116,89,461,50
4795,5709,5788,127,106,89,11
4796,2748,2840,184,35,21,49
4797,6131,6245,177,437,499,25
4798,1859,1946,173,146,169,193
4799,547,634,208,298,259,151
4800,9179,9281,107,320,100,72
4801,3157,3228,151,436,127,110
4802,2674,2813,68,4,416,147
4803,436,554,289,383,380,147
4804,3776,3837,65,426,495,78
4805,4427,4480,83,451,297,24
4806,7279,7394,202,161,465,166
4807,9849,9913,29,61,74,72
4808,8133,8265,102,39,247,127
4809,5062,5242,191,143,82,26
4810,243,371,94,305,397,78
4811,1522,1696,105,462,230,97
4812,1602,1782,68,93,203,124
4813,1245,1333,52,247,191,69
4814,6566,6628,217,438,487,80
4815,7757,7868,78,342,437,140
4816,6531,6625,197,53,460,46
4817,416,554,62,230,415,68
4818,433,464,293,304,82,178
4819,8733,8831,162,448,71,79
4820,1000,1078,86,362,55,26
4821,5797,5885,170,182,6,91
4822,1541,1640,108,369,396,45
4823,1644,1822,54,154,122,180
4824,808,970,227,249,470,161
4825,7552,7617,134,239,310,42
4826,6133,6227,68,79,498,33
4827,8220,8389,121,363,420,75
4828,5264,5432,57,303,93,198
4829,121,228,278,248,253,20
4830,7068,7224,196,425,295,60
4831,3423,3513,88,302,286,120
4832,5804,5858,184,447,317,24
4833,2718,2835,240,367,278,180
4834,4748,4888,141,30,453,143
4835,5464,5622,184,377,270,145
4836,3147,3315,88,499,397,92
4837,7163,7315,70,208,404,54
4838,294,454,137,204,247,42
4839,9576,9649,186,157,474,65
4840,5224,5349,42,403,300,110
4841,2765,2937,82,89,94,99
4842,141,198,274,94,181,196
4843,6647,6720,154,229,89,151
4844,6736,6814,129,451,93,175
4845,208,261,87,406,84,72
4846,4481,4533,148,292,294,54
4847,9732,9764,7,311,360,177
4848,6840,6970,88,426,356,123
4849,651,715,210,205,1,77
4850,5614,5657,298,185,221,59
4851,3032,3079,245,429,146,175
4852,644,678,119,315,39,22
4853,1382,1559,113,126,190,61
4854,8826,8901,69,83,153,128
4855,1534,1586,114,196,437,11
4856,766,903,11,478,271,46
4857,7559,7713,20,165,205,81
4858,6557,6615,215,426,431,24
4859,7766,7907,67,201,145,65
4860,8613,8733,6,8,294,93
4861,3739,3887,89,103,139,118
4862,1476,1619,218,338,76,67
4863,1823,1905,102,403,211,39
4864,203,299,145,365,48,121
4865,4909,4974,103,367,51,109
4866,5717,5817,148,60,469,60
4867,7532,7607,238,241,338,109
4868,8574,8696,245,487,216,18
4869,6913,6996,129,310,150,56
4870,737,838,220,415,36,131
4871,5370,5487,52,262,282,122
4872,323,375,254,318,316,154
4873,3093,3167,154,358,94,20
4874,2763,2866,287,113,228,88
4875,4368,4466,40,394,255,53
4876,3588,3686,177,220,400,95
4877,3217,3375,200,294,131,124
4878,9343,9375,85,184,448,85
4879,8782,8906,116,194,432,45
4880,6848,7021,291,22,144,186
4881,7661,7735,102,265,223,197
4882,4361,4407,7,491,2,162
4883,5552,5640,257,448,173,170
4884,5127,5280,138,90,47,110
4885,4563,4653,165,400,303,164
4886,262,300,298,400,113,132
4887,8743,8792,135,345,219,22
4888,4992,5147,211,378,49,85
4889,3639,3785,259,490,465,143
4890,4291,4391,109,235,27,111
4891,6146,6197,278,386,232,176
4892,5757,5893,132,459,213,129
4893,2152,2281,120,207,284,27
4894,6025,6131,45,266,191,142
4895,9976,10079,18,481,31,48
4896,7418,7569,86,296,432,38
4897,181,343,158,172,21,188
4898,7445,7618,198,11,149,70
4899,5952,6087,220,18,173,19
4900,3733,3826,228,137,469,118
4901,9701,9861,126,109,14,111
4902,7914,8056,109,12,419,113
4903,7716,7776,281,478,70,56
4904,3004,3141,211,455,440,131
4905,9414,9515,42,315,9,141
4906,7407,7567,260,221,169,65
4907,8231,8345,24,199,242,62
4908,9382,9518,105,156,349,53
4909,8438,8596,247,205,13,199
4910,5159,5271,12,433,344,173
4911,4959,5135,71,72,425,40
4912,7461,7506,135,332,439,153
4913,6923,6972,280,443,206,184
4914,7254,7291,209,201,106,57
4915,1002,1049,206,391,84,157
4916,242,393,99,484,415,158
4917,9524,9599,261,430,316,30
4918,9283,9450,82,252,62,153
4919,2521,2658,166,495,453,62
4920,3823,3971,47,235,378,11
4921,8747,8885,158,313,135,53
4922,6639,6819,150,81,16,62
4923,9688,9855,121,498,453,32
4924,3889,4002,155,352,328,163
4925,315,373,145,184,397,154
4926,10002,10079,231,14,195,163
4927,2943,2989,175,420,276,122
4928,3110,3140,189,133,311,145
4929,2660,2759,119,288,468,141
4930,4553,4645,28,358,76,187
4931,1234,1383,276,58,213,130
4932,8224,8255,198,325,193,174
4933,4441,4527,59,176,453,175
4934,8645,8823,27,53,195,176
4935,4138,4316,73,462,436,177
4936,8372,8425,169,1,103,124
4937,759,818,244,28,480,163
4938,2557,2692,153,22,229,22
4939,3335,3372,263,323,277,18
4940,8480,8526,233,82,206,48
4941,8662,8734,213,282,90,176
4942,4849,4955,270,168,386,17
4943,315,462,76,265,260,178
4944,9493,9609,290,95,329,175
4945,7650,7750,46,39,215,148
4946,35,173,58,369,308,108
4947,1805,1878,242,208,201,43
4948,254,426,17,272,69,14
4949,3933,3993,234,30,326,54
4950,6902,6981,136,144,138,65
4951,5342,5469,95,329,130,95
4952,8551,8705,4,42,92,12
4953,4837,4903,153,84,337,105
4954,3521,3655,10,300,47,49
4955,3650,3797,187,128,5,56
4956,9032,9130,292,232,208,190
4957,963,1056,193,333,390,124
4958,12,75,151,125,193,91
4959,2178,2286,22,181,182,66
4960,6961,7056,257,386,41,189
4961,8729,8871,189,399,483,81
4962,266,358,205,424,360,79
4963,8356,8525,76,61,181,193
4964,9338,9483,256,128,266,104
4965,4529,4661,211,78,102,42
4966,3781,3920,20,196,207,128
4967,9901,10066,209,146,300,28
4968,2119,2244,298,159,291,134
4969,2853,2917,26,488,132,57
4970,9909,10073,199,95,85,115
4971,9235,9297,6,197,214,111
4972,1190,1336,292,299,209,55
4973,3098,3216,194,313,303,163
4974,2528,2708,281,127,111,92
4975,9057,9209,205,285,264,128
4976,8117,8262,96,191,470,121
4977,202,309,63,127,131,144
4978,2828,2870,268,486,444,74
4979,9961,10054,49,168,103,164
4980,8648,8726,44,80,65,113
4981,161,198,3,460,35,84
4982,4874,4916,239,477,205,47
4983,1103,1211,117,437,18,82
4984,9240,9288,112,154,61,14
4985,3344,3506,295,254,165,48
4986,8905,9055,68,17,303,166
4987,8849,8990,168,427,344,108
4988,4868,4938,70,152,466,12
4989,5398,5466,29,266,94,69
4990,5518,5607,16,292,478,134
4991,6989,7128,53,319,483,76
4992,9153,9285,65,469,481,155
4993,8932,8970,190,206,274,43
4994,70,121,243,338,187,72
4995,45,189,210,210,52,144
4996,7055,7231,171,246,79,176
4997,4757,4788,159,127,408,88
4998,8040,8135,62,364,84,91
4999,3695,3743,100,247,339,168
5000,5173,5306,50,7,27,137
5001,8031,8187,101,329,87,28
5002,8131,8250,32,116,215,32
5003,9430,9505,24,76,356,95
5004,9565,9613,102,265,248,59
5005,3440,3587,21,98,153,197
5006,3012,3117,159,141,434,124
5007,4695,4865,1,400,139,136
5008,7065,7101,228,384,491,146
5009,6815,6877,116,162,34,11
5010,7707,7842,165,40,399,165
5011,1168,1318,18,471,353,152
5012,5853,5905,248,356,123,178
5013,2727,2894,178,41,138,100
5014,6283,6362,131,19,310,28
5015,9147,9267,261,1,177,98
5016,8922,8972,49,165,459,125
5017,4269,4368,201,343,188,73
5018,9867,9926,204,25,332,135
5019,7746,7776,26,146,6,160
5020,4027,4060,160,164,458,89
5021,1920,2088,142,10,390,73
5022,9899,10068,77,92,42,148
5023,395,478,196,202,394,51
5024,653,744,264,191,469,149
5025,9087,9219,143,322,498,187
5026,344,487,274,277,7,48
5027,6418,6530,81,312,358,96
5028,1483,1610,145,355,224,191
5029,9835,9917,105,370,122,97
5030,6840,6903,103,29,478,58
5031,9910,10059,154,135,436,15
5032,8243,8402,28,391,394,120
5033,7985,8025,259,369,495,164
5034,9148,9301,22,306,87,20
5035,1924,1977,277,430,371,187
5036,4622,4708,41,48,103,184
5037,2379,2508,194,52,50,95
5038,8800,8900,284,174,288,22
5039,5618,5689,205,124,96,178
5040,1954,2012,207,17,152,126
5041,2603,2670,10,161,116,163
5042,7706,7737,244,245,488,79
5043,5953,6054,152,246,372,188
5044,929,1095,71,471,328,60
5045,1309,1452,33,149,200,200
5046,1203,1379,174,374,125,157
5047,4461,4598,249,412,199,114
5048,2167,2301,93,128,168,189
5049,9440,9566,2,187,119,13
5050,2258,2386,38,379,274,87
5051,269,332,192,249,417,152
5052,7346,7377,111,465,199,142
5053,6574,6616,170,476,417,23
5054,6444,6534,22,203,123,121
5055,137,261,23,67,375,145
5056,1437,1576,137,429,5,169
5057,8929,9109,62,6,441,65
5058,9611,9652,61,85,31,199
5059,3887,3924,74,187,70,15
5060,9966,10063,174,81,353,61
5061,7537,7661,292,240,357,162
5062,6007,6096,58,295,333,57
5063,6429,6469,26,320,367,146
5064,7051,7092,69,442,496,128
5065,5715,5871,152,339,165,75
5066,4478,4543,23,164,147,152
5067,9911,10013,147,474,169,67
5068,8418,8471,64,286,9,171
5069,9192,9252,281,305,200,99
5070,5740,5905,109,146,454,82
5071,5409,5540,208,81,444,52
5072,9783,9907,77,64,253,167
5073,8110,8153,162,359,209,107
5074,197,287,210,53,416,117
5075,2286,2395,278,217,16,124
5076,171,276,230,443,328,49
5077,6907,7040,9,68,101,100
5078,1030,1153,259,187,14,28
5079,6135,6215,3,35,226,68
5080,1477,1615,255,415,49,90
5081,6934,6977,178,270,226,156
5082,1013,1138,67,92,131,87
5083,1229,1312,126,303,168,88
5084,7247,7422,136,29,364,106
5085,4328,4451,110,50,349,91
5086,7660,7839,28,164,371,127
5087,2017,2193,41,389,330,144
5088,9430,9596,204,223,494,200
5089,4920,5053,298,110,220,94
5090,6362,6423,284,121,100,92
5091,9949,10079,136,322,344,153
5092,7536,7667,281,489,4,105
5093,7679,7721,96,497,125,200
5094,7835,7986,46,278,136,72
5095,97,152,289,96,84,16
5096,9887,10009,222,251,124,65
5097,3107,3173,246,109,403,184
5098,2183,2266,290,441,208,84
5099,4244,4284,96,445,288,44
5100,5278,5369,84,418,203,127
5101,6161,6238,133,85,225,131
5102,3879,3949,115,370,274,96
5103,2305,2346,70,123,352,56
5104,355,532,49,129,353,10
5105,1069,1207,97,117,390,54
5106,8458,8559,151,71,109,86
5107,8104,8152,269,77,456,165
5108,148,301,170,420,165,31
5109,5378,5476,176,65,460,109
5110,943,1086,166,224,292,186
5111,9983,10030,104,283,492,66
5112,2036,2073,2,367,427,110
5113,4658,4750,110,345,80,57
5114,7086,7154,66,253,231,129
5115,7649,7734,105,481,39,116
5116,8294,8332,204,206,476,86
5117,7833,7870,227,2,107,152
5118,5922,5965,122,194,409,18
5119,5489,5599,87,320,258,87
5120,2216,2319,44,373,422,19
5121,7748,7854,28,68,460,136
5122,4427,4461,223,243,401,103
5123,8295,8367,220,233,216,45
5124,6082,6257,2,432,475,120
5125,2619,2652,21,126,362,113
5126,3127,3287,183,325,434,113
5127,4298,4433,37,145,294,124
5128,4378,4488,249,331,301,63
5129,1711,1874,112,301,358,156
5130,7936,8113,278,363,143,163
5131,1267,1362,260,219,18,160
5132,5160,5270,8,444,145,162
5133,3400,3466,214,397,447,121
5134,4859,4944,66,68,382,66
5135,9674,9769,196,52,67,35
5136,2571,2741,300,361,479,146
5137,1222,1278,169,316,148,153
5138,5561,5649,129,9,3,189
5139,1199,1275,231,224,380,188
5140,2676,2741,99,419,303,145
5141,4983,5140,154,89,424,173
5142,2647,2764,204,367,237,139
5143,8055,8101,263,397,257,144
5144,2315,2377,105,231,270,174
5145,8946,9099,30,169,337,149
5146,4753,4800,199,268,26,108
5147,1262,1343,131,295,329,104
5148,6566,6674,240,383,295,163
5149,8789,8888,201,13,386,183
5150,5317,5478,220,352,228,169
5151,4412,4587,199,99,453,183
5152,8873,8964,2,439,318,123
5153,2525,2606,203,412,62,22
5154,8896,8941,294,451,73,116
5155,1370,1498,206,68,4,35
5156,6859,6971,183,462,164,197
5157,7366,7525,209,487,143,94
5158,8179,8342,205,166,168,101
5159,8086,8206,52,495,89,75
5160,7704,7844,141,3,4,23
5161,6331,6495,229,173,267,116
5162,8699,8762,150,350,30,101
5163,1168,1304,196,181,131,93
5164,1745,1814,90,457,132,87
5165,4260,4307,263,302,314,130
5166,4851,4882,74,411,435,61
5167,3302,3467,209,468,274,119
5168,278,439,120,429,163,130
5169,686,732,232,11,491,72
5170,6688,6767,24,452,319,86
5171,4387,4456,109,263,330,115
5172,995,1069,24,409,356,95
5173,794,962,274,115,16,165
5174,4554,4601,109,138,343,158
5175,198,377,222,327,34,165
5176,7792,7946,295,450,250,44
5177,4468,4584,79,285,138,38
5178,3436,3558,200,313,139,144
5179,215,321,163,469,22,128
5180,3352,3472,194,385,354,135
5181,4901,5061,8,294,165,137
5182,3649,3825,129,347,10,96
5183,9576,9746,24,72,337,120
5184,17,90,129,139,76,176
5185,725,814,47,182,467,145
5186,9838,9903,171,267,144,166
5187,287,436,98,433,160,49
5188,669,757,50,289,381,122
5189,7533,7683,147,273,224,127
5190,5940,6063,59,337,159,27
5191,8412,8550,137,466,352,143
5192,2604,2685,2,257,268,195
5193,2115,2226,267,448,203,188
5194,8426,8526,55,293,216,50
5195,4009,4095,87,498,457,119
5196,510,632,281,193,367,169
5197,4586,4658,236,216,430,133
5198,4792,4954,108,51,435,123
5199,3153,3183,197,207,94,161
5200,3500,3552,191,48,416,145
5201,1479,1628,277,257,77,85
5202,2403,2530,186,421,175,154
5203,5118,5254,281,304,429,15
5204,6887,6956,121,69,236,195
5205,2366,2452,243,61,231,169
5206,8234,8412,14,78,453,53
5207,3735,3885,294,29,19,191
5208,7019,7129,140,447,410,192
5209,8882,9026,29,344,455,151
5210,4596,4745,229,298,166,190
5211,4251,4299,228,216,255,90
5212,5142,5223,269,40,420,149
5213,8860,8900,232,384,108,128
5214,8424,8470,181,299,34,92
5215,8095,8139,286,298,155,104
5216,8354,8483,86,208,424,150
5217,3442,3601,135,282,263,123
5218,6734,6816,269,12,441,49
5219,276,428,205,41,78,70
5220,9726,9858,56,93,59,171
5221,9873,9910,171,378,46,150
5222,8959,9014,80,476,291,175
5223,8847,9010,199,434,336,35
5224,8368,8432,14,333,424,135
5225,115,247,199,367,390,162
5226,600,660,25,233,301,43
5227,3595,3748,76,302,285,46
5228,6350,6521,119,115,141,190
5229,8378,8519,156,312,462,126
5230,757,849,162,23,216,135
5231,5372,5519,262,315,212,142
5232,3691,3769,174,182,354,124
5233,217,371,227,121,379,35
5234,2798,2883,52,166,169,97
5235,699,810,226,347,464,18
5236,5856,5918,48,269,245,168
5237,9887,9973,265,141,364,81
5238,4315,4356,160,189,261,147
5239,3428,3484,40,160,33,88
5240,7919,7962,53,386,79,68
5241,5287,5329,102,206,275,123
5242,1865,1978,202,420,479,146
5243,9858,9907,20,299,328,122
5244,7378,7522,276,28,448,46
5245,3803,3910,137,183,219,141
5246,4782,4879,211,500,243,157
5247,4807,4843,119,420,396,118
5248,7000,7106,12,34,222,65
5249,2207,2318,246,112,389,137
5250,8290,8373,61,182,299,137
5251,5997,6142,83,308,466,190
5252,2413,2555,120,54,261,110
5253,9167,9250,20,70,290,32
5254,5430,5603,189,472,362,179
5255,4985,5056,117,117,90,86
5256,1482,1608,191,36,282,98
5257,4166,4333,127,299,222,109
5258,392,541,107,154,150,108
5259,7715,7810,200,91,373,41
5260,5658,5834,183,279,146,176
5261,1348,1502,138,380,478,166
5262,1882,2020,33,227,2,96
5263,215,286,85,40,263,180
5264,1540,1673,290,283,37,175
5265,4696,4751,117,404,391,86
5266,4480,4632,198,358,456,24
5267,9679,9774,288,105,356,134
5268,7368,7471,14,377,66,161
5269,2054,2221,208,148,341,173
5270,3954,4035,15,416,78,118
5271,5699,5736,295,372,331,159
5272,6299,6376,60,286,457,58
5273,6809,6935,232,236,64,163
5274,6185,6321,212,223,488,29
5275,24,89,161,383,202,71
5276,4552,4626,17,69,407,42
5277,2189,2275,138,315,302,149
5278,649,697,107,372,225,118
5279,9072,9158,216,250,184,168
5280,264,318,243,443,232,167
5281,1182,1295,77,326,156,80
5282,6612,6672,141,151,14,167
5283,2690,2774,126,398,440,99
5284,1026,1173,156,436,203,102
5285,7115,7223,72,445,415,106
5286,860,918,282,197,127,135
5287,2101,2228,112,35,291,159
5288,5844,5971,172,183,299,50
5289,2993,3147,225,193,436,77
5290,1518,1624,24,14,111,150
5291,5298,5328,92,381,411,95
5292,5624,5670,107,426,480,79
5293,4727,4822,282,205,247,46
5294,2958,3124,275,118,294,10
5295,4926,5076,124,490,120,26
5296,4140,4262,142,194,375,199
5297,1371,1496,247,150,298,60
5298,2438,2559,48,59,134,188
5299,9639,9786,270,265,239,160
5300,5190,5274,33,69,448,186
5301,132,236,8,299,165,83
5302,3995,4137,254,334,223,118
5303,1552,1713,100,27,358,145
5304,6127,6285,27,31,52,195
5305,8780,8932,125,44,160,62
5306,9540,9591,167,48,481,26
5307,4098,4186,222,247,274,115
5308,2798,2854,8,249,409,150
5309,1271,1441,234,50,24,167
5310,6641,6805,164,217,155,42
5311,5417,5563,28,209,329,150
5312,37,103,220,421,297,178
5313,3242,3334,37,191,483,77
5314,2936,3016,7,207,18,23
5315,3025,3104,28,95,491,138
5316,7073,7188,172,466,357,14
5317,5348,5413,87,148,380,34
5318,1570,1674,79,14,207,114
5319,7870,7909,53,162,39,75
5320,5238,5418,290,73,10,34
5321,6583,6721,128,106,435,199
5322,8508,8574,66,70,437,44
5323,4552,4591,17,164,119,160
5324,2137,2214,91,25,191,106
5325,2291,2328,49,492,340,199
5326,10058,10079,39,59,389,63
5327,4194,4360,158,108,115,157
5328,1655,1734,117,329,90,103
5329,2974,3136,194,490,499,39
5330,3517,3587,125,376,307,75
5331,5497,5632,146,171,65,65
5332,4985,5062,257,205,153,86
5333,9984,10079,220,407,3,54
5334,4320,4499,263,221,220,59
5335,4384,4458,28,374,415,159
5336,5842,5935,224,385,233,172
5337,7758,7850,142,339,294,150
5338,5906,5981,242,426,119,101
5339,6631,6684,172,353,91,108
5340,6623,6747,171,289,434,26
5341,4382,4536,200,492,81,104
5342,4035,4195,32,318,470,116
5343,6823,6929,54,137,243,104
5344,3590,3683,208,435,298,188
5345,6076,6146,148,450,227,79
5346,6452,6593,163,342,120,96
5347,3414,3587,298,358,353,189
5348,6680,6742,296,283,455,96
5349,4093,4162,149,104,450,191
5350,6361,6517,78,153,53,96
5351,7779,7829,81,329,235,175
5352,6854,6934,281,477,115,92
5353,4447,4531,147,211,281,94
5354,8195,8334,127,343,296,16
5355,6765,6820,202,375,276,47
5356,4850,5024,241,303,328,70
5357,9968,10079,40,213,50,100
5358,3679,3837,43,52,202,141
5359,3223,3371,46,15,126,15
5360,8144,8227,243,67,195,25
5361,7725,7797,3,483,49,80
5362,8786,8924,247,491,284,192
5363,312,484,72,198,375,80
5364,9401,9484,61,68,63,83
5365,6524,6604,153,401,396,123
5366,6502,6579,166,329,143,46
5367,9472,9544,199,432,360,85
5368,5643,5776,106,470,418,58
5369,9795,9852,236,72,384,159
5370,9644,9750,6,111,203,156
5371,4296,4455,41,342,57,56
5372,6776,6904,150,291,236,32
5373,6717,6862,14,211,350,150
5374,3673,3758,169,113,308,38
5375,538,594,200,56,87,99
5376,9358,9395,59,206,398,193
5377,4045,4220,140,375,300,18
5378,1332,1411,116,119,140,79
5379,3529,3680,215,427,247,178
5380,3360,3460,274,407,52,82
5381,746,920,280,409,354,77
5382,1451,1496,37,443,223,136
5383,9838,9923,20,38,129,149
5384,1493,1549,206,6,500,82
5385,9475,9526,13,25,435,89
5386,2646,2685,78,272,288,116
5387,6832,6892,207,469,279,18
5388,1185,1225,127,150,74,41
5389,3286,3382,257,459,381,94
5390,4953,5124,134,455,80,25
5391,3432,3543,102,39,218,25
5392,7832,8006,50,249,429,161
5393,1633,1715,279,196,31,30
5394,5307,5460,51,438,360,32
5395,8118,8177,105,449,70,190
5396,1601,1780,159,475,434,14
5397,2217,2324,238,343,445,11
5398,2647,2810,285,412,336,32
5399,4740,4793,62,68,431,146
5400,7526,7632,163,70,466,134
5401,1230,1314,224,244,435,140
5402,6037,6192,195,151,441,119
5403,3072,3120,123,284,404,30
5404,614,771,155,315,497,38
5405,6208,6269,296,147,87,73
5406,2486,2546,179,146,450,22
5407,1247,1337,43,472,172,65
5408,5431,5474,211,306,340,120
5409,3039,3168,35,209,281,74
5410,5642,5758,86,166,90,177
5411,8140,8249,39,2,72,172
5412,5952,6054,250,369,415,26
5413,7643,7822,278,306,361,167
5414,4520,4683,270,469,466,101
5415,6978,7107,145,260,292,163
5416,3619,3663,16,190,55,161
5417,5582,5722,232,179,481,179
5418,6584,6667,188,187,399,139
5419,4853,4920,95,230,327,195
5420,1415,1561,80,200,207,44
5421,5924,6057,188,14,133,107
5422,130,281,12,340,22,31
5423,4817,4917,57,430,114,11
5424,6194,6354,216,441,93,76
5425,663,824,228,399,414,36
5426,84,114,211,210,278,163
5427,966,1065,52,249,70,147
5428,2305,2336,242,209,87,59
5429,8216,8274,63,180,446,178
5430,2643,2708,118,74,283,47
5431,2965,3039,285,80,146,13
5432,8782,8883,242,168,444,49
5433,8618,8697,184,311,303,162
5434,4868,4906,1,140,48,19
5435,9080,9178,232,310,411,39
5436,3738,3863,53,361,60,73
5437,5685,5722,161,100,164,123
5438,2385,2457,272,304,68,11
5439,7154,7258,61,328,359,180
5440,5888,6043,285,21,307,128
5441,8588,8679,15,66,475,148
5442,281,329,13,459,154,36
5443,4713,4827,125,155,40,166
5444,5454,5516,262,390,465,34
5445,4303,4406,241,285,210,126
5446,4715,4777,282,19,90,31
5447,8354,8526,115,12,198,66
5448,5641,5798,287,329,364,16
5449,3724,3872,286,300,396,39
5450,2390,2444,114,422,339,168
5451,7284,7378,123,421,369,113
5452,9769,9946,8,164,417,94
5453,9052,9164,177,469,253,105
5454,9705,9881,157,358,394,15
5455,8924,9025,96,295,459,198
5456,10,147,221,291,327,22
5457,4883,5004,79,267,312,149
5458,7031,7064,194,35,373,22
5459,6365,6479,216,236,124,69
5460,7411,7510,191,228,458,21
5461,1359,1491,163,74,228,116
5462,1527,1614,215,340,287,27
5463,4896,5076,283,30,72,101
5464,3603,3638,263,144,100,132
5465,6528,6599,204,152,138,87
5466,7533,7690,93,166,411,12
5467,8708,8810,95,124,381,46
5468,4104,4178,109,155,263,11
5469,522,622,41,233,364,42
5470,5043,5101,170,176,127,111
5471,9836,9893,168,274,174,90
5472,7512,7614,300,476,15,108
5473,2852,3009,289,415,194,13
5474,2656,2757,85,189,232,25
5475,3918,4002,114,337,74,168
5476,5536,5640,184,93,477,66
