AthleteID,Speed,Endurance,Strength,Score,PatternData
5120,5,24,42,97,DBCACDBDBAAAACDABCAB
5121,18,55,73,200,ABADAAAACDCADCACBCDB
5122,15,96,83,250,ACCADCDBCACBDAACBBAD
5123,5,80,84,216,ABDADCACDDBDCDCDCBCA
5124,19,58,29,139,BDBABAABDBDCCBADDCDD
5125,26,47,44,165,CCBBCACCBBCACDBADBCA
5126,25,86,68,238,CBABCBDCBDBCDADAABAB
5127,26,95,44,213,BACCDDBDCDDDDDBDDDAA
5128,21,98,89,273,ADCDCCDCBCDBDDABBDBB
5129,16,48,54,161,CBCDBDDCDDBDDBADBDDB
5130,16,72,39,162,BDCAAABBDADABBDBBDBD
5131,24,28,87,206,AAACBBBBCBCDDCBBDBDA
5132,5,20,91,166,BBDBBADBDDCACCCBDDAA
5133,13,84,46,179,DDAACADACBDADDACAACA
5134,30,91,52,229,AABDBDDCBACBBCCACCBA
5135,6,22,21,65,DACDBCDBDAAADDBCDBAA
5136,21,26,42,131,DDBDCDCBADDABBCCABDC
5137,8,38,69,157,DBACAADADCCAAADCBCDA
5138,7,25,22,72,CCAABDDBBABCCABDDCAB
5139,13,36,73,171,DDDABABCBABBCBCBBCCC
5140,19,90,30,173,DDADCCDCBAAAABABAACD
5141,19,88,29,169,BDDCBABCDAACADDCCCDA
5142,6,46,25,95,CBCCADCACDCCAABDADAC
5143,23,89,81,256,DAAABCDBCCCABADAABCA
5144,5,57,45,134,DBBBAACBDDBBDDAACBBD
5145,9,68,41,147,CBADBCADAACBACBDBBAC
5146,23,44,55,172,BADACABABCAABBCBCABD
5147,11,53,23,109,DDABACBCBCBBCBACBDBD
5148,11,88,53,189,DABADAABDDCABCCCBCBB
5149,8,77,96,237,DACCBBBBACBDCCDAAADC
5150,24,88,51,212,ADBDCBCBACCDDBABDCCB
5151,18,48,26,123,ABCCBDDDDCDCDCBCBBAB
5152,9,54,51,148,BDBACDADBAAAABBCBBBA
5153,21,58,63,194,DCACBDDACCADDBDBBDDC
5154,27,88,68,244,BCBADCDBDBAAADCCDBDB
5155,6,91,24,139,DBAABAAACCCCCAADBCBB
5156,14,70,60,188,CDBCDDABDCAADDADBBBD
5157,15,32,62,155,BDBBABCADBDCBCBDDAAD
5158,13,91,54,198,DACCCCCDDBDDACDACBDB
5159,9,89,60,197,ACCDBDADDDBBDDBCCDCB
5160,26,92,31,190,CCAADBDCBBCABDBBDCAC
5161,25,35,52,163,CBBBADCABBCCDBDBACCB
5162,5,45,62,148,AADABCABCADBACBABDBC
5163,28,74,95,272,CACBAABCDBAADCCDDCAD
5164,16,45,52,155,BBBCCACDCBCBCCBCACBC
5165,20,38,52,156,DBCBCCDDCADACADABCDC
5166,7,23,20,67,DACAABDDBCADADCCDDDD
5167,6,59,94,212,CBDCCBDBCADADDCABBBB
5168,8,33,51,125,BCAACDDBCDCADADDBDDC
5169,27,68,66,221,DCAADCBBAACACABADDCD
5170,29,97,97,300,CCCDBBABADCBADABCDAC
5171,24,39,37,142,CCBABCCDDDBBABDBCADB
5172,26,66,95,260,DACADCCCBCCBACDDABCB
5173,21,42,22,117,BDCBDCADABCAACBCCDBB
5174,12,30,96,198,ADDCBDBDACBBCBCACBCA
5175,6,20,62,125,DCBBADAABBCCDABBBBCB
5176,11,100,67,222,BADDBDDBAABDDBCBDDAA
5177,12,41,71,171,CCDCDDABBADCCCCACABB
5178,25,69,94,260,BCACAACAADCCACABCCDC
5179,15,30,38,117,ADDDBBBCABDBBDBDBDDB
5180,25,41,95,233,BAACCBACACABAACAACDC
5181,11,55,39,135,BCDBCBADBBBACBDACACD
5182,8,79,50,170,ACADDBDBDBADBDADDBAB
5183,29,67,33,174,AADBCAAABACDBABBBBDB
5184,29,100,42,221,CCBBCCDCCAACCBCDABBC
5185,10,46,42,129,ABCDAADCCADCCCDDCDAB
5186,25,70,36,174,DCADCBDDDACBCBDBCBCC
5187,12,55,88,211,CCDCCDBBBACABADCADDB
5188,25,83,99,281,BAABCADDCACBCBDBACCD
5189,15,25,61,146,AACBCDCADDAACDABCCBC
5190,9,83,51,177,DADDCBDDBCCACCBBDBAA
5191,21,49,58,178,DCDBADCBDDBDADDDCAAA
5192,20,60,28,142,DDAABABABCDBBDBDDDBA
5193,22,35,63,173,CCDBCBADABBBCBAAACDB
5194,29,31,24,125,CCCACBDBDCADBBBDBCDB
5195,5,81,36,145,BDDBBAACDCDBBCCAABAA
5196,20,40,96,224,ADCADDAABDCBABBBAAAA
5197,25,28,70,183,DACCDBCDBDCDDBABCDAB
5198,24,54,70,207,CCACADCDABCABDDBDCAC
5199,19,29,75,179,CBAACBCBADCACCDDBAAB
5200,28,92,85,275,CCDACBDDADACDBAABBAD
5201,27,99,32,201,AADCBBBADDBCDDAACABA
5202,24,47,41,156,CDBBBAADCCCDBAADBCBD
5203,21,64,96,250,DBCCBBBCDABABDDCBAAC
5204,5,33,65,140,DCBCABCBCBDAADAACAAA
5205,12,55,92,217,BCBDBBDBAAABDABDDBCD
5206,19,20,40,118,AADBBADBBDBAADCDCDCD
5207,30,98,54,239,BCDCDCDDDDAABCBACCCD
5208,25,43,95,235,DCBDBADBACACCABCBBAD
5209,8,55,83,195,DCBABBDBBBDABCDBBCDA
5210,15,62,78,209,CCADCCADCCDCDDBAAADB
5211,29,81,81,260,DBACADCADAAADACBBCBB
5212,26,56,36,162,DBACCACCBCDDAADABDAB
5213,29,88,44,212,BABDAABDCAAADCDDCAAD
5214,30,40,41,161,DACDACACAACBACABCADD
5215,15,58,67,188,ABBBBABDCCBBAABBCDDD
5216,22,28,40,132,CDBDBAADBACBBCAAADDC
5217,14,77,40,165,BADBCDCDBDCCABDDABAB
5218,11,55,63,171,AAADBCCBADABAACCBDAD
5219,10,23,64,139,CABDDAACABDDAAABAACA
5220,16,26,60,148,ABCDBDBCAAADBBDADCBA
5221,11,67,83,213,DAAABDDBDACACCCAAADC
5222,23,62,39,166,CBDBCCABADADCDDCBDDC
5223,12,61,20,115,CDBDDCABDCCCCBDADDDB
5224,17,62,30,141,BABBCCDACDDABDCCDAAC
5225,15,90,90,255,CDDBDACBACDCBCDADBDC
5226,13,70,55,178,CACBCACCBCDDCDDBBCBB
5227,23,34,34,131,ADDDDCDBADBDCBBBAABB
5228,26,67,29,162,DAADBABCCCBCAAADCCBA
5229,25,98,31,194,AADDACBDDADDABADDBCC
5230,16,31,64,159,ADCABCDBCBABDCBCBBAB
5231,27,26,74,191,DCBBBDABBDDABBDDDBDD
5232,14,84,68,214,DCCBDCCADCBDACABCCCA
5233,27,63,24,153,ABBCADACADBADBABDDCB
5234,25,91,60,231,BAABDCCCCACDDCBABDCD
5235,10,75,27,135,BDACABCABDABCAACADBC
5236,11,27,75,161,BDCDBBBCDCABABCBDBAA
5237,30,76,29,179,BCBBBACADDDDBACAABAA
5238,27,58,45,179,DACDAACDBCCBDDABCADB
5239,24,38,79,204,DCADACDBADCBCCBCCAAA
5240,8,44,79,178,ABCDDADADCCABAADCADB
5241,14,67,47,165,BABBCADBBBCAABCDAACA
5242,20,58,41,159,ABCBCCCDBCCCCABBCDBB
5243,20,22,39,120,BCDDABAAACACBABACBAD
5244,19,82,22,153,BDDCADACCDACACDBCACB
5245,13,39,54,146,ACBBBCABAACCACBBACAB
5246,15,78,29,151,BCDCBBBCDAABBACBCDBC
5247,30,94,90,289,ABCABDDAAACDDABBADCB
5248,26,58,51,186,AADDABADBCABBDDDCACD
5249,8,38,89,187,BBBDCCCBACABBBBBCBCD
5250,8,94,63,204,CBAACBADCAADAABACBBD
5251,15,71,41,162,BAACBCCDADDDBCDCDCAA
5252,18,21,100,207,CDACBBCDDBACDDADDDAC
5253,17,91,100,275,BBCCDCDACCDBDBDBBABD
5254,12,36,100,210,CCDDCDDDCCAAAABAADDC
5255,9,79,59,185,BDBACDCBACDADABAAACD
5256,28,74,83,254,DDDBBCCDCBBAACADACBB
5257,13,73,49,172,BBDCABDCAADACDDCCDCC
5258,23,99,37,200,DAACCBAACACDDADDCACA
5259,19,57,87,225,CCBDDCDCAAACADACCDAD
5260,7,87,57,186,DCAACCDACADCCDCADBAD
5261,7,24,62,131,AAACCAAACAACAABBABDC
5262,30,20,46,149,DABADBCADBADCCDCCBAB
5263,11,49,29,114,CABBBAADDBCBDCBACBDD
5264,12,27,98,198,CCCACCBCDBDACDDACBDA
5265,10,74,40,154,AADBBDDCBBBCCABADACD
5266,23,31,48,149,DBBDCAADADADDDCABABA
5267,6,81,46,162,DAACCAADBABBBCBDCACC
5268,17,22,83,180,CCDCBADAABBCCDADDBAA
5269,10,28,64,144,BAACDCBDBAABCBBBDBAB
5270,25,77,40,187,CBCACACAADDBCBCADBAC
5271,26,63,50,190,DCBBACAAADCCBCDDDADD
5272,24,78,85,253,DCCAACBBCDCDDDDBBCDC
5273,5,38,56,132,CBDBDACDAABAAADAADCC
5274,21,80,30,167,CDBDCDDADAADBCCBAACB
5275,29,82,94,281,DDACBCDADDAADACBCAAD
5276,16,54,56,170,BAABBCCCBABADCCDAACD
5277,6,65,97,222,BCAACBBDACBBDBBAABDD
5278,12,53,79,195,DBDACABDABCADCBBDAAD
5279,28,87,82,266,CAABCBBBCBBADCDBACCC
5280,19,86,63,218,DBACBCBAAACBDDBCAABB
5281,26,71,57,208,BCDCCBDDBDADBDABDDBA
5282,29,21,92,217,BAABCDCBDACABADDBBAB
5283,19,94,100,282,CBDCACDDADAACDCCABBA
5284,25,35,96,229,DBADCCAAADDACBDCCDDA
5285,26,31,97,228,ABCDABDCAAAAADBCBBDC
5286,13,55,88,213,CCDBDBCACABBACBCDBDA
5287,30,49,95,251,DAACCABDCDDDCBCAACAD
5288,26,56,42,171,BCADDCBBBADBDBBBABCD
5289,28,66,92,260,ACADBDACCADADABCCDAC
5290,9,67,53,164,CCBBBDCDBBDDADACADDD
5291,29,22,24,116,ACBCDDCDACDADCDCBDCA
5292,12,81,33,154,DBBCABCBDBAAACCDCBBA
5293,16,45,70,182,CDCCBDDDBCDDACCBADCB
5294,20,57,93,236,DACCBDACACDCDDBBDADD
5295,16,24,24,92,BABACBAAAAAABADCCBCD
5296,23,84,88,262,CCABCCBBBBCAADDBBBAC
5297,28,24,52,158,CBBDDABADAAADACBCDBC
5298,17,62,51,172,ABDDABADBDBACCCABBCD
5299,11,78,38,157,CADCCDBADDDDDAADAABD
5300,25,34,77,199,CCBDDBCDAABDCADDCDCC
5301,16,20,59,140,ABBCAACDABCBCACDBACB
5302,21,56,62,191,ACBDDACACBDDDCCCADAD
5303,14,36,43,128,ACBBABDDACDDDBBACACA
5304,8,80,89,229,BCCADCAADBDDCDAAACBA
5305,14,43,31,117,DBDDABCACCDDDDCDBDCC
5306,16,27,71,165,ADDACCBBDCCADBBACDBD
5307,12,85,28,151,DBDDADCBAACBABCBBCDA
5308,30,75,93,274,CDCDCBCAAABBBADCACBC
5309,28,23,46,148,DDABDADCCBDADCBBCBCC
5310,28,24,66,179,DBCCCCACDDBBCBDDCBCC
5311,7,96,36,164,ACCBDACDCBACDDADDBCC
5312,30,99,67,259,AACCCBCDCCBDDCCAABCA
5313,26,82,46,203,BBBADBACBBACAAAABDDD
5314,8,91,28,149,CADBCDAABBBDBBACACBB
5315,5,88,64,194,CABAAADBDADDAAACBDDD
5316,21,35,79,195,DDDDDAAAADABCDCDACBD
5317,29,83,80,261,CAAACCDBDBCABBCDDBDB
5318,5,48,49,131,BCBDDBDCAACDACDCBABD
5319,10,97,75,229,BBABCCBDCCCDCDDDBCAD
5320,18,60,100,246,CACBCDBDACCDADCBBADD
5321,15,77,53,186,CACBDBBBBCDBBCADCCBA
5322,5,42,53,131,ABBAADCACACDCCCBBCDB
5323,22,47,42,154,DADABBBBDBBAACDCABAC
5324,30,73,20,163,ADABCBCCCBDDADADDDBA
5325,29,88,79,264,BACAADDBCBCDDBCBBADB
5326,16,63,34,146,BDBCBACACADDABCCCBAC
5327,5,91,63,195,DBDABBBDDCDBADBBDDDB
5328,20,65,72,213,BDDCDCBBCCCBADCBBDAC
5329,23,91,38,194,BBACBCDCDBBCBDDCCCBA
5330,10,47,44,133,CDBCDADCDABDBBBBADDB
5331,26,62,88,246,DCACAACBABABDDADBCBD
5332,27,41,82,218,ACABBDAABAADDAABDADA
5333,11,74,71,202,DCCCABDCACDDADCADACC
5334,11,29,63,145,CCDDDDDADDDAABCADCCB
5335,12,21,40,105,DCBABACAAAABBDBBCCAA
5336,16,34,73,175,CDADCBABCDBAADBCADCD
5337,21,75,83,241,BBBCACADAADABCCACCDD
5338,8,66,64,178,BCCCADCBCCDAACAACBAB
5339,9,40,45,125,DABCABBAADADDBCBAAAC
5340,24,95,34,194,DBACBBAABCBDDDDCACDC
5341,13,23,75,161,CCCBACBDAACACABAACBA
5342,9,67,85,212,DBBDCBCCBCBDCCBBCCCD
5343,16,34,35,118,ACCADACBABDADDCBCBDA
5344,25,36,93,225,BDBCBBAABADACACABBBB
5345,12,48,31,118,BCBDCABDADDABBCDCABD
5346,19,39,50,152,ACDCCBADCDAABACDCBCD
5347,12,21,32,93,BDBACDCDBBAACBCBDCCB
5348,11,89,76,225,DCCBCBCCABAADABCDABA
5349,15,77,24,143,CDDBCBBBACCCADCCCCAD
5350,25,79,30,174,ACABDCDDACCCBDCDBDDC
5351,16,26,68,160,BAACBACDAAABDACBDABB
5352,11,46,87,198,DAACBCBABAACADBCAADC
5353,27,21,77,190,BABCBACCACADACCACBAB
5354,30,42,40,162,AACDDCDDDAADCBBCCCBB
5355,18,88,22,157,DDADAABABDCCCDBBDCDC
5356,24,94,36,196,CBCDABDBABDDCCACDCBA
5357,22,99,66,242,CCACDBAACCDBAADCDBAC
5358,22,55,67,199,CAAAAADDBDCBDBADDCAA
5359,25,46,78,213,AADABDBBDCABACCBADCD
5360,30,82,26,181,DBBDDBDBCDBDCAACDDAB
5361,28,22,46,147,DCCAADDCBCADBDBADDDD
5362,12,59,39,141,ADADDCCDBDCDABBABCDC
5363,18,23,83,183,CBAAABBACDCDBCDBBBAC
5364,25,50,90,235,ADCCBACAABADCDBBCDCD
5365,14,61,95,231,CCCCDAACCBDADBDDBDBC
5366,14,64,51,168,DDCCBAAADBBAACBCCCDD
5367,5,76,34,137,ABDCDADBADADACDBAADA
5368,25,48,90,233,CDBACCDCBADDADBBCBCD
5369,9,91,28,151,DDAADBADACDCCDBBDDBD
5370,28,84,67,240,DBDBDDABDBCAABCCDABA
5371,29,36,99,242,DBAABADBCAAABABAABCA
5372,21,74,41,177,CBBDCABDDADDCBDCBBCD
5373,16,87,28,161,ABBDDDDBDDABAACBABDD
5374,19,26,96,208,ADDBDAABBBABBCADDBCC
5375,23,36,83,206,DDABDBDDACDDCCDCBDCC
5376,13,79,90,240,CDABCDDACBABCACCACDD
5377,8,20,92,174,CDADDADDBAABCCCCCDAA
5378,27,70,77,239,BDCCACDADADCBACABAAA
5379,24,71,43,183,CBACBDDCADCCBBACCACC
5380,16,63,51,171,ADADBDCBBDACACCDACBB
5381,30,79,81,260,BBBCAADBDBABBAAACABA
5382,10,78,24,134,CCDCBABCDAABDDACDDAD
5383,14,37,49,138,CDACACBBDDBABCBCADDB
5384,30,38,44,164,DCCDABCCDADBDCDAACAC
5385,17,98,75,244,ACBAAAABDCDDACDBACDB
5386,28,75,51,207,DABBABDBDBBBCCACBACD
5387,6,88,56,184,BDDCDCBCCADDADDAADBB
5388,23,91,94,278,DCCBDBBDBACCADBDBCAD
5389,19,87,72,233,BDABADCBBAAADBCCAACA
5390,20,89,71,235,ACCADDBDADBCBCCCADBA
5391,25,24,59,162,BCACCDDCDBBBADCBDBDC
5392,10,84,46,173,BCDCCCAAABDAACCAAACC
5393,9,32,43,114,ABADCCABDADBABDBCACB
5394,6,99,87,241,BBCCAADCDACCDAADDAAD
5395,15,64,42,157,BBDACCCAADCACBCBDADC
5396,26,69,54,202,DCBDBDDDCCACDCBDCDAB
5397,17,68,77,217,DDADDCBABCCBBCCACACB
5398,23,42,88,220,CCCACDBBACCABBCCBDCD
5399,17,66,98,247,CABBBDDCBBDBCCAACCAC
5400,11,24,55,128,DDCABCCBBCBDBABCDDCD
5401,29,97,84,281,DAAADDACBDBABBBCDBCC
5402,19,68,86,235,BACDCDDCDCCBDBADABCA
5403,19,86,32,172,CDCBACDDCADAADACDCCB
5404,25,25,37,130,BBABBDADABDBBBCACDAB
5405,23,52,75,210,BAAADBDCAADDDAACCADB
5406,10,40,83,184,AADCCBDCBCCCCBCBBDCD
5407,28,83,49,212,DAACAACDCADDADDCCDCA
5408,29,98,39,214,ACABBCABACDDDADBBDCD
5409,29,49,37,162,BACDDBBACCDBADBACCCB
5410,19,96,74,245,BACCBDCDCACDDDDAADCC
5411,25,83,37,188,CDDCCABABDDCCACDDBBB
5412,7,36,93,189,BCBBBACCDDCAADBDDADC
5413,10,32,93,191,BBCAACCACDBBCDBDCCDA
5414,5,58,84,194,BACABCDDCBDBCCBBDDCA
5415,29,99,94,298,CCABCDDBBCBCBBABCADC
5416,24,60,58,195,BDAACBAACBBBCACCDDAC
5417,10,94,45,181,CABDBDBBDBAADABADCBA
5418,11,54,39,134,ACAAADCDBBDDBDCDABCB
5419,21,50,40,152,CCCAACBCDACACDDDCDBD
5420,26,59,36,165,BDCACCDCBCDDCDCBBADC
5421,12,78,45,169,CBCBCDADACCBDBDCDBBA
5422,8,23,51,115,DCBDDDCCBDDDCCBBDAAB
5423,26,35,70,192,AACCDACACAACBBABBABC
5424,6,48,88,192,ADCACBCAADCAACCBBADB
5425,7,60,84,200,DBBCBABBDDAAABCBACBB
5426,19,29,43,131,BADDDCBDADBBDABAADDA
5427,15,27,82,180,BCACBBDADDADDDABDDBC
5428,16,52,62,177,DDBBBCCBDBCBABDDBDCC
5429,8,45,28,103,CCBBDBADDACDABDBBBCC
5430,12,33,57,142,ABCDDBCDADADCBCCDACA
5431,23,77,39,181,ACBBDCDDCACADAADABCC
5432,26,47,84,225,ADAAACDBDCAABCACBCBC
5433,21,29,75,183,DCABACCBBABDAAADABBA
5434,10,26,94,187,BDDCDCABADDCBDCDCBDC
5435,18,51,77,202,DAAACBCBCACCADBDCCAC
5436,19,99,50,212,ADCCDCCCDDDBCBDBAACA
5437,11,33,56,139,BAAADCCDDCAABDBBADAD
5438,15,90,88,252,CCCABBCCACCACDCAABBD
5439,29,70,33,177,BDCAABCBDBACBBADBDAB
5440,28,56,24,148,ABBCDBAAAAADDBAABCCA
5441,26,99,48,223,BADDBACDDAAAACBADBDD
5442,21,67,99,257,BBBBCBCACDBABDBACCAC
5443,22,53,83,221,DDCBCDDBBADBADCCCBDB
5444,26,82,53,213,BDCACBCDCCCBDADDCBCD
5445,8,91,66,206,AABDBBADADCBBACDABAD
5446,12,23,81,168,ACCDDDACCACAABABBDBA
5447,10,68,37,143,BAADDDADDACBDCACDDDB
5448,28,84,67,240,BDCABBAAACDDDCDDDBDB
5449,13,42,26,107,CCCCCAABBADAACDDCBDA
5450,9,52,38,127,BAADBBCBBDACDBCCCCBC
5451,23,56,57,187,BBCBBDCCABCABCDDDBDD
5452,12,24,95,190,CDACDACDDCAACDBAACDA
5453,24,74,62,215,CBDACCCDDAADBBCADCAA
5454,17,53,26,126,DBCBBCBCABDAAADCCDDB
5455,16,29,76,175,AAADDDBAAACBABCDBACA
5456,23,86,73,241,BDDCABCDAACCBDDBCBBC
5457,11,66,44,154,CACCCBCCBACDCBAADCCD
5458,19,64,23,136,CACCCACBCAADDCADDCDC
5459,6,41,56,137,CBDDBABBBCBDACDAADAB
5460,13,53,59,167,BDDBCBBABAAADCCADADB
5461,18,28,70,169,ABCDBCCCBBABBDAADCDA
5462,17,84,58,205,DBDBDCDDDDDACBADCADB
5463,23,44,47,160,CCBBABBDDDDCBABABCCD
5464,16,83,62,208,BACADDACBDDCBABDABCA
5465,21,20,54,143,DBDBBCDDABAADDBDBCDA
5466,25,87,40,197,CDCBCDACABABADBACDBB
5467,17,72,88,238,BBDDBDABDABBBCABCCDA
5468,25,28,86,207,BACCDBACDDBDDCCCCCBD
5469,7,73,72,195,CDACBCADADAAADBACBBB
5470,20,49,58,176,DBBBABDBCBCCABDDACAD
5471,10,63,66,182,CACDABBDAACDABCBCABC
5472,10,68,70,193,DDCACABBBDAABBBDDBBD
5473,13,41,75,179,CDDCDADDBADBADDBCCCD
5474,24,36,64,180,AAABDABBCBADAACDACBD
5475,26,24,30,121,BDADABAADCDBBBCBABAD
5476,21,43,74,196,CCACCABADDABCDDBCBDA
5477,25,92,45,209,ACDAAABBAAABDCABCCBC
5478,28,36,74,203,DCBCCACBBCCDABBCCDBA
5479,24,59,27,147,BDAAACAACCAAACCBCBBD
5480,9,96,51,190,CBCADCCBCABBAABDCBAC
5481,25,94,44,210,CBDCDCCDBADDDCDDBBBB
5482,14,42,64,166,DBACADCDDBABDBBACCCC
5483,22,42,86,215,AABCBCBBABABCBAACBAD
5484,22,81,89,258,DBCDBADADBCADBBBABAA
5485,29,84,100,292,ADBBADAAACAAACABCCBA
5486,23,36,97,227,CBBBCCBADBCBDBDDBDDD
5487,11,73,88,227,DDACAAADDBCDACDCDAAD
5488,20,65,44,171,ABDCCDCDAABDABBDBCDA
5489,10,63,47,153,AADCBCCDBBBCABBDCACB
5490,13,41,98,214,BCDBCBDDDDABCACBCCBC
5491,18,36,82,195,ABACCAADBCDABACDCCCD
5492,24,46,47,164,ABDDDDAAAABADDAADDBB
5493,29,94,78,269,ADDDADCCBBBCDADCABAC
5494,17,90,37,179,BCCCCABDCBBCBBCABDBC
5495,20,79,33,168,AACCADCBCABCBCACACAC
5496,5,67,86,206,BACBCBDDACDDACACDDBB
5497,21,24,52,144,BDBDDABCCBCACCBDCADB
5498,15,59,78,206,CDDABCDBBBABAADBCCBD
5499,15,60,84,216,CCBBBABAABDDCCCAACAA
5500,10,83,55,185,BBDDCACAACDCCCDCACDC
5501,9,55,93,212,CADDBCCDDADDBDCADABD
5502,20,84,90,259,DCAACDDBDCCAAABDCDCA
5503,17,44,61,169,AABAACDDADDCACDBADBA
5504,15,43,85,200,ADDAADACABDBAABBACBB
5505,29,74,69,235,CBBDCBCCABCDDADBCCCB
5506,30,23,66,182,BCCBDDCCDBDCACDCCBDA
5507,11,94,98,263,CADACDBBAACDABCDCABD
5508,18,33,24,105,DCCDACDDCCCBBABBDDBB
5509,19,21,45,126,CABDBCDAABBDCDADDDAD
5510,18,95,82,254,ADBCBABDDACDADDAACAB
5511,16,71,95,245,DBCDDCCADDADCDDACDBC
5512,7,68,62,175,ABABBABDDADBABCCBDAB
5513,22,56,42,163,CBBBADBDDBDCDBDCCBAC
5514,21,75,49,190,DBCCDACCCBADBAACDBCC
5515,16,85,46,186,BDAABBACBCACCBBADBCA
5516,8,97,57,198,DABDDBADDCADBBACDBCD
5517,24,87,95,277,BBACDBCBCDBDBAAAACDB
5518,14,33,90,196,CCACCCBDBBDBCCCBCCCA
5519,7,99,48,185,BCCBBCBBCADCBADABDDC
5520,30,81,27,181,CBCBCDCDDDDABABBADBA
5521,12,32,77,171,ACACDCCADABCBAAABBDD
5522,5,34,39,102,BADCADDABABACDCCBCCD
5523,27,20,58,161,ADCAAAADDADBAAACDDCA
5524,11,68,33,139,CCADDACDACBDDAACDDAA
5525,22,46,28,132,ABBDCCCDBADCBDCBBCDD
5526,22,76,90,255,CDBADDCAACBDABADBAAA
5527,8,22,100,188,ACBBAACDDCAABABDBBCD
5528,11,46,86,197,BBAABDBBBABCABCACACD
5529,21,33,91,211,DBBDBBDBCBCDBBAACDDD
5530,7,83,94,238,ABDDDCDABDCADCCABDBA
5531,18,59,96,239,CCCDBCCCACBDADBABCDC
5532,5,62,80,192,CAAABCDDAACACBDCBDAA
5533,7,38,61,143,CBCBDDCBAABABDAABDDD
5534,18,35,37,126,DABACBDBDCDBCACCAADB
5535,28,61,73,226,BCBDDDBADABCDBBCBDBD
5536,7,66,70,185,DBCBCDDDABCAAADABBBA
5537,11,36,83,182,CCDABCCDCBDBDAABABAC
5538,23,38,70,189,ADBCDDBCBCAAABAADDDD
5539,26,100,29,195,CADDABBCDBDBAADBCADB
5540,24,33,57,166,ADCCDBCCBCBDABBCABDA
5541,17,81,85,242,DDCDDBABBCBDDDADBACA
5542,9,29,94,188,DAADDCBCDACDABDAACAC
5543,22,38,87,212,ADBDCDBBACABDCCBBDBC
5544,28,95,50,226,CBCADACAABBBBABACCAD
5545,30,73,71,239,BCDDBCABACCDDDDADCDA
5546,26,78,88,262,BDDADDAACDBCDAACDAAD
5547,5,37,80,167,ABCACBBBDAADDCDACDBA
5548,21,42,70,189,CABBCADCCBBCBCADCACA
5549,8,50,99,214,BDBBBBCBCCDBADCAACDC
5550,29,55,71,219,CCBDCCAAADBABCDBAAAC
5551,18,29,34,116,BDBDCBDCDCDCCCAAABAA
5552,9,78,72,204,ACCDACBACCCBDDDDDCAB
5553,26,28,60,170,DBCBDAAABBBADCABDCCC
5554,9,81,29,142,DCBADBABCABADCBABBBA
5555,17,49,86,212,BDBCCDCDCCCBBADCADAC
5556,21,99,48,213,BCBBDAAADDDCDCDBACDB
5557,17,29,27,103,ABDDDDBDABADCBCBBCCB
5558,17,37,28,113,CAACBBDAABDCAABBACBA
5559,21,42,90,219,CBBDAABDADBCDADAAACA
5560,22,93,79,255,CCDADBCDBCDABBBABACA
5561,16,33,26,104,DBDCAACAADAABDDBDBDC
5562,24,41,87,219,DDACDCDCDCDCBDBCAADD
5563,26,26,44,144,ACADBCCABDADDABADDDB
5564,17,91,57,210,ADCCAACDBADDCBCAACDC
5565,26,79,71,237,DADADCCDCDBAABDABBDD
5566,28,35,42,154,AACBDDAADDBCCDACDDAA
5567,17,81,21,146,BACBCCADBBADCAADBCCA
5568,23,49,60,185,CAACACAACCADCDDACCCC
5569,19,42,26,119,BABBDBABBCBCBDACDBDB
5570,8,93,81,230,BCBCCCBCAACCCAABCDBB
5571,16,100,80,252,ADDADBDBADACDDBABBDA
5572,21,49,46,160,BDCDBCAACBDBDBABCACB
5573,24,61,82,232,BBCDCBCADBBDDBBCBBCC
5574,30,53,73,222,BCABAACAAABBCDDBDCDC
5575,7,60,100,224,CBDBAABACDABBDACCCCA
5576,21,92,86,263,CADDCDABAACCABBBCAAC
5577,6,70,43,146,DCCACDBDCACCCDBBACAA
5578,21,83,41,186,CDBBDCDBCCDCACACBDCB
5579,17,50,65,181,CDBCCBCCBBDBDCCCCDAA
5580,20,94,99,282,CDCDDABACDBCADDDBACD
5581,13,35,43,125,BDCBADCABACBBDDAADAB
5582,24,96,24,180,ACBDCDDCBADACAADBDDC
5583,18,96,74,243,DABACDDCBCBABBACCCBB
5584,13,71,82,220,DCDCDADCBCDBDBADDBDC
5585,24,24,99,220,ADABDCDDDBDDACDBBDAD
5586,6,45,22,90,ACCDCCABDCDCACBACDCA
5587,18,75,69,214,ADDDCACDCDDDDBADBDAC
5588,28,86,48,214,DCCCCABBCCCCBBDDBDCD
5589,22,80,82,247,DCBBABBCCDABDDDBBCBD
5590,27,74,53,207,AABDBCBBBDBABCCDDADB
5591,17,73,89,240,BBABCAADACCDBCABABDA
5592,8,72,29,131,AADCBBBCDDCDCCDBCCDA
5593,19,28,35,118,CACBDCABBCBDDAAABBBB
5594,29,64,79,240,ABCDDCBCBACBCCBBABAA
5595,17,27,59,149,BCADADBBBCABBBCCAACA
5596,9,28,61,137,BDCCDADCAADBBDCADCBB
5597,24,66,28,156,CDBCACDBABDDBBABCBDB
5598,12,27,83,175,BDBBCDBACCCCACCDAACD
5599,6,49,42,124,AADDBABACDDDCBBBDBCC
5600,29,62,32,168,ACBAADBADAAACADBBDDC
5601,11,37,23,93,DDCCCCDCACBBCCCBCCCC
5602,8,40,34,107,CDBDDDAADBBCBDACACCA
5603,9,96,31,160,BADCACACBBACDACBAACA
