VisitorID,Zone,Time,Density,NodeU,NodeV,Weight,TaskPriority
5395,71,646,421,96,57,8,17
5396,30,213,165,18,70,12,67
5397,9,308,245,73,118,15,20
5398,197,1253,241,17,60,20,11
5399,148,1364,449,43,16,20,51
5400,63,1265,255,77,14,10,82
5401,58,890,134,48,32,17,48
5402,200,357,120,111,109,8,68
5403,148,1010,118,26,46,17,17
5404,173,1343,379,4,35,19,6
5405,61,726,147,24,118,1,38
5406,188,367,186,4,55,3,12
5407,116,475,278,70,96,1,56
5408,62,1327,23,83,101,11,49
5409,69,1261,333,41,33,12,82
5410,169,200,476,94,17,16,8
5411,138,35,316,62,19,14,35
5412,6,1285,76,89,44,15,5
5413,122,180,395,22,35,14,81
5414,60,665,500,61,110,15,95
5415,83,298,357,61,82,7,70
5416,117,566,134,104,111,6,19
5417,116,249,45,74,53,4,59
5418,81,360,241,1,3,12,42
5419,157,372,398,91,11,9,86
5420,14,672,32,82,113,8,11
5421,192,631,433,34,85,12,57
5422,85,168,392,87,54,1,1
5423,172,192,43,32,89,14,88
5424,82,1144,414,44,85,8,99
5425,134,441,452,109,115,14,66
5426,18,99,367,14,118,14,6
5427,33,1018,351,47,110,3,64
5428,179,729,114,110,3,18,15
5429,103,1183,347,54,109,18,13
5430,25,1359,349,112,87,20,13
5431,51,702,212,16,112,11,79
5432,186,496,105,42,67,20,72
5433,72,162,374,67,38,8,4
5434,98,1349,115,12,66,10,7
5435,198,751,349,99,69,17,12
5436,156,1150,110,69,115,13,24
5437,146,1242,411,11,14,9,13
5438,66,720,149,17,49,19,1
5439,113,679,66,42,46,1,53
5440,110,513,277,20,63,5,47
5441,182,1304,491,11,96,9,34
5442,124,1072,336,3,77,2,40
5443,175,1260,338,60,55,20,78
5444,158,1178,284,23,1,14,86
5445,176,991,20,45,53,14,51
5446,136,1173,145,36,96,3,68
5447,4,800,379,102,59,15,12
5448,57,581,274,81,95,19,18
5449,76,286,35,37,68,5,83
5450,78,89,451,116,27,7,66
5451,154,388,84,29,89,18,27
5452,95,1083,475,97,117,4,79
5453,151,181,175,28,34,20,15
5454,79,370,37,33,44,13,57
5455,181,360,440,79,69,13,17
5456,114,502,332,60,87,3,97
5457,71,369,30,14,44,5,64
5458,154,9,230,28,47,3,15
5459,176,415,302,12,40,1,36
5460,150,41,142,62,100,13,43
5461,99,1054,251,72,93,19,73
5462,139,1297,381,78,97,15,100
5463,177,623,326,22,108,17,11
5464,97,418,299,16,43,3,49
5465,189,1191,98,24,69,12,49
5466,149,1336,52,37,102,16,62
5467,1,1007,391,14,16,18,17
5468,70,1337,313,67,87,5,9
5469,145,699,483,59,28,10,13
5470,197,159,288,42,63,10,15
5471,25,396,109,69,58,1,85
5472,54,817,221,111,77,6,37
5473,118,1002,273,88,95,12,40
5474,198,53,147,95,4,18,35
5475,135,500,17,100,92,6,20
5476,98,232,252,29,74,13,68
5477,177,933,289,114,43,12,27
5478,136,138,500,81,103,8,13
5479,112,122,281,53,66,16,74
5480,54,555,442,25,42,9,100
5481,154,1132,116,56,78,17,100
5482,174,390,346,74,62,17,25
5483,115,913,123,88,25,17,81
5484,96,956,342,70,109,18,27
5485,187,902,127,12,24,17,79
5486,75,980,229,15,55,11,76
5487,78,1285,296,103,51,14,91
5488,191,783,255,114,15,16,56
5489,61,1026,219,23,20,10,87
5490,19,1099,462,19,14,11,30
5491,126,742,395,119,116,19,94
5492,192,674,219,12,46,3,65
5493,24,77,60,12,87,2,69
5494,115,602,178,116,51,6,86
5495,23,179,240,113,55,2,40
5496,193,1208,404,25,13,18,71
5497,115,790,190,77,41,20,30
5498,1,758,148,66,60,3,32
5499,55,1115,171,1,102,10,24
5500,90,256,93,46,74,13,63
5501,94,823,110,118,33,5,71
5502,23,227,390,11,20,15,9
5503,11,333,475,118,78,6,25
5504,195,257,454,97,102,16,78
5505,115,916,326,113,55,5,73
5506,61,1378,95,38,45,11,85
5507,36,435,369,1,108,2,7
5508,11,1158,225,6,92,2,77
5509,124,1261,305,75,7,16,89
5510,60,207,344,75,104,16,21
5511,164,1066,217,8,103,3,73
5512,131,1439,284,90,28,12,95
5513,76,687,485,25,11,4,53
5514,68,382,492,43,80,5,10
5515,53,838,119,45,74,5,33
5516,106,1132,475,98,21,19,26
5517,105,58,163,10,27,7,93
5518,162,529,497,116,110,3,9
5519,125,84,400,41,32,3,27
5520,130,943,49,81,77,14,10
5521,181,655,392,69,29,4,47
5522,11,103,270,72,62,3,38
5523,147,530,80,49,73,17,61
5524,119,664,228,77,67,13,86
5525,106,1064,275,38,120,16,44
5526,19,100,294,6,85,4,22
5527,112,863,320,32,53,2,88
5528,54,1062,342,38,79,8,18
5529,78,1114,451,44,45,9,47
5530,13,768,383,109,63,1,34
5531,12,544,287,105,35,19,21
5532,199,1392,27,66,108,16,70
5533,132,515,336,16,98,7,30
5534,89,34,175,45,109,19,6
5535,103,524,379,102,30,13,26
5536,10,180,241,43,26,7,65
5537,158,682,239,63,83,1,56
5538,4,173,41,41,19,7,83
5539,60,407,366,50,73,6,32
5540,28,425,111,67,22,11,82
5541,69,1027,221,108,98,14,22
5542,182,1035,363,62,9,13,6
5543,83,2,37,66,48,17,58
5544,148,1361,19,31,94,19,4
5545,124,50,272,55,114,15,64
5546,117,630,228,68,11,6,23
5547,28,548,145,110,79,19,65
5548,72,148,216,66,31,4,61
5549,180,54,158,96,51,19,25
5550,8,331,391,112,97,6,13
5551,27,1415,202,14,90,15,22
5552,95,598,346,57,111,6,90
5553,124,206,110,4,52,14,81
5554,34,1238,93,120,62,14,38
5555,24,1439,129,10,94,15,21
5556,1,468,368,97,41,18,18
5557,84,113,210,46,48,7,29
5558,66,431,376,50,36,18,57
5559,62,1222,330,87,1,5,49
5560,132,42,405,8,6,19,50
5561,106,870,363,119,21,1,76
5562,125,138,229,93,22,17,58
5563,41,76,449,109,8,19,65
5564,178,504,161,53,30,13,20
5565,29,930,400,91,23,12,96
5566,26,1411,207,57,33,13,62
5567,189,1378,329,94,70,19,22
5568,80,1354,159,6,109,13,34
5569,95,391,124,34,24,5,59
5570,33,522,410,8,4,7,36
5571,26,1029,109,64,58,8,16
5572,54,1143,370,65,29,13,96
5573,142,778,232,13,85,12,17
5574,195,956,368,25,30,16,70
5575,12,725,452,17,16,5,39
5576,38,676,338,79,90,17,69
5577,98,152,490,38,118,17,46
5578,100,992,390,24,27,13,94
5579,176,1099,471,96,64,10,3
5580,107,1143,385,111,58,1,23
5581,160,567,308,4,104,12,84
5582,46,397,354,53,21,5,26
5583,93,793,160,86,14,17,59
5584,110,33,149,27,37,7,33
5585,30,909,267,25,110,14,60
5586,118,286,252,111,19,17,40
5587,49,442,78,7,83,4,95
5588,19,674,172,43,111,10,43
5589,128,966,332,37,32,15,85
5590,37,1242,446,38,62,1,91
5591,161,809,410,78,65,12,41
5592,69,303,384,62,99,1,34
5593,23,493,410,32,51,9,85
5594,13,354,415,5,83,1,14
5595,55,959,482,20,103,6,52
5596,149,998,245,48,81,11,95
5597,186,1118,355,18,40,18,47
5598,150,980,429,32,19,7,74
5599,61,18,262,16,61,12,35
5600,98,801,177,36,67,3,1
5601,3,136,409,62,54,8,99
5602,115,255,58,8,85,6,81
5603,32,111,404,88,80,14,54
5604,85,2,145,6,87,3,36
5605,112,91,445,26,108,4,93
5606,151,1023,178,67,94,2,14
5607,41,1099,209,42,66,4,29
5608,95,614,262,98,32,5,36
5609,188,1264,108,49,102,10,81
5610,30,628,426,89,37,8,53
5611,124,1143,234,91,118,16,9
5612,152,124,74,113,8,5,81
5613,147,757,443,69,14,9,30
5614,102,1277,194,105,66,15,5
5615,198,769,219,76,85,8,27
5616,22,1394,369,58,71,1,76
5617,145,1371,377,57,42,10,96
5618,109,1208,391,120,14,18,35
5619,197,1057,301,5,92,10,14
5620,110,1143,89,33,87,7,43
5621,183,1042,445,30,53,2,59
5622,38,1203,437,98,61,7,15
5623,29,142,236,69,17,2,82
5624,100,436,331,116,45,9,76
5625,200,1171,400,103,23,19,50
5626,92,1420,315,43,66,4,38
5627,186,1062,306,63,118,20,57
5628,134,722,232,85,66,15,20
5629,131,1399,315,82,108,7,38
5630,88,1127,271,94,99,13,86
5631,120,10,450,117,49,14,74
5632,184,322,477,47,13,10,5
5633,59,1316,422,57,9,18,37
5634,51,770,48,20,25,14,50
5635,85,737,203,71,91,3,55
5636,116,494,44,4,32,14,30
5637,86,438,215,36,84,1,7
5638,187,100,490,33,5,14,37
5639,82,94,244,29,23,14,16
5640,189,966,107,32,84,18,40
5641,88,943,282,28,97,11,33
5642,121,756,288,67,26,13,88
5643,58,861,279,36,65,12,2
5644,175,707,232,115,100,10,4
5645,124,422,314,34,42,2,10
5646,114,591,21,102,34,10,90
5647,178,286,318,109,23,1,74
5648,4,996,199,38,62,1,23
5649,58,217,342,51,8,6,62
5650,126,169,233,28,7,9,42
5651,110,696,125,36,80,9,70
5652,116,216,73,62,47,6,69
5653,110,448,53,15,31,15,28
5654,52,542,436,42,74,20,32
5655,78,218,58,91,5,19,8
5656,96,658,398,92,104,13,93
5657,87,733,82,6,102,14,49
5658,5,919,151,20,61,14,92
5659,85,423,106,16,75,4,41
5660,116,976,185,21,59,3,9
5661,108,958,53,79,38,18,21
5662,136,486,221,62,73,5,86
5663,104,1212,113,50,49,11,59
5664,125,399,221,83,44,14,92
5665,23,776,187,35,65,7,59
5666,90,475,68,69,46,17,60
5667,174,585,347,113,47,19,52
5668,90,63,433,15,20,20,24
5669,135,794,306,92,54,9,2
5670,141,336,404,27,39,16,53
5671,190,1282,269,81,88,5,89
5672,74,53,361,66,27,20,71
5673,168,720,352,26,31,17,75
5674,3,707,439,56,10,12,97
5675,66,534,496,51,70,12,99
5676,99,904,137,19,75,6,97
5677,99,565,211,103,106,17,95
5678,115,1210,243,63,109,8,35
5679,74,129,147,110,38,12,83
5680,47,225,337,74,65,18,2
5681,146,1390,405,107,98,12,58
5682,136,386,191,75,24,4,55
5683,128,247,294,61,49,8,55
5684,169,1296,41,84,98,16,96
5685,147,841,361,51,98,20,2
5686,182,1315,126,12,55,2,4
5687,196,1012,481,19,103,6,83
5688,144,399,335,70,120,20,25
5689,11,456,366,100,9,19,26
5690,148,1320,59,36,100,17,41
5691,69,284,209,18,79,6,68
5692,42,1331,142,41,108,11,6
5693,97,626,50,21,84,6,18
5694,29,181,403,116,62,9,54
5695,176,1001,485,63,95,1,32
5696,160,174,288,106,45,1,77
5697,112,1210,441,110,79,1,42
5698,98,1145,64,80,33,10,89
5699,29,261,257,52,32,10,70
5700,120,277,456,112,19,11,91
5701,179,850,16,17,16,13,9
5702,12,836,99,99,77,4,98
5703,131,468,458,62,40,3,46
5704,87,395,76,69,85,4,9
5705,129,1347,277,55,109,13,82
5706,91,11,78,106,95,2,4
5707,169,1344,291,88,74,3,5
5708,18,259,224,89,112,11,87
5709,86,1123,361,36,102,2,11
5710,188,1401,22,9,3,18,59
5711,141,1125,61,78,112,5,39
5712,133,563,361,11,39,7,36
5713,64,941,367,2,54,7,93
5714,140,1273,239,110,94,19,83
5715,72,907,293,111,96,19,3
5716,103,458,68,80,18,14,58
5717,117,652,82,19,36,14,33
5718,106,948,269,93,1,1,96
5719,106,978,401,117,23,14,55
5720,132,234,324,88,3,5,65
5721,150,252,469,9,55,13,81
5722,179,1342,376,66,98,1,5
5723,119,1020,333,53,86,14,79
5724,193,516,337,70,86,11,72
5725,142,10,29,115,25,18,29
5726,3,683,258,116,97,13,58
5727,199,242,430,52,79,16,80
5728,175,1297,86,28,83,17,10
5729,73,213,78,40,106,18,65
5730,194,674,313,75,4,9,86
5731,10,1433,66,44,103,5,47
5732,64,1242,483,48,95,18,43
5733,17,166,493,97,28,18,11
5734,184,412,407,76,86,5,8
5735,154,1181,204,102,54,12,21
5736,189,448,75,82,114,16,81
5737,192,593,452,49,15,9,60
5738,30,840,226,74,42,18,81
5739,169,1377,378,36,110,2,12
5740,37,440,89,96,10,2,90
5741,52,1389,219,92,110,8,17
5742,81,725,86,63,75,3,65
5743,109,1088,439,94,99,2,18
5744,142,1312,414,73,70,11,85
5745,74,644,79,71,69,14,96
5746,117,1031,498,49,69,5,47
5747,2,902,47,43,11,7,36
5748,98,1061,79,106,64,1,36
5749,99,52,66,79,43,6,57
5750,161,605,472,80,101,6,39
5751,49,1434,288,38,13,3,24
5752,90,43,278,106,12,7,68
5753,131,715,59,101,26,9,50
5754,192,362,278,74,80,14,91
5755,109,658,11,94,74,14,39
5756,50,197,260,52,69,16,43
5757,187,375,114,72,82,6,32
5758,45,1201,331,108,111,13,17
5759,32,298,296,17,99,20,61
5760,37,1437,176,13,95,19,55
5761,115,1015,337,117,78,17,6
5762,98,922,325,112,83,10,40
5763,17,557,180,28,115,8,80
5764,46,1360,430,6,11,20,8
5765,166,300,435,112,59,4,22
5766,158,1157,470,102,59,16,5
5767,61,1296,291,66,28,19,79
5768,80,740,83,113,115,19,14
5769,176,432,214,109,80,4,67
5770,115,227,161,93,74,9,4
5771,180,1033,192,96,88,5,36
5772,32,669,461,41,116,17,87
5773,169,1112,72,71,92,12,22
5774,13,1417,43,20,94,11,99
5775,153,302,76,83,62,18,66
5776,59,182,262,109,82,2,57
5777,145,816,495,64,36,16,76
5778,115,306,239,114,27,15,100
5779,82,763,147,82,21,8,24
5780,186,561,276,42,6,8,3
5781,52,720,422,30,104,20,38
5782,32,229,272,28,46,16,63
5783,157,36,77,89,110,9,49
5784,119,776,377,20,102,6,71
5785,57,75,327,20,84,3,71
5786,168,1151,141,23,15,14,17
5787,121,967,329,94,44,6,15
5788,122,648,481,58,93,10,93
5789,90,749,317,94,18,20,55
5790,197,829,416,10,23,15,24
5791,149,862,49,114,88,1,74
5792,136,1202,251,1,107,6,60
5793,126,866,324,28,101,9,18
5794,83,877,121,83,93,8,30
5795,129,1134,382,62,61,6,27
5796,22,1371,353,19,23,11,16
5797,185,1282,318,5,75,19,36
5798,140,589,167,37,58,2,84
5799,154,744,201,14,36,9,50
5800,153,1072,463,72,16,13,36
5801,187,1311,140,93,112,19,67
5802,31,1398,165,3,105,9,7
5803,82,75,225,37,30,15,78
5804,59,310,318,103,50,13,80
5805,68,1280,363,74,107,9,91
5806,97,57,76,19,56,4,66
5807,63,1108,241,109,31,3,77
5808,8,21,484,120,91,17,77
5809,72,891,250,91,65,3,74
5810,158,555,258,57,70,7,43
5811,26,189,362,20,103,12,31
5812,48,151,118,62,68,13,31
5813,52,1162,393,34,17,12,34
5814,34,1064,25,16,56,5,35
5815,195,926,414,38,100,10,47
5816,79,20,479,31,105,14,37
5817,2,1086,300,70,57,8,84
5818,138,912,291,10,47,3,6
5819,113,864,334,33,31,10,97
5820,2,1265,500,53,79,11,2
5821,164,290,28,38,3,14,51
5822,111,482,181,4,50,12,80
5823,166,968,390,28,77,16,49
5824,19,633,441,15,40,4,74
5825,131,1403,34,80,82,12,55
5826,34,40,75,101,99,18,38
5827,154,499,72,36,81,3,46
5828,177,340,307,80,70,6,54
5829,46,1398,181,29,80,5,86
5830,148,1370,417,69,39,3,64
5831,129,735,184,72,4,16,59
5832,95,436,123,56,50,9,85
5833,169,134,146,75,84,14,35
5834,155,1421,127,104,43,11,16
5835,53,563,392,46,73,9,37
5836,197,658,182,101,119,8,65
5837,80,140,50,71,58,6,42
5838,140,1213,104,91,58,20,29
5839,191,291,92,78,77,6,65
5840,91,650,473,4,34,6,66
5841,192,926,202,119,106,19,59
5842,182,191,457,45,120,19,34
5843,39,48,302,91,42,8,56
5844,174,830,219,13,104,10,75
5845,141,234,76,99,71,16,99
5846,197,560,14,105,115,4,48
5847,19,1003,448,4,58,1,35
5848,191,1115,84,55,90,1,55
5849,66,1103,359,114,118,14,38
5850,139,899,442,109,55,9,95
5851,136,71,72,2,21,15,22
5852,85,1407,28,18,119,9,75
5853,138,322,87,55,59,2,93
5854,104,1242,451,85,32,15,91
5855,109,969,452,78,36,1,79
5856,170,298,463,88,59,11,72
5857,167,26,148,37,33,14,89
5858,133,30,103,45,73,12,62
5859,39,1145,177,117,109,9,25
5860,47,306,115,54,61,14,66
5861,38,1357,265,36,101,6,71
5862,143,1422,472,13,16,5,49
5863,8,421,284,70,4,18,20
5864,171,318,202,7,46,17,38
5865,81,741,413,32,65,11,53
5866,166,494,283,55,79,10,51
5867,118,215,199,81,103,16,98
5868,74,235,394,5,66,10,15
5869,198,859,78,79,37,12,62
5870,58,1191,343,103,56,11,21
5871,80,89,45,85,55,18,35
5872,10,577,75,72,26,13,39
5873,97,1020,311,13,35,12,57
5874,128,1178,310,25,46,16,40
5875,65,224,54,117,38,8,10
5876,148,293,233,77,78,12,55
5877,31,1243,427,17,100,7,34
5878,17,939,47,64,79,9,12
5879,80,1155,473,34,98,12,28
5880,136,1344,111,35,74,14,79
5881,178,1166,168,30,92,19,15
5882,5,447,310,93,3,14,37
5883,130,1339,433,88,68,15,56
5884,10,424,448,1,104,13,93
5885,63,1330,417,94,109,5,86
5886,11,694,366,13,101,5,39
5887,89,1406,142,119,98,8,99
5888,45,291,129,95,49,10,16
5889,195,922,77,93,12,4,71
5890,113,345,275,33,19,7,60
5891,28,1111,173,82,25,1,90
5892,36,1153,113,36,9,17,98
5893,55,1314,229,54,42,11,10
5894,107,1041,374,117,4,3,57
5895,19,1167,55,25,80,5,58
5896,3,22,409,80,99,4,61
5897,104,876,12,57,29,6,78
5898,157,1245,497,36,119,19,35
5899,138,88,75,1,79,2,12
5900,58,1078,441,36,60,13,82
5901,170,885,244,48,63,15,90
5902,21,1191,192,99,9,4,66
5903,122,678,134,109,40,13,30
5904,34,601,408,115,95,6,51
5905,90,910,96,115,84,16,52
5906,45,1052,346,96,20,11,54
5907,9,673,78,41,95,20,92
5908,131,739,95,62,1,12,75
5909,45,1087,101,116,13,17,32
5910,16,950,469,45,5,3,29
5911,18,343,279,27,97,12,28
5912,198,4,257,117,16,7,60
5913,52,1409,318,90,85,2,4
5914,160,1377,412,86,111,13,18
5915,64,16,462,79,33,2,81
5916,129,1247,142,88,73,9,51
5917,139,968,127,90,82,13,41
5918,96,1434,157,29,25,7,17
5919,115,968,186,58,43,17,51
5920,107,372,328,43,3,15,20
5921,20,1150,351,72,112,15,96
5922,8,171,450,86,112,14,11
5923,197,111,244,65,42,19,61
5924,193,1048,225,76,81,20,99
5925,16,1263,398,41,32,2,57
5926,52,1238,49,46,80,15,83
5927,17,1161,92,22,26,12,70
5928,82,853,261,86,45,9,88
5929,37,376,324,15,109,5,21
5930,16,164,174,69,113,5,64
5931,121,15,385,60,65,3,21
5932,161,339,246,58,1,19,50
5933,54,212,269,11,96,1,29
5934,54,1077,456,23,20,3,88
5935,98,499,437,76,23,18,15
5936,55,1325,341,24,55,13,94
5937,47,650,411,82,17,18,38
5938,199,1024,35,112,102,16,42
5939,75,1328,308,65,101,5,49
5940,77,851,276,86,16,16,27
5941,147,271,142,26,117,5,85
5942,5,92,457,9,112,8,67
5943,2,1143,387,79,98,11,46
5944,185,742,56,14,34,19,97
5945,171,308,439,11,67,14,58
5946,22,1147,398,117,49,19,27
5947,1,325,82,74,83,7,29
5948,136,238,352,11,53,19,79
5949,77,193,96,67,43,15,95
5950,68,1067,460,10,9,9,45
5951,170,45,380,8,14,5,42
5952,89,238,450,57,44,11,97
5953,52,454,491,67,45,9,47
5954,37,824,172,92,81,9,54
5955,78,22,451,108,43,7,95
5956,175,1396,298,91,46,12,72
5957,166,119,350,86,113,9,80
5958,95,20,443,12,57,6,97
5959,53,227,321,10,21,7,48
5960,55,304,313,77,61,13,77
5961,73,836,11,93,30,19,75
5962,151,1355,235,88,56,15,84
5963,151,1113,461,116,34,6,52
5964,175,416,91,60,44,5,74
5965,155,1039,440,58,84,7,98
5966,159,511,163,79,55,3,51
5967,149,374,179,3,69,18,74
5968,109,284,486,69,32,7,68
5969,164,113,490,74,17,9,28
5970,24,1315,413,116,21,8,33
5971,87,766,378,100,46,16,3
5972,192,953,92,51,59,20,64
5973,78,1308,358,54,101,15,66
5974,152,916,335,1,30,20,35
5975,115,120,427,115,65,15,94
5976,157,1054,314,100,116,17,28
5977,74,227,227,24,56,12,56
5978,23,1200,134,105,47,4,4
5979,164,400,430,66,16,18,69
5980,79,1099,466,38,111,17,72
5981,82,984,493,4,49,14,100
5982,196,106,417,8,45,1,54
5983,69,662,348,70,49,12,16
5984,43,1371,318,112,24,3,72
5985,174,454,317,35,96,17,11
5986,170,1061,158,63,70,14,3
5987,107,983,147,81,52,7,82
5988,161,1107,297,41,72,11,38
5989,89,1101,295,47,32,20,87
5990,105,33,154,9,81,6,44
5991,67,1158,440,6,107,9,28
5992,151,755,272,51,77,6,90
5993,30,1203,51,51,27,19,97
5994,159,860,286,32,7,11,24
5995,83,135,115,67,84,15,26
5996,72,1404,357,51,4,11,35
5997,181,1206,137,66,32,9,30
5998,170,225,467,105,102,16,19
5999,62,1309,119,48,61,17,35
6000,87,1352,310,38,1,7,72
6001,104,438,306,91,68,3,50
6002,64,1334,93,55,56,11,75
6003,134,14,265,61,73,15,1
6004,141,992,466,77,37,9,24
6005,80,1136,86,62,14,20,17
6006,194,157,255,52,46,11,92
6007,81,615,23,55,75,5,3
6008,166,1434,296,84,89,4,39
6009,146,809,58,64,29,9,48
6010,127,644,177,96,87,2,20
6011,44,41,439,54,37,4,72
6012,143,190,91,15,36,18,64
6013,144,510,266,58,2,14,27
6014,153,916,132,85,41,19,35
6015,45,1233,410,78,103,7,38
6016,56,872,168,112,75,19,72
6017,107,736,85,58,66,11,28
6018,14,969,197,53,52,6,78
6019,20,335,429,26,105,8,47
6020,59,198,320,107,72,2,41
6021,2,1392,191,16,44,17,62
6022,58,577,139,5,59,6,38
6023,150,359,261,40,81,11,6
6024,24,1186,237,87,97,4,73
6025,73,18,228,77,99,3,70
6026,95,1281,145,68,84,2,10
6027,94,160,143,39,106,17,35
6028,16,757,254,29,103,2,56
6029,48,1075,110,8,68,9,85
6030,109,380,331,12,74,11,90
6031,60,1246,312,49,95,20,16
6032,15,789,82,35,21,20,7
6033,33,640,387,54,63,19,10
6034,29,634,161,93,46,14,47
6035,182,881,128,99,77,4,75
6036,17,987,336,57,70,6,99
6037,138,783,183,90,111,15,20
6038,177,558,114,41,45,20,94
6039,138,167,223,109,102,18,98
6040,118,109,150,79,54,18,68
6041,171,402,473,95,46,7,25
6042,83,1402,79,95,30,8,12
6043,195,1252,78,25,21,20,50
6044,102,11,397,65,68,8,40
6045,152,610,69,53,40,12,78
6046,185,1341,453,23,80,7,46
6047,74,353,399,118,5,9,47
6048,168,1439,81,91,34,7,56
6049,68,1416,490,44,7,10,12
6050,143,997,356,60,1,6,62
6051,175,1257,129,70,59,8,79
6052,54,484,428,89,115,9,47
6053,191,1041,390,2,61,8,95
6054,137,1229,409,1,114,1,19
6055,132,464,475,66,92,14,22
6056,156,170,185,19,52,1,34
6057,120,309,302,11,51,20,53
6058,31,320,402,51,81,11,7
6059,96,769,456,117,45,2,67
6060,125,268,166,116,28,2,72
6061,165,480,385,89,55,4,45
6062,140,634,146,31,46,14,49
6063,164,165,474,101,60,3,81
6064,117,1050,320,34,44,9,40
6065,161,566,454,114,69,9,59
6066,96,1254,138,28,15,12,41
6067,23,1393,62,36,40,5,52
6068,169,1190,352,69,73,5,80
6069,46,245,36,82,31,7,78
6070,38,28,287,33,118,19,69
6071,135,1372,105,7,31,7,29
6072,35,162,411,40,24,11,100
6073,2,913,438,38,88,2,51
6074,7,1271,278,1,41,15,35
6075,62,1408,399,82,14,12,1
6076,81,872,62,72,76,4,51
6077,50,529,88,1,60,10,94
6078,103,1117,477,102,22,19,86
6079,72,771,169,64,58,5,2
6080,118,550,185,82,31,19,69
6081,26,1132,197,70,46,8,71
6082,172,1108,417,13,66,10,28
6083,181,1209,444,8,53,17,91
6084,95,1095,10,55,38,5,16
6085,120,1061,432,64,16,19,22
6086,175,1204,367,23,109,9,98
6087,100,1420,427,112,15,19,32
6088,5,1076,432,73,19,13,82
6089,190,928,40,56,63,9,87
6090,105,743,154,44,111,16,88
6091,165,264,91,43,118,1,44
6092,33,1126,455,34,101,19,31
6093,48,234,377,79,108,8,52
6094,197,950,196,113,39,2,57
6095,95,780,266,36,57,1,62
6096,41,302,215,59,97,6,31
6097,141,803,140,53,105,10,77
6098,189,584,441,85,117,9,45
6099,119,1009,324,1,105,13,46
6100,191,18,64,105,91,12,23
6101,163,440,369,24,77,8,57
6102,117,372,177,36,62,17,36
6103,166,145,170,48,32,20,67
6104,102,801,308,26,56,17,64
6105,49,7,136,31,65,20,16
6106,13,182,154,16,70,13,68
6107,200,653,351,42,90,5,21
6108,13,522,288,4,17,5,68
6109,41,649,278,104,35,15,17
6110,38,1431,231,68,72,12,98
6111,16,520,472,113,15,5,55
6112,56,624,240,68,3,14,65
6113,85,1015,382,97,68,5,52
6114,197,449,117,32,59,3,39
6115,191,969,256,42,32,20,72
6116,89,112,149,55,33,3,54
6117,88,1308,484,33,10,19,51
6118,147,40,172,82,114,10,82
6119,92,1350,139,59,4,18,3
6120,90,1122,198,67,112,4,32
6121,39,399,371,119,16,8,85
6122,67,1309,356,31,76,20,76
6123,137,852,368,80,8,18,85
6124,87,447,151,9,100,15,6
6125,180,460,99,89,8,4,67
6126,21,1146,312,95,85,16,73
6127,184,407,399,108,65,11,61
6128,104,439,472,51,42,4,86
6129,94,720,463,95,38,8,34
6130,141,1159,129,52,108,20,82
6131,92,342,63,118,21,15,30
6132,19,294,28,83,100,6,41
6133,167,977,432,8,97,3,75
6134,200,1235,296,22,106,20,97
6135,48,384,54,39,83,1,3
6136,156,687,355,17,67,14,9
6137,119,571,391,17,9,17,3
6138,87,392,92,34,96,3,46
6139,200,522,367,44,11,3,28
6140,157,1050,455,27,97,17,17
6141,169,551,421,92,114,11,44
6142,45,938,182,42,58,20,44
6143,87,973,179,105,88,9,38
6144,29,95,499,48,79,12,77
6145,126,1267,363,50,107,1,88
6146,142,1093,54,10,17,5,65
6147,34,787,65,14,15,7,98
6148,190,669,232,4,93,17,55
6149,140,955,332,79,119,14,18
6150,8,511,313,80,48,5,67
6151,125,1409,58,73,92,5,35
6152,181,0,481,54,103,9,25
6153,166,346,36,71,120,16,99
6154,170,308,455,88,119,7,41
6155,107,782,318,98,89,20,61
6156,142,293,273,96,38,15,97
6157,69,611,325,106,104,10,10
6158,107,47,143,29,103,8,61
6159,187,118,468,17,82,2,15
6160,131,1405,217,12,104,2,56
6161,169,314,254,116,6,12,3
6162,172,109,500,53,84,1,38
6163,176,722,200,99,42,12,74
6164,134,1030,187,30,12,15,2
6165,192,1252,491,42,22,19,90
6166,101,485,298,63,80,3,32
6167,17,560,148,14,19,4,55
6168,193,996,410,19,51,13,48
6169,179,400,361,70,64,12,55
6170,32,932,374,116,100,17,70
6171,116,1309,198,39,9,19,52
6172,186,844,436,54,82,3,51
6173,14,226,234,46,27,5,12
6174,147,113,71,7,25,10,23
6175,68,1192,333,98,61,3,68
6176,57,1334,189,83,109,15,92
6177,105,875,323,48,39,1,32
6178,144,1107,134,19,54,11,9
6179,63,1360,448,65,91,20,70
6180,91,1410,84,36,16,10,42
6181,160,1335,338,113,98,19,21
6182,118,508,210,59,62,7,75
6183,14,916,17,58,9,2,86
6184,22,883,114,26,93,1,36
6185,162,585,489,12,92,7,30
6186,65,1105,163,48,92,11,61
6187,95,220,446,63,82,6,26
6188,156,1158,459,74,107,4,100
6189,78,773,102,38,68,17,72
6190,126,1218,337,51,60,9,79
6191,143,749,171,35,64,14,13
6192,14,1058,473,98,43,14,62
6193,48,1319,169,83,49,16,35
6194,87,1263,111,71,51,5,67
6195,113,265,120,63,96,11,52
6196,129,946,121,83,81,9,80
6197,125,751,361,31,63,14,62
6198,194,390,279,71,120,17,20
6199,173,1383,79,93,60,12,35
