NodeID,Zone,Conn,Dist,Users,BW
5182,E,73,76,398,58
5183,E,4135,2,354,94
5184,S,6592,34,359,80
5185,W,539,20,214,17
5186,W,2121,68,136,31
5187,C,2923,53,56,71
5188,N,1968,68,50,1
5189,E,2519,70,452,93
5190,S,3123,2,82,98
5191,W,2724,27,107,47
5192,E,1110,75,282,94
5193,S,9737,40,259,28
5194,E,5019,75,152,72
5195,C,8857,63,77,79
5196,S,3928,47,228,59
5197,S,4301,52,91,85
5198,C,9094,63,407,82
5199,S,9587,77,289,73
5200,E,690,24,190,43
5201,E,1163,72,193,44
5202,C,4431,76,345,23
5203,W,8466,51,302,85
5204,S,9133,82,341,64
5205,E,5272,58,219,45
5206,E,401,90,50,14
5207,E,2092,100,488,20
5208,E,4676,62,342,89
5209,N,2277,40,402,63
5210,S,7936,37,401,69
5211,S,8791,78,366,13
5212,N,6841,32,371,99
5213,N,2205,6,449,73
5214,W,3519,100,484,62
5215,W,5852,45,310,53
5216,C,8857,47,421,55
5217,W,7814,68,208,66
5218,W,880,23,257,83
5219,E,4681,57,185,82
5220,C,4696,16,158,98
5221,S,5486,84,486,9
5222,C,1976,26,338,36
5223,S,1690,86,381,20
5224,E,7540,60,415,89
5225,W,4825,25,369,1
5226,C,7184,13,343,99
5227,E,3366,82,406,67
5228,C,6847,11,462,59
5229,W,8577,87,326,38
5230,S,5211,21,490,42
5231,S,6879,3,203,8
5232,S,8708,97,325,98
5233,W,9261,13,67,64
5234,C,1789,67,137,95
5235,S,5370,75,78,96
5236,S,8191,10,442,50
5237,S,3402,43,451,37
5238,C,3295,18,101,60
5239,E,2125,68,248,30
5240,E,6801,1,156,32
5241,E,6610,82,462,71
5242,W,2469,13,397,82
5243,S,1561,61,392,49
5244,C,5111,69,76,82
5245,S,5469,37,213,93
5246,E,744,98,363,3
5247,N,9901,18,187,7
5248,C,6862,72,255,31
5249,C,8614,99,183,27
5250,C,8681,50,416,47
5251,W,3316,68,285,80
5252,S,9470,87,178,59
5253,E,5154,2,227,42
5254,C,637,83,494,76
5255,W,2180,21,198,24
5256,N,6542,31,486,73
5257,W,4034,49,352,11
5258,N,2408,7,253,14
5259,S,9073,53,218,39
5260,S,2559,22,126,30
5261,S,446,13,279,68
5262,C,2639,34,340,13
5263,S,9898,42,144,76
5264,E,4502,53,435,77
5265,W,3531,49,190,1
5266,C,651,77,250,32
5267,S,3075,16,85,63
5268,S,4775,42,492,59
5269,S,4927,25,135,77
5270,S,8684,29,419,11
5271,S,2893,93,222,77
5272,N,449,99,203,10
5273,S,3039,76,465,48
5274,W,9294,29,262,21
5275,C,7521,36,230,26
5276,E,3838,27,453,80
5277,N,9984,3,346,82
5278,E,9345,45,310,90
5279,S,2115,29,57,1
5280,W,1147,72,472,39
5281,W,5735,22,380,49
5282,E,6242,74,284,85
5283,N,2132,87,434,48
5284,E,4968,10,387,53
5285,W,428,83,255,39
5286,W,4368,22,416,20
5287,N,3685,18,202,8
5288,S,4366,25,72,78
5289,N,6738,69,366,95
5290,E,1278,96,236,21
5291,W,7176,71,383,81
5292,W,6776,81,288,85
5293,N,651,94,425,5
5294,N,4751,68,240,51
5295,C,1716,15,63,36
5296,E,1011,57,402,10
5297,E,504,37,198,8
5298,E,7510,6,239,2
5299,S,8414,59,57,99
5300,W,1896,35,185,67
5301,S,6605,3,284,61
5302,N,3773,70,112,16
5303,N,7714,13,365,25
5304,E,6911,42,373,33
5305,W,3529,16,145,19
5306,N,521,70,330,67
5307,W,9989,55,258,5
5308,N,9540,95,445,91
5309,E,9749,79,455,76
5310,S,3026,67,413,76
5311,E,4336,82,412,43
5312,N,2846,62,413,56
5313,C,4562,71,499,11
5314,N,2802,73,59,95
5315,W,8464,30,55,64
5316,N,4119,7,416,89
5317,S,5823,59,393,32
5318,W,6346,83,92,58
5319,S,1919,87,379,52
5320,N,6856,76,333,35
5321,N,9305,24,60,100
5322,C,3387,28,250,90
5323,W,140,92,319,83
5324,N,797,87,263,81
5325,C,9675,98,201,40
5326,N,1106,17,83,51
5327,N,9768,82,97,75
5328,N,5087,79,184,79
5329,N,1534,58,110,99
5330,W,381,89,378,26
5331,N,2167,23,471,72
5332,W,9555,8,303,38
5333,C,6482,61,88,41
5334,S,8090,37,119,64
5335,N,7507,70,440,92
5336,N,34,15,177,82
5337,S,2494,31,54,77
5338,C,8012,91,254,11
5339,C,4271,40,193,29
5340,C,6531,92,272,83
5341,S,7638,89,59,44
5342,E,616,22,485,53
5343,E,1491,91,309,52
5344,E,3558,25,498,78
5345,N,8865,38,205,33
5346,S,7228,30,218,57
5347,E,9877,40,320,92
5348,S,9378,3,131,37
5349,C,5601,21,254,93
5350,N,2615,15,470,67
5351,C,6194,55,307,87
5352,S,6054,54,436,74
5353,S,680,81,344,71
5354,W,3252,96,358,97
5355,N,4820,78,414,52
5356,E,9107,91,226,85
5357,S,9845,14,314,55
5358,N,3701,31,141,78
5359,C,4120,45,156,26
5360,W,8051,97,461,40
5361,S,3276,77,276,66
5362,W,5473,1,447,42
5363,S,6287,92,383,29
5364,W,6374,9,291,36
5365,N,1526,56,412,9
5366,E,2560,90,204,70
5367,E,7366,88,153,8
5368,W,6406,4,302,86
5369,E,5022,4,261,87
5370,C,5407,77,370,72
5371,W,4271,1,202,61
5372,N,3166,58,322,83
5373,S,7070,44,164,86
5374,W,7442,48,57,30
5375,E,9378,32,171,52
5376,E,804,75,219,33
5377,E,8262,91,423,84
5378,W,9939,22,311,70
5379,E,8510,58,485,46
5380,C,4366,29,117,75
5381,C,3933,71,496,23
5382,E,4252,69,204,90
5383,W,9141,82,152,33
5384,S,7624,14,229,58
5385,C,8798,11,479,52
5386,S,6194,61,170,95
5387,C,4780,3,267,54
5388,N,6506,80,500,51
5389,S,2271,24,372,81
5390,S,9044,55,250,57
5391,N,9351,46,283,69
5392,E,5168,20,199,98
5393,N,4114,44,294,97
5394,N,5155,67,83,72
5395,N,7284,12,283,61
5396,W,1916,27,456,51
5397,E,3164,52,215,2
5398,S,2864,94,66,13
5399,S,6610,58,199,75
5400,C,9352,98,98,90
5401,W,2063,48,186,28
5402,E,3161,51,273,65
5403,W,4920,86,309,15
5404,N,3178,97,490,58
5405,S,6176,91,190,18
5406,C,2296,97,95,79
5407,S,3481,83,327,22
5408,N,8235,62,98,18
5409,N,9700,79,103,48
5410,N,6021,80,268,11
5411,W,6361,66,171,5
5412,E,100,42,461,90
5413,S,4492,28,50,46
5414,W,1764,16,220,80
5415,C,7765,77,492,9
5416,S,6820,41,204,70
5417,S,9339,4,265,67
5418,N,3550,95,157,78
5419,E,3204,84,156,17
5420,N,546,15,153,81
5421,N,5634,56,381,89
5422,C,9763,64,185,53
5423,E,5287,46,399,52
5424,C,4633,5,101,11
5425,C,1608,81,170,66
5426,C,6559,64,87,65
5427,E,6205,68,123,76
5428,N,8701,76,446,70
5429,E,9973,92,159,58
5430,W,847,48,315,46
5431,S,8527,59,420,76
5432,E,4485,2,333,13
5433,S,1228,64,51,5
5434,E,1788,93,54,93
5435,C,5215,42,247,19
5436,E,4449,35,129,85
5437,C,959,79,112,43
5438,S,7066,15,99,40
5439,C,619,77,466,10
5440,S,6765,92,50,10
5441,N,375,16,222,48
5442,W,3059,29,100,38
5443,S,2783,23,379,8
5444,E,9361,100,132,68
5445,N,2496,43,63,90
5446,C,2003,7,229,95
5447,W,1377,48,332,40
5448,C,6030,22,121,18
5449,N,5005,19,379,86
5450,S,2655,3,379,59
5451,S,3997,93,209,81
5452,E,1822,32,198,47
5453,W,992,28,120,36
5454,N,1853,27,194,55
5455,E,4620,32,484,48
5456,E,2181,62,77,95
5457,E,7750,79,256,86
5458,C,1275,9,57,58
5459,W,6231,58,411,52
5460,S,430,6,305,41
5461,N,3014,17,98,9
5462,S,7923,2,421,29
5463,S,3444,98,107,53
5464,N,7727,40,299,15
5465,N,9503,43,455,15
5466,N,7432,17,80,26
5467,W,8450,52,143,52
5468,E,2912,93,325,93
5469,E,3383,58,465,36
5470,W,422,67,469,64
5471,C,804,8,472,34
5472,C,5027,30,249,55
5473,N,6508,95,318,10
5474,W,8024,92,287,37
5475,C,4778,48,377,67
5476,C,5359,37,469,28
5477,E,5765,44,357,93
5478,N,905,40,86,63
5479,S,1709,20,139,14
5480,S,6257,58,225,83
5481,S,8160,61,270,42
5482,S,2550,98,308,96
5483,S,2083,7,264,38
5484,C,6160,44,474,88
5485,N,6871,7,137,48
5486,N,2634,16,80,48
5487,N,6503,73,316,33
5488,E,6503,33,459,5
5489,S,8055,52,175,24
5490,N,7639,41,358,49
5491,W,9446,53,222,67
5492,W,4433,87,141,23
5493,N,4698,28,454,88
5494,N,2719,19,309,73
5495,S,4801,22,446,51
5496,W,3496,65,462,27
5497,N,9511,20,163,47
5498,S,5495,6,460,4
5499,W,4324,36,259,5
5500,E,2774,54,252,93
5501,E,7652,75,387,76
5502,C,4879,86,209,61
5503,W,7000,85,433,6
5504,E,542,22,55,27
5505,E,2758,31,391,35
5506,E,157,38,353,5
5507,W,3855,23,298,78
5508,N,8050,66,227,78
5509,S,9530,10,440,19
5510,S,5704,32,219,62
5511,W,7939,21,491,47
5512,C,3859,56,336,28
5513,S,8417,26,485,82
5514,N,2990,50,379,67
5515,N,9647,48,62,7
5516,S,5973,2,290,1
5517,C,3639,58,185,19
5518,N,7365,23,139,81
5519,S,8246,80,183,21
5520,W,2063,79,252,94
5521,C,2315,97,139,66
5522,N,5662,79,63,76
5523,C,8753,72,251,93
5524,S,4950,43,297,47
5525,C,3810,18,459,41
5526,E,1578,51,276,33
5527,E,6465,44,138,100
5528,E,1740,29,267,55
5529,N,7606,42,257,51
5530,E,1531,66,158,18
5531,N,9393,16,218,47
5532,N,7088,75,427,54
5533,E,9510,10,257,8
5534,S,5019,74,280,86
5535,N,4127,20,486,54
5536,S,7666,61,142,19
5537,N,2149,83,464,92
5538,C,8408,12,154,14
5539,W,2894,76,423,72
5540,E,3852,22,210,27
5541,E,6987,94,165,9
5542,W,1056,49,438,45
5543,E,5873,34,377,82
5544,C,4959,14,122,89
5545,S,2178,73,138,66
5546,E,9120,54,268,96
5547,S,9913,26,204,42
5548,S,3281,28,288,89
5549,E,1646,55,213,35
5550,S,7931,97,305,90
5551,E,6141,31,139,14
5552,W,9745,39,389,88
5553,W,9733,55,95,71
5554,W,1732,83,210,96
5555,C,4235,2,361,19
5556,E,7422,43,250,14
5557,W,8871,94,358,60
5558,S,4609,45,347,38
5559,N,1012,79,259,87
5560,N,5277,21,157,20
5561,C,8384,28,324,90
5562,E,9936,60,235,66
5563,W,2425,19,299,89
5564,W,8234,64,89,60
5565,N,3476,82,227,25
5566,C,780,55,360,34
5567,C,1001,78,216,89
5568,E,4902,29,209,73
5569,N,5836,33,255,60
5570,W,9015,47,61,100
5571,E,7944,82,286,56
5572,W,3792,7,300,42
5573,N,461,51,136,30
5574,E,5940,93,189,16
5575,N,9233,20,350,19
5576,E,464,1,402,46
5577,N,4978,57,365,74
5578,N,5275,17,308,25
5579,C,8102,45,328,37
5580,E,3204,27,328,40
5581,W,688,27,120,38
5582,N,803,52,237,82
5583,C,1945,63,434,91
5584,N,7436,15,97,50
5585,N,9322,22,320,49
5586,W,1859,87,388,4
5587,C,2527,31,398,62
5588,N,5830,58,208,35
5589,N,3100,45,317,51
5590,S,6424,21,168,65
5591,E,3694,10,214,2
5592,C,3133,80,365,31
5593,C,1468,4,159,67
5594,S,5242,28,489,23
5595,E,9418,91,335,47
5596,C,2988,4,50,88
5597,N,5966,87,331,40
5598,W,4440,8,488,60
5599,N,2786,14,226,100
5600,E,8677,31,53,89
5601,E,7975,17,282,23
5602,C,5353,46,129,56
5603,S,8091,98,457,24
5604,S,7035,56,196,54
5605,S,4962,47,253,45
5606,W,2803,77,205,39
5607,N,3408,98,439,72
5608,S,4785,99,304,56
5609,W,5296,87,110,72
5610,W,856,51,193,44
5611,N,85,41,283,1
5612,E,6191,79,74,100
5613,E,110,89,240,5
5614,E,7613,43,489,81
5615,S,2957,43,144,99
5616,S,4615,34,215,93
5617,N,7602,34,117,87
5618,C,9180,77,210,29
5619,S,4805,74,227,29
5620,E,9831,92,331,92
5621,W,2125,1,304,86
5622,E,1036,16,197,78
5623,W,417,73,392,1
5624,E,9915,97,81,4
5625,E,8516,27,357,95
5626,E,4910,21,396,66
5627,E,3063,70,476,60
5628,C,570,91,221,16
5629,C,6056,58,244,85
5630,N,1518,86,158,98
5631,E,8879,34,447,47
5632,C,2623,63,367,17
5633,S,1809,48,64,56
5634,N,8148,55,59,2
5635,S,1260,85,369,98
5636,E,6287,75,221,100
5637,W,4282,25,294,46
5638,C,4400,76,304,1
5639,N,1432,16,499,86
5640,S,3852,22,56,86
5641,W,2368,63,175,96
5642,C,670,66,475,65
5643,S,4619,67,107,78
5644,W,9204,13,293,15
5645,N,5582,80,200,22
5646,S,716,91,326,100
5647,S,3908,64,67,29
5648,N,7749,74,412,82
5649,N,5692,67,169,53
5650,C,1338,81,365,54
5651,C,2878,11,247,58
5652,N,713,66,471,17
5653,E,6184,56,249,20
5654,C,4017,93,103,31
5655,E,8876,89,469,73
5656,N,8335,75,192,95
5657,C,7638,19,114,87
5658,N,3783,73,184,50
5659,E,4236,40,314,9
5660,E,2205,91,244,41
5661,N,407,33,293,72
5662,E,9764,13,409,78
5663,C,8633,29,117,96
5664,W,4118,20,109,22
5665,E,24,92,396,27
5666,E,7779,18,492,59
5667,S,1127,77,75,87
5668,N,3845,77,157,29
5669,E,8699,44,399,70
5670,S,2606,12,422,8
5671,C,9239,91,101,78
5672,C,8141,91,260,33
5673,S,5229,44,150,25
5674,E,1618,99,75,73
5675,S,3210,81,493,4
5676,C,7529,29,242,25
5677,S,62,85,295,65
5678,S,7961,16,135,47
5679,W,9634,56,485,15
5680,C,2935,61,198,84
5681,C,7219,50,467,70
5682,S,9264,60,104,55
5683,W,1746,69,76,48
5684,E,2358,60,390,17
5685,S,7722,48,62,5
5686,N,8805,45,448,61
5687,S,7389,82,431,89
5688,C,8239,10,104,23
5689,C,3145,53,118,43
5690,N,8540,5,128,30
5691,W,7444,87,396,45
5692,S,2616,42,468,97
5693,E,1259,56,354,7
5694,S,4622,21,131,33
5695,W,2059,22,302,39
5696,W,5827,97,200,93
5697,S,6992,34,197,78
5698,W,3758,62,366,84
5699,W,4752,97,269,6
5700,N,3842,73,445,95
5701,E,79,12,159,82
5702,W,8596,54,223,68
5703,E,3676,55,374,72
5704,W,9411,73,132,81
5705,C,4968,28,217,52
5706,C,8650,42,463,89
5707,W,7063,62,169,8
5708,C,8901,52,241,14
5709,N,3644,87,261,62
5710,N,9722,20,274,14
5711,N,6031,79,483,63
5712,E,2967,6,400,81
5713,N,6674,36,368,62
5714,S,4734,10,321,2
5715,W,2518,91,96,59
5716,N,4070,91,320,34
5717,W,9042,60,376,14
5718,W,7330,45,74,11
5719,N,9982,84,50,77
5720,W,2167,48,243,13
5721,N,3992,59,53,64
5722,N,2452,97,421,15
5723,S,3574,79,213,13
5724,N,1255,98,454,35
5725,C,7589,56,479,15
5726,E,6972,30,126,96
5727,S,4215,99,218,65
5728,W,1778,9,179,39
5729,C,2573,91,482,67
5730,S,4315,82,366,43
5731,N,2320,33,141,30
5732,N,4710,65,128,1
5733,S,3380,79,262,58
5734,W,7573,36,141,66
5735,W,3199,79,72,39
5736,C,9479,50,139,73
5737,W,9972,56,181,92
5738,W,9754,42,484,34
5739,E,7566,92,175,89
5740,W,2741,60,484,60
5741,S,2843,60,437,94
5742,C,4999,99,371,36
5743,N,457,20,217,97
5744,C,3297,71,206,43
5745,S,8432,21,356,94
5746,W,6038,39,50,15
5747,S,6499,10,54,13
5748,E,1294,46,85,46
5749,S,1201,15,498,93
5750,W,1051,49,279,82
5751,E,9920,97,496,48
5752,N,9120,12,65,83
5753,C,247,5,299,29
5754,S,5503,51,371,25
5755,C,2836,49,496,51
5756,W,1645,12,432,8
5757,W,8240,61,191,14
5758,E,7075,93,163,4
5759,W,6249,15,425,26
5760,C,8146,39,496,7
5761,E,4252,32,118,66
5762,C,5000,43,328,23
5763,S,5649,89,127,16
5764,N,9691,79,278,68
5765,E,9271,95,246,17
5766,W,3521,31,431,86
5767,S,3200,77,254,89
5768,S,3574,14,130,40
5769,E,523,16,427,15
5770,N,3893,86,335,26
5771,W,9226,81,222,12
5772,E,3609,71,284,9
5773,S,9970,28,92,8
5774,E,2852,43,362,55
5775,E,2042,56,442,20
5776,N,9001,54,391,89
5777,W,3641,51,490,96
5778,E,9712,14,218,73
5779,E,9369,31,442,11
5780,N,8878,41,248,96
5781,S,160,92,177,22
5782,S,9008,42,354,85
5783,N,1528,26,90,83
5784,E,4439,40,52,60
5785,E,7384,95,381,38
5786,W,5674,13,152,97
5787,S,3968,91,283,95
5788,E,6221,52,282,8
5789,S,380,59,344,83
5790,E,2424,55,74,54
5791,C,3427,18,493,14
5792,E,229,87,273,67
5793,E,9552,99,84,71
5794,S,1731,50,160,91
5795,C,1330,73,309,76
5796,C,1733,79,261,43
5797,N,1212,60,311,5
5798,C,5233,96,260,17
5799,E,2108,88,457,52
5800,W,7987,63,155,11
5801,C,4745,73,172,42
5802,S,8010,87,365,32
5803,W,1520,67,273,97
5804,W,6281,28,98,99
5805,E,6773,23,169,43
5806,N,202,92,482,82
5807,C,4845,55,108,66
5808,W,2898,14,216,66
5809,C,4579,6,443,9
5810,E,6213,48,329,91
5811,W,9218,55,295,63
5812,N,5561,96,477,90
5813,S,417,55,362,94
5814,C,6265,47,468,64
5815,N,3819,28,181,40
5816,N,9153,33,290,16
5817,N,900,2,68,80
5818,S,3001,62,158,11
5819,N,7136,90,186,61
5820,C,7651,68,370,91
5821,W,7622,90,497,77
5822,N,4812,54,381,79
5823,N,2898,29,490,84
5824,S,8466,51,388,78
5825,C,342,30,464,43
5826,N,5191,18,189,97
5827,S,6668,48,462,29
5828,S,4624,77,77,32
5829,C,496,70,436,92
5830,C,5199,27,85,19
5831,C,2495,15,434,9
5832,E,1974,45,471,83
5833,C,5942,32,141,7
5834,N,697,40,448,4
5835,S,7391,5,416,33
5836,S,4067,28,154,39
5837,S,7206,16,482,10
5838,W,4822,94,140,13
5839,N,8122,35,295,99
5840,E,8033,88,123,36
5841,N,4496,76,97,79
5842,W,4527,45,403,69
5843,W,3509,57,396,60
5844,N,9350,25,50,86
5845,W,2805,83,427,36
5846,E,4754,26,408,2
5847,S,655,54,476,73
5848,E,8855,54,406,35
5849,C,126,27,489,52
5850,C,3391,61,322,48
5851,E,6332,42,346,19
5852,E,3360,3,138,45
5853,W,2263,21,404,48
5854,N,5164,48,127,85
5855,W,4149,63,334,20
5856,C,997,7,211,68
5857,C,1854,81,358,50
5858,C,3667,97,420,26
5859,C,8394,27,126,45
5860,C,9130,93,228,24
5861,S,9882,91,425,81
5862,E,8565,4,256,4
5863,S,2891,77,287,20
5864,S,3032,69,78,58
5865,W,7279,100,296,10
5866,C,743,46,453,74
5867,C,3531,89,130,33
5868,S,3856,31,334,89
5869,W,1780,68,471,53
5870,W,4933,3,143,34
5871,W,9023,45,215,5
5872,N,4899,30,346,80
5873,C,9313,21,496,35
5874,C,7654,96,419,78
5875,W,4703,42,480,38
5876,C,1007,63,283,19
5877,S,5037,49,55,19
5878,W,5952,95,488,61
5879,W,7706,98,213,14
5880,E,6182,84,496,10
5881,S,8158,44,77,4
5882,W,1325,45,341,29
5883,C,2353,34,273,44
5884,S,4975,96,368,100
5885,C,7327,52,172,71
5886,N,9621,6,356,48
5887,N,3418,53,383,9
5888,S,672,91,62,88
5889,W,8689,19,191,41
5890,S,8510,75,308,74
5891,S,9052,37,234,19
5892,N,6280,7,126,84
5893,W,8950,46,363,71
5894,N,253,77,474,55
5895,E,3059,64,206,68
5896,W,2509,29,489,94
5897,N,111,75,55,13
5898,S,3623,43,263,51
5899,E,905,47,228,80
5900,N,6104,90,325,74
5901,S,4073,75,358,40
5902,W,9288,76,410,25
5903,E,9281,94,63,18
5904,W,8144,10,395,84
5905,S,9517,7,381,54
5906,S,9047,14,53,79
5907,C,6061,21,323,99
5908,N,3212,95,276,34
5909,S,6609,71,432,85
5910,E,812,92,386,45
5911,S,6102,7,486,41
5912,E,5456,59,282,80
5913,E,1746,37,201,35
5914,W,9730,44,97,5
5915,N,5954,54,250,55
5916,C,5139,86,162,64
5917,W,5770,80,194,100
5918,S,1675,55,245,55
5919,E,1764,68,330,67
5920,S,8806,8,92,81
5921,S,5660,56,467,14
5922,W,8302,38,283,74
5923,S,3713,99,362,90
5924,W,5672,67,111,28
5925,E,4987,2,64,58
5926,S,6879,14,298,76
5927,C,2043,65,184,20
5928,E,9786,41,89,75
5929,S,2119,66,178,1
5930,N,1427,86,360,16
5931,E,4021,64,245,79
5932,N,1788,49,146,61
5933,W,118,93,372,63
5934,C,7978,15,226,14
5935,E,9542,89,299,28
5936,W,7651,23,75,69
5937,E,1123,49,415,22
5938,S,9740,78,283,3
5939,E,4108,44,170,3
5940,N,5859,92,479,66
5941,W,2905,64,135,27
5942,W,5308,8,382,50
5943,N,7607,30,481,19
5944,S,5997,34,338,60
5945,S,1581,25,265,8
5946,W,9995,72,55,90
5947,E,3970,15,361,79
5948,N,6879,40,269,6
5949,N,9423,85,146,67
5950,E,9981,79,380,77
5951,E,9212,73,216,9
5952,W,2882,77,231,51
5953,E,8406,87,146,55
5954,W,7439,8,426,1
5955,N,4020,29,141,10
5956,E,5501,37,319,92
5957,S,3280,72,160,5
5958,C,4077,97,230,9
5959,W,6222,54,452,56
5960,C,2484,96,233,61
5961,E,8938,6,141,14
5962,S,5953,14,490,54
5963,C,2511,72,184,17
5964,S,2180,53,153,61
5965,N,5273,16,302,71
5966,C,1285,87,377,46
5967,C,8793,39,139,91
5968,W,4402,54,471,95
5969,C,5590,57,340,59
5970,S,1641,46,120,59
5971,C,2648,81,218,55
5972,E,3812,2,90,77
5973,E,7153,64,339,28
5974,C,2020,81,249,16
5975,S,9807,90,235,44
5976,N,8514,98,220,27
5977,S,2139,65,306,56
5978,C,4400,28,95,50
5979,S,6637,46,206,90
5980,C,6595,94,90,3
5981,E,740,27,262,6
5982,C,9473,98,362,58
5983,C,8542,39,132,25
5984,N,5462,22,73,55
5985,S,8391,14,496,93
5986,C,4947,96,199,1
5987,E,233,86,410,31
5988,E,2646,77,143,22
5989,W,4373,89,428,23
5990,E,6518,2,63,69
5991,N,4529,18,408,90
5992,W,3043,58,341,13
5993,C,2497,40,131,100
5994,C,26,21,361,98
5995,W,7132,87,493,13
5996,E,5596,84,110,57
5997,N,3339,31,322,50
5998,N,7662,98,142,99
5999,E,2266,5,62,1
6000,S,6271,74,84,25
6001,S,1498,77,198,70
6002,E,7083,26,238,39
6003,S,480,27,232,49
6004,E,6212,56,206,54
6005,S,4939,42,313,97
6006,S,3544,40,440,79
6007,C,6657,46,172,83
6008,S,9952,64,399,50
6009,E,1447,19,215,36
6010,N,7540,65,281,43
6011,N,8150,82,147,84
6012,E,270,87,359,81
6013,W,4875,22,497,52
6014,E,3321,50,362,56
6015,W,3046,50,453,12
6016,S,9190,95,137,83
6017,W,9879,73,194,80
6018,N,5049,95,262,95
6019,N,9554,42,500,24
6020,S,5134,91,435,2
6021,C,6039,79,130,94
6022,E,9815,6,341,2
6023,S,3646,37,120,61
6024,S,2276,30,405,88
6025,S,576,60,150,6
6026,S,2459,29,326,80
6027,E,3950,81,327,85
6028,W,7664,50,250,1
6029,C,9718,99,205,33
6030,E,7528,35,256,20
6031,N,9127,82,350,65
6032,W,9669,66,82,27
6033,N,3893,83,111,38
6034,N,1236,90,60,81
6035,E,4580,74,194,31
6036,S,9676,22,193,84
6037,E,6706,12,189,8
6038,C,1878,84,103,26
6039,W,5245,62,260,21
6040,S,9846,35,417,42
6041,S,8750,27,211,64
6042,C,6739,37,471,65
6043,E,3114,22,382,13
6044,E,5585,88,479,13
6045,C,1978,7,196,50
6046,N,6073,32,310,21
6047,C,4434,7,269,30
6048,N,6475,7,98,51
6049,C,9089,72,444,88
6050,W,3256,69,305,86
6051,W,1453,2,65,24
6052,C,1863,91,406,39
6053,C,1513,95,190,98
6054,E,8724,81,261,29
6055,E,257,98,96,76
6056,W,9978,29,234,1
6057,N,1462,86,151,81
6058,N,6372,50,294,1
6059,W,6585,72,457,83
6060,N,2072,68,312,14
6061,C,2288,29,78,42
6062,E,5064,64,449,74
6063,W,6614,20,412,75
6064,N,4464,75,84,80
6065,N,6395,55,101,90
6066,C,9436,28,422,93
6067,N,645,100,473,21
6068,W,6293,89,211,51
6069,W,7510,99,92,16
6070,S,1713,67,441,48
6071,C,3043,53,419,44
6072,S,5725,4,380,34
6073,C,1074,65,469,33
6074,S,9710,78,473,16
6075,N,9550,70,193,1
6076,N,6887,45,205,6
6077,E,2425,46,394,95
6078,C,922,19,250,25
6079,W,9746,98,265,35
6080,C,2180,53,249,57
6081,W,7498,41,260,92
6082,C,2947,89,412,70
6083,C,1440,86,476,21
6084,W,5924,5,214,56
6085,S,8753,11,314,76
6086,E,9404,15,274,36
6087,N,1658,31,158,71
6088,S,1231,40,199,50
6089,S,3211,46,389,21
6090,W,8217,85,447,38
6091,E,4079,98,432,6
6092,C,6341,72,460,92
6093,S,9277,1,253,58
6094,W,9408,48,97,97
6095,N,6618,94,297,89
6096,W,9749,5,63,45
6097,W,5626,48,62,8
6098,E,6986,99,422,58
6099,S,3070,3,280,41
6100,C,9197,28,64,16
6101,S,473,86,128,94
6102,E,2306,30,293,79
6103,E,8934,42,191,15
6104,E,9200,78,233,61
6105,E,5550,87,237,12
6106,C,9303,31,398,17
6107,C,1494,52,391,67
6108,W,1767,12,173,34
6109,N,7838,86,258,100
6110,S,1267,3,318,69
6111,W,2933,64,497,53
6112,C,6258,57,390,42
6113,W,2874,19,257,27
6114,E,8704,93,169,11
6115,S,3824,92,322,96
6116,W,1770,82,463,7
6117,N,5733,73,287,5
6118,N,5484,48,427,18
6119,E,6128,43,234,92
6120,W,3205,41,244,70
6121,S,2947,21,384,11
6122,C,4555,77,276,88
6123,E,7317,88,126,72
6124,S,3084,17,347,93
6125,E,9627,66,314,97
6126,W,7424,41,292,14
6127,S,4250,39,228,73
6128,C,9861,8,202,60
6129,C,6826,19,307,69
6130,C,4384,35,92,19
6131,C,702,75,206,75
6132,S,9648,67,400,11
6133,S,1212,44,157,50
6134,C,1772,92,300,2
6135,N,7405,64,434,6
6136,S,7060,4,310,96
6137,E,4203,69,375,29
6138,N,3421,18,328,85
6139,E,7121,62,432,46
6140,C,6927,96,363,54
6141,C,1526,18,306,79
6142,C,3375,3,106,17
6143,E,7381,8,179,92
6144,E,7682,42,479,15
6145,E,6802,68,116,39
6146,S,9853,93,268,68
6147,E,1630,2,397,45
6148,C,3119,88,229,5
6149,S,2533,50,431,1
6150,S,2660,67,262,95
6151,E,6205,84,338,52
6152,E,3926,45,220,4
6153,S,1978,66,70,69
6154,S,5880,31,71,70
6155,C,6282,99,320,74
6156,C,1161,58,477,2
6157,N,2971,34,443,16
6158,W,6425,54,313,68
6159,C,634,24,60,31
6160,E,5574,2,451,8
6161,E,1442,85,270,39
6162,W,6497,99,415,65
6163,E,221,90,158,98
6164,W,4443,63,465,23
6165,S,8883,89,296,55
6166,S,3425,93,218,6
6167,N,8090,52,265,56
6168,N,585,3,486,16
6169,C,4393,64,310,86
6170,C,6467,76,374,45
6171,C,7879,48,100,89
6172,S,3659,95,390,95
6173,C,8781,82,391,26
6174,C,4887,14,256,95
6175,E,1076,61,388,5
6176,N,6580,6,299,11
6177,S,623,69,134,83
6178,W,9795,78,308,56
6179,C,5888,50,145,71
6180,C,285,62,205,29
6181,E,9587,64,403,49
6182,S,2205,65,401,52
6183,N,6466,70,387,36
6184,C,2778,23,263,99
6185,C,2509,44,77,2
