index,node_type,zone,corridor,facility_name,gps_lat,gps_lon,criticality_level,resource_type,capacity_units,final_stock_units
341,WATER_RESERVOIR,HILL_RANGE,GRASSLAND_BELT,WATER_RESERVOIR_0341,14.57499,77.49716,LOW,VACCINE,1819.0,1800.78
342,FIELD_DEPOT,BUFFER_VILLAGE,SOUTH_RIDGE,FIELD_DEPOT_0342,15.44228,76.55064,HIGH,VACCINE,4901.0,4271.04
343,FIELD_DEPOT,CORE_FOREST,HIGHWAY_NORTH,FIELD_DEPOT_0343,14.85394,77.4083,MEDIUM,MEDICAL_KIT,331.0,229.6
344,CLINIC,CORE_FOREST,GRASSLAND_BELT,CLINIC_0344,15.14728,76.99889,MEDIUM,MEDICAL_KIT,953.0,643.6
345,WATER_RESERVOIR,CORE_FOREST,RIVER_EAST,WATER_RESERVOIR_0345,14.69946,77.38465,HIGH,VACCINE,4507.0,4496.34
346,WATER_RESERVOIR,RIVER_CORRIDOR,RIVER_WEST,WATER_RESERVOIR_0346,14.98468,77.41268,MEDIUM,VACCINE,4315.0,2638.38
347,MOBILE_VET_UNIT,BUFFER_VILLAGE,NORTH_RIDGE,MOBILE_VET_UNIT_0347,14.5293,77.31069,MEDIUM,VACCINE,2501.0,1189.0
348,FIELD_DEPOT,HILL_RANGE,RIVER_WEST,FIELD_DEPOT_0348,15.47398,76.60013,LOW,MEDICAL_KIT,722.0,375.86
349,WATER_RESERVOIR,BUFFER_VILLAGE,GRASSLAND_BELT,WATER_RESERVOIR_0349,15.33922,77.34522,MEDIUM,VACCINE,1642.0,1118.79
350,MOBILE_VET_UNIT,HIGHWAY_CORRIDOR,GRASSLAND_BELT,MOBILE_VET_UNIT_0350,14.85168,77.06765,MEDIUM,WATER,6656.0,4063.18
351,CLINIC,RIVER_CORRIDOR,LAKE_SECTOR,CLINIC_0351,14.53796,76.55617,HIGH,VACCINE,1992.0,1497.02
352,MOBILE_VET_UNIT,HILL_RANGE,WEST_VALLEY,MOBILE_VET_UNIT_0352,14.67746,77.30242,MEDIUM,WATER,12603.0,6425.91
353,CLINIC,HILL_RANGE,EAST_VALLEY,CLINIC_0353,15.36067,77.46056,LOW,WATER,14241.0,10498.89
354,FIELD_DEPOT,HILL_RANGE,SOUTH_RIDGE,FIELD_DEPOT_0354,14.63645,76.6575,MEDIUM,VACCINE,3778.0,3226.13
355,FIELD_DEPOT,HIGHWAY_CORRIDOR,EAST_VALLEY,FIELD_DEPOT_0355,15.19356,77.42885,LOW,MEDICAL_KIT,855.0,511.13
356,CLINIC,RIVER_CORRIDOR,RIVER_EAST,CLINIC_0356,14.62735,77.22883,MEDIUM,MEDICAL_KIT,768.0,642.59
357,FIELD_DEPOT,HILL_RANGE,NORTH_RIDGE,FIELD_DEPOT_0357,15.42104,77.46753,MEDIUM,WATER,9238.0,7756.19
358,WATER_RESERVOIR,RIVER_CORRIDOR,EAST_VALLEY,WATER_RESERVOIR_0358,14.738,77.48238,MEDIUM,VACCINE,1575.0,1575.0
359,WATER_RESERVOIR,HIGHWAY_CORRIDOR,HIGHWAY_SOUTH,WATER_RESERVOIR_0359,14.74954,76.56779,MEDIUM,WATER,10410.0,8867.97
360,WATER_RESERVOIR,CORE_FOREST,HIGHWAY_NORTH,WATER_RESERVOIR_0360,15.4691,77.38455,MEDIUM,VACCINE,4239.0,3952.08
361,MOBILE_VET_UNIT,HILL_RANGE,HIGHWAY_NORTH,MOBILE_VET_UNIT_0361,15.28873,77.07806,LOW,WATER,9391.0,5759.62
362,WATER_RESERVOIR,CORE_FOREST,RIVER_EAST,WATER_RESERVOIR_0362,15.45166,76.5742,MEDIUM,WATER,7574.0,6278.46
363,CLINIC,CORE_FOREST,LAKE_SECTOR,CLINIC_0363,15.48528,77.39323,MEDIUM,WATER,3015.0,2641.99
364,CLINIC,HILL_RANGE,HIGHWAY_NORTH,CLINIC_0364,14.83109,77.4744,HIGH,WATER,15411.0,13267.4
365,MOBILE_VET_UNIT,HIGHWAY_CORRIDOR,RIVER_EAST,MOBILE_VET_UNIT_0365,14.8929,77.04966,HIGH,WATER,18087.0,13067.92
366,FIELD_DEPOT,CORE_FOREST,RIVER_EAST,FIELD_DEPOT_0366,14.98033,76.59699,MEDIUM,MEDICAL_KIT,261.0,142.38
367,MOBILE_VET_UNIT,CORE_FOREST,HIGHWAY_SOUTH,MOBILE_VET_UNIT_0367,14.89747,76.9891,MEDIUM,WATER,10683.0,4760.01
368,FIELD_DEPOT,BUFFER_VILLAGE,RIVER_WEST,FIELD_DEPOT_0368,14.94578,76.7633,MEDIUM,VACCINE,4009.0,2337.56
369,MOBILE_VET_UNIT,HILL_RANGE,NORTH_RIDGE,MOBILE_VET_UNIT_0369,15.16747,76.58571,LOW,WATER,13265.0,10916.15
370,FIELD_DEPOT,HILL_RANGE,WEST_VALLEY,FIELD_DEPOT_0370,14.88711,77.02258,HIGH,MEDICAL_KIT,598.0,598.0
371,CLINIC,RIVER_CORRIDOR,RIVER_EAST,CLINIC_0371,15.35394,76.53473,MEDIUM,WATER,18935.0,18935.0
372,CLINIC,CORE_FOREST,HIGHWAY_SOUTH,CLINIC_0372,14.66716,76.71189,LOW,WATER,8315.0,3157.03
373,FIELD_DEPOT,CORE_FOREST,HIGHWAY_NORTH,FIELD_DEPOT_0373,15.12723,77.33411,LOW,WATER,10450.0,6384.42
374,WATER_RESERVOIR,CORE_FOREST,HIGHWAY_NORTH,WATER_RESERVOIR_0374,14.82613,76.7762,MEDIUM,MEDICAL_KIT,519.0,437.98
375,WATER_RESERVOIR,HILL_RANGE,GRASSLAND_BELT,WATER_RESERVOIR_0375,14.61252,76.64964,LOW,MEDICAL_KIT,630.0,429.26
376,WATER_RESERVOIR,CORE_FOREST,GRASSLAND_BELT,WATER_RESERVOIR_0376,15.36748,77.38014,LOW,WATER,15464.0,9034.43
377,FIELD_DEPOT,HILL_RANGE,GRASSLAND_BELT,FIELD_DEPOT_0377,14.77541,76.64385,HIGH,VACCINE,3490.0,3490.0
378,MOBILE_VET_UNIT,BUFFER_VILLAGE,NORTH_RIDGE,MOBILE_VET_UNIT_0378,14.76858,76.87244,MEDIUM,MEDICAL_KIT,395.0,356.76
379,MOBILE_VET_UNIT,HIGHWAY_CORRIDOR,RIVER_EAST,MOBILE_VET_UNIT_0379,15.18485,77.4725,LOW,VACCINE,2067.0,890.43
380,FIELD_DEPOT,HIGHWAY_CORRIDOR,RIVER_EAST,FIELD_DEPOT_0380,15.14555,76.68794,MEDIUM,MEDICAL_KIT,266.0,221.3
381,FIELD_DEPOT,RIVER_CORRIDOR,LAKE_SECTOR,FIELD_DEPOT_0381,15.01527,76.65897,LOW,VACCINE,2748.0,2195.29
382,FIELD_DEPOT,BUFFER_VILLAGE,LAKE_SECTOR,FIELD_DEPOT_0382,14.69276,77.33293,HIGH,MEDICAL_KIT,907.0,581.32
383,WATER_RESERVOIR,HIGHWAY_CORRIDOR,WEST_VALLEY,WATER_RESERVOIR_0383,14.96422,76.89694,MEDIUM,VACCINE,1214.0,1214.0
384,CLINIC,HIGHWAY_CORRIDOR,HIGHWAY_SOUTH,CLINIC_0384,15.46052,76.97458,MEDIUM,MEDICAL_KIT,614.0,340.85
385,CLINIC,HIGHWAY_CORRIDOR,SOUTH_RIDGE,CLINIC_0385,14.54965,77.35382,HIGH,VACCINE,1955.0,1831.15
386,CLINIC,HIGHWAY_CORRIDOR,HIGHWAY_NORTH,CLINIC_0386,15.2803,77.26757,HIGH,MEDICAL_KIT,59.0,59.0
387,CLINIC,HILL_RANGE,NORTH_RIDGE,CLINIC_0387,15.30509,76.80546,MEDIUM,WATER,11023.0,7886.22
388,FIELD_DEPOT,HIGHWAY_CORRIDOR,HIGHWAY_SOUTH,FIELD_DEPOT_0388,14.80215,77.02064,HIGH,VACCINE,3453.0,2324.36
389,MOBILE_VET_UNIT,HILL_RANGE,GRASSLAND_BELT,MOBILE_VET_UNIT_0389,15.18441,76.98174,MEDIUM,MEDICAL_KIT,394.0,394.0
390,MOBILE_VET_UNIT,HIGHWAY_CORRIDOR,RIVER_EAST,MOBILE_VET_UNIT_0390,15.39237,76.79879,MEDIUM,MEDICAL_KIT,203.0,124.97
391,CLINIC,CORE_FOREST,GRASSLAND_BELT,CLINIC_0391,15.18076,77.22128,MEDIUM,VACCINE,4274.0,3797.17
392,MOBILE_VET_UNIT,RIVER_CORRIDOR,HIGHWAY_NORTH,MOBILE_VET_UNIT_0392,15.08302,77.49475,MEDIUM,VACCINE,1755.0,980.13
393,CLINIC,HILL_RANGE,HIGHWAY_SOUTH,CLINIC_0393,14.80019,76.66999,MEDIUM,MEDICAL_KIT,723.0,681.29
394,CLINIC,HIGHWAY_CORRIDOR,SOUTH_RIDGE,CLINIC_0394,14.75865,77.30834,HIGH,VACCINE,1699.0,1699.0
395,WATER_RESERVOIR,BUFFER_VILLAGE,RIVER_WEST,WATER_RESERVOIR_0395,14.80709,77.28809,MEDIUM,WATER,12856.0,7320.55
396,MOBILE_VET_UNIT,RIVER_CORRIDOR,SOUTH_RIDGE,MOBILE_VET_UNIT_0396,15.1344,77.08031,HIGH,VACCINE,783.0,715.99
397,WATER_RESERVOIR,RIVER_CORRIDOR,LAKE_SECTOR,WATER_RESERVOIR_0397,15.37085,76.65078,MEDIUM,VACCINE,1840.0,1254.08
398,FIELD_DEPOT,BUFFER_VILLAGE,RIVER_WEST,FIELD_DEPOT_0398,14.58081,76.83263,HIGH,MEDICAL_KIT,231.0,177.71
399,FIELD_DEPOT,HIGHWAY_CORRIDOR,WEST_VALLEY,FIELD_DEPOT_0399,14.65844,77.28521,MEDIUM,WATER,4884.0,2545.3
400,FIELD_DEPOT,RIVER_CORRIDOR,HIGHWAY_NORTH,FIELD_DEPOT_0400,14.88332,76.53773,LOW,VACCINE,1833.0,1418.31
401,WATER_RESERVOIR,HIGHWAY_CORRIDOR,LAKE_SECTOR,WATER_RESERVOIR_0401,14.50412,77.2336,HIGH,WATER,9414.0,8032.64
402,CLINIC,CORE_FOREST,HIGHWAY_NORTH,CLINIC_0402,14.66702,77.32384,MEDIUM,MEDICAL_KIT,355.0,329.6
403,FIELD_DEPOT,HILL_RANGE,GRASSLAND_BELT,FIELD_DEPOT_0403,15.38797,77.49547,MEDIUM,MEDICAL_KIT,400.0,395.85
404,FIELD_DEPOT,HIGHWAY_CORRIDOR,WEST_VALLEY,FIELD_DEPOT_0404,15.41821,76.90339,LOW,WATER,9484.0,4868.01
405,CLINIC,BUFFER_VILLAGE,NORTH_RIDGE,CLINIC_0405,14.62316,77.21111,MEDIUM,MEDICAL_KIT,861.0,348.35
406,MOBILE_VET_UNIT,HILL_RANGE,GRASSLAND_BELT,MOBILE_VET_UNIT_0406,14.54796,76.60811,MEDIUM,WATER,2646.0,2233.35
407,WATER_RESERVOIR,RIVER_CORRIDOR,HIGHWAY_SOUTH,WATER_RESERVOIR_0407,14.75274,77.20187,HIGH,VACCINE,1883.0,1870.15
408,MOBILE_VET_UNIT,RIVER_CORRIDOR,SOUTH_RIDGE,MOBILE_VET_UNIT_0408,15.1228,77.20073,MEDIUM,MEDICAL_KIT,478.0,478.0
409,WATER_RESERVOIR,HILL_RANGE,GRASSLAND_BELT,WATER_RESERVOIR_0409,15.28476,76.99774,MEDIUM,WATER,8545.0,7092.0
410,CLINIC,HIGHWAY_CORRIDOR,HIGHWAY_NORTH,CLINIC_0410,15.04814,77.41036,HIGH,VACCINE,4137.0,2576.25
411,WATER_RESERVOIR,CORE_FOREST,GRASSLAND_BELT,WATER_RESERVOIR_0411,15.44945,77.27953,MEDIUM,MEDICAL_KIT,126.0,126.0
412,WATER_RESERVOIR,HIGHWAY_CORRIDOR,WEST_VALLEY,WATER_RESERVOIR_0412,14.79602,76.96428,LOW,VACCINE,1017.0,813.06
413,WATER_RESERVOIR,HIGHWAY_CORRIDOR,RIVER_WEST,WATER_RESERVOIR_0413,15.23854,76.595,MEDIUM,MEDICAL_KIT,826.0,734.85
414,WATER_RESERVOIR,BUFFER_VILLAGE,EAST_VALLEY,WATER_RESERVOIR_0414,14.93771,77.12181,MEDIUM,VACCINE,961.0,519.27
415,MOBILE_VET_UNIT,BUFFER_VILLAGE,SOUTH_RIDGE,MOBILE_VET_UNIT_0415,14.95654,77.33571,MEDIUM,VACCINE,4117.0,3243.02
416,CLINIC,CORE_FOREST,EAST_VALLEY,CLINIC_0416,15.48157,77.34435,MEDIUM,MEDICAL_KIT,156.0,102.32
417,FIELD_DEPOT,HILL_RANGE,HIGHWAY_SOUTH,FIELD_DEPOT_0417,15.27916,77.11136,MEDIUM,WATER,6281.0,3777.88
418,FIELD_DEPOT,CORE_FOREST,HIGHWAY_NORTH,FIELD_DEPOT_0418,14.76161,76.81424,HIGH,VACCINE,4499.0,3670.66
419,CLINIC,HIGHWAY_CORRIDOR,LAKE_SECTOR,CLINIC_0419,15.11824,76.93285,MEDIUM,MEDICAL_KIT,794.0,442.63
420,MOBILE_VET_UNIT,RIVER_CORRIDOR,EAST_VALLEY,MOBILE_VET_UNIT_0420,15.11291,76.51164,LOW,MEDICAL_KIT,210.0,116.51
421,FIELD_DEPOT,RIVER_CORRIDOR,EAST_VALLEY,FIELD_DEPOT_0421,14.82063,76.83089,LOW,WATER,11114.0,5232.2
422,CLINIC,HILL_RANGE,HIGHWAY_NORTH,CLINIC_0422,14.57883,76.94419,LOW,VACCINE,4894.0,3182.86
423,FIELD_DEPOT,RIVER_CORRIDOR,RIVER_WEST,FIELD_DEPOT_0423,15.24524,76.51777,LOW,WATER,15219.0,9345.28
424,WATER_RESERVOIR,CORE_FOREST,GRASSLAND_BELT,WATER_RESERVOIR_0424,15.39011,77.06233,MEDIUM,MEDICAL_KIT,720.0,522.86
425,MOBILE_VET_UNIT,HIGHWAY_CORRIDOR,NORTH_RIDGE,MOBILE_VET_UNIT_0425,14.83197,77.26742,LOW,WATER,17503.0,13273.03
426,MOBILE_VET_UNIT,RIVER_CORRIDOR,SOUTH_RIDGE,MOBILE_VET_UNIT_0426,14.72175,76.84136,LOW,WATER,11567.0,8444.13
427,MOBILE_VET_UNIT,CORE_FOREST,NORTH_RIDGE,MOBILE_VET_UNIT_0427,15.32184,77.24251,MEDIUM,WATER,15409.0,6352.21
428,CLINIC,BUFFER_VILLAGE,SOUTH_RIDGE,CLINIC_0428,15.32455,76.69058,HIGH,VACCINE,2968.0,2266.15
429,WATER_RESERVOIR,RIVER_CORRIDOR,HIGHWAY_SOUTH,WATER_RESERVOIR_0429,15.0042,77.46385,MEDIUM,MEDICAL_KIT,54.0,54.0
430,WATER_RESERVOIR,HILL_RANGE,HIGHWAY_NORTH,WATER_RESERVOIR_0430,15.00833,77.42116,MEDIUM,MEDICAL_KIT,231.0,197.09
431,CLINIC,BUFFER_VILLAGE,SOUTH_RIDGE,CLINIC_0431,15.10616,76.82184,MEDIUM,VACCINE,3351.0,2201.8
432,CLINIC,HIGHWAY_CORRIDOR,HIGHWAY_NORTH,CLINIC_0432,14.95285,76.63337,LOW,VACCINE,3581.0,2753.23
433,MOBILE_VET_UNIT,HILL_RANGE,RIVER_WEST,MOBILE_VET_UNIT_0433,15.05358,76.71734,MEDIUM,MEDICAL_KIT,264.0,236.14
434,MOBILE_VET_UNIT,HIGHWAY_CORRIDOR,EAST_VALLEY,MOBILE_VET_UNIT_0434,15.45833,77.00389,MEDIUM,MEDICAL_KIT,760.0,645.67
435,WATER_RESERVOIR,HIGHWAY_CORRIDOR,LAKE_SECTOR,WATER_RESERVOIR_0435,15.44267,77.21012,MEDIUM,VACCINE,4573.0,2438.87
436,FIELD_DEPOT,CORE_FOREST,LAKE_SECTOR,FIELD_DEPOT_0436,14.64533,77.17025,HIGH,WATER,8550.0,7966.65
437,MOBILE_VET_UNIT,HIGHWAY_CORRIDOR,EAST_VALLEY,MOBILE_VET_UNIT_0437,14.79514,77.25359,MEDIUM,WATER,3058.0,2828.65
438,FIELD_DEPOT,CORE_FOREST,GRASSLAND_BELT,FIELD_DEPOT_0438,15.36484,77.24241,MEDIUM,MEDICAL_KIT,624.0,433.51
439,MOBILE_VET_UNIT,CORE_FOREST,HIGHWAY_NORTH,MOBILE_VET_UNIT_0439,15.28811,77.18515,MEDIUM,VACCINE,4723.0,2016.25
440,MOBILE_VET_UNIT,BUFFER_VILLAGE,GRASSLAND_BELT,MOBILE_VET_UNIT_0440,15.41149,77.20463,LOW,VACCINE,3212.0,2729.23
441,CLINIC,BUFFER_VILLAGE,RIVER_EAST,CLINIC_0441,15.18266,76.68698,HIGH,VACCINE,1623.0,1004.6
442,WATER_RESERVOIR,RIVER_CORRIDOR,RIVER_EAST,WATER_RESERVOIR_0442,14.66093,77.34601,MEDIUM,MEDICAL_KIT,55.0,55.0
443,CLINIC,CORE_FOREST,EAST_VALLEY,CLINIC_0443,15.27366,77.12537,MEDIUM,VACCINE,2667.0,1840.11
444,MOBILE_VET_UNIT,CORE_FOREST,RIVER_WEST,MOBILE_VET_UNIT_0444,14.68387,76.56818,HIGH,MEDICAL_KIT,567.0,496.24
445,FIELD_DEPOT,CORE_FOREST,RIVER_WEST,FIELD_DEPOT_0445,15.16333,76.83107,LOW,WATER,11619.0,6608.93
446,FIELD_DEPOT,HILL_RANGE,NORTH_RIDGE,FIELD_DEPOT_0446,14.94567,77.4045,MEDIUM,WATER,9989.0,9111.02
447,MOBILE_VET_UNIT,RIVER_CORRIDOR,SOUTH_RIDGE,MOBILE_VET_UNIT_0447,15.22398,76.52471,MEDIUM,VACCINE,4434.0,3565.18
448,MOBILE_VET_UNIT,HILL_RANGE,LAKE_SECTOR,MOBILE_VET_UNIT_0448,14.79643,77.15153,MEDIUM,VACCINE,2824.0,1902.33
449,WATER_RESERVOIR,BUFFER_VILLAGE,LAKE_SECTOR,WATER_RESERVOIR_0449,14.56547,77.17034,HIGH,MEDICAL_KIT,842.0,715.64
450,WATER_RESERVOIR,BUFFER_VILLAGE,LAKE_SECTOR,WATER_RESERVOIR_0450,15.24138,76.93524,LOW,MEDICAL_KIT,886.0,850.67
451,CLINIC,CORE_FOREST,HIGHWAY_SOUTH,CLINIC_0451,14.58752,76.55427,MEDIUM,MEDICAL_KIT,863.0,501.17
452,WATER_RESERVOIR,HILL_RANGE,WEST_VALLEY,WATER_RESERVOIR_0452,14.95113,76.90445,MEDIUM,VACCINE,2791.0,1363.22
453,WATER_RESERVOIR,HILL_RANGE,NORTH_RIDGE,WATER_RESERVOIR_0453,14.56324,77.24595,MEDIUM,MEDICAL_KIT,96.0,85.33
454,WATER_RESERVOIR,HIGHWAY_CORRIDOR,LAKE_SECTOR,WATER_RESERVOIR_0454,15.18588,77.10657,MEDIUM,WATER,11224.0,9146.91
455,FIELD_DEPOT,RIVER_CORRIDOR,HIGHWAY_NORTH,FIELD_DEPOT_0455,14.65632,76.71987,HIGH,MEDICAL_KIT,814.0,740.59
456,MOBILE_VET_UNIT,BUFFER_VILLAGE,RIVER_EAST,MOBILE_VET_UNIT_0456,15.46537,77.36714,LOW,MEDICAL_KIT,713.0,406.63
457,WATER_RESERVOIR,HILL_RANGE,LAKE_SECTOR,WATER_RESERVOIR_0457,14.50503,77.09665,HIGH,WATER,19601.0,13124.47
458,CLINIC,HIGHWAY_CORRIDOR,WEST_VALLEY,CLINIC_0458,15.35146,76.64246,LOW,VACCINE,1707.0,833.71
459,MOBILE_VET_UNIT,BUFFER_VILLAGE,SOUTH_RIDGE,MOBILE_VET_UNIT_0459,15.06729,76.55439,MEDIUM,WATER,19984.0,13864.42
460,WATER_RESERVOIR,HIGHWAY_CORRIDOR,SOUTH_RIDGE,WATER_RESERVOIR_0460,15.22559,76.98719,HIGH,VACCINE,2910.0,2702.01
461,CLINIC,CORE_FOREST,RIVER_EAST,CLINIC_0461,14.6935,76.98586,HIGH,MEDICAL_KIT,386.0,300.7
462,CLINIC,HILL_RANGE,GRASSLAND_BELT,CLINIC_0462,15.45866,76.66864,LOW,VACCINE,2765.0,1446.34
463,CLINIC,RIVER_CORRIDOR,RIVER_EAST,CLINIC_0463,15.23297,77.37789,HIGH,VACCINE,3991.0,3600.36
464,FIELD_DEPOT,HILL_RANGE,SOUTH_RIDGE,FIELD_DEPOT_0464,14.58197,76.78062,MEDIUM,WATER,6587.0,5570.96
465,CLINIC,HIGHWAY_CORRIDOR,SOUTH_RIDGE,CLINIC_0465,14.51863,77.00718,HIGH,MEDICAL_KIT,81.0,69.94
466,CLINIC,CORE_FOREST,LAKE_SECTOR,CLINIC_0466,15.49873,76.9721,MEDIUM,VACCINE,1417.0,817.1
467,CLINIC,HILL_RANGE,RIVER_EAST,CLINIC_0467,15.01041,76.89679,MEDIUM,WATER,18455.0,7044.22
468,CLINIC,HILL_RANGE,EAST_VALLEY,CLINIC_0468,14.65922,77.06636,HIGH,MEDICAL_KIT,629.0,620.88
469,FIELD_DEPOT,HIGHWAY_CORRIDOR,NORTH_RIDGE,FIELD_DEPOT_0469,14.73175,76.76436,LOW,WATER,9668.0,4235.77
470,CLINIC,HILL_RANGE,RIVER_WEST,CLINIC_0470,14.95464,76.54644,MEDIUM,VACCINE,2854.0,1442.26
471,MOBILE_VET_UNIT,HIGHWAY_CORRIDOR,GRASSLAND_BELT,MOBILE_VET_UNIT_0471,14.87666,76.87852,MEDIUM,MEDICAL_KIT,651.0,465.02
472,WATER_RESERVOIR,HILL_RANGE,RIVER_EAST,WATER_RESERVOIR_0472,14.7229,76.90584,LOW,VACCINE,3026.0,1918.85
473,FIELD_DEPOT,HILL_RANGE,NORTH_RIDGE,FIELD_DEPOT_0473,14.9399,76.72999,LOW,MEDICAL_KIT,576.0,410.25
474,CLINIC,BUFFER_VILLAGE,EAST_VALLEY,CLINIC_0474,15.2173,76.61833,MEDIUM,WATER,9547.0,5998.47
475,MOBILE_VET_UNIT,CORE_FOREST,HIGHWAY_SOUTH,MOBILE_VET_UNIT_0475,14.7107,76.66125,MEDIUM,MEDICAL_KIT,903.0,576.26
476,CLINIC,CORE_FOREST,EAST_VALLEY,CLINIC_0476,14.63472,77.01264,MEDIUM,MEDICAL_KIT,962.0,734.19
477,WATER_RESERVOIR,BUFFER_VILLAGE,RIVER_EAST,WATER_RESERVOIR_0477,14.90546,77.46924,MEDIUM,WATER,2610.0,1841.7
478,MOBILE_VET_UNIT,CORE_FOREST,WEST_VALLEY,MOBILE_VET_UNIT_0478,14.97141,76.98167,MEDIUM,VACCINE,1997.0,1701.08
479,CLINIC,HILL_RANGE,EAST_VALLEY,CLINIC_0479,14.76452,77.22419,MEDIUM,MEDICAL_KIT,400.0,396.02
480,WATER_RESERVOIR,BUFFER_VILLAGE,HIGHWAY_NORTH,WATER_RESERVOIR_0480,14.51656,77.02271,HIGH,VACCINE,4331.0,4174.03
481,WATER_RESERVOIR,BUFFER_VILLAGE,HIGHWAY_SOUTH,WATER_RESERVOIR_0481,15.37775,77.03143,MEDIUM,MEDICAL_KIT,820.0,408.97
482,FIELD_DEPOT,BUFFER_VILLAGE,GRASSLAND_BELT,FIELD_DEPOT_0482,15.39697,77.27487,LOW,MEDICAL_KIT,714.0,596.39
483,FIELD_DEPOT,HIGHWAY_CORRIDOR,NORTH_RIDGE,FIELD_DEPOT_0483,14.72949,77.3023,MEDIUM,MEDICAL_KIT,858.0,719.62
484,MOBILE_VET_UNIT,HILL_RANGE,GRASSLAND_BELT,MOBILE_VET_UNIT_0484,14.75452,77.26586,MEDIUM,WATER,4746.0,2258.62
485,FIELD_DEPOT,HIGHWAY_CORRIDOR,WEST_VALLEY,FIELD_DEPOT_0485,15.28942,77.07799,MEDIUM,WATER,5861.0,4293.94
486,FIELD_DEPOT,BUFFER_VILLAGE,RIVER_WEST,FIELD_DEPOT_0486,14.65478,77.15158,MEDIUM,VACCINE,2277.0,1499.23
487,FIELD_DEPOT,HILL_RANGE,RIVER_WEST,FIELD_DEPOT_0487,15.18061,77.25497,MEDIUM,MEDICAL_KIT,473.0,305.23
488,FIELD_DEPOT,BUFFER_VILLAGE,RIVER_WEST,FIELD_DEPOT_0488,14.75378,76.80665,MEDIUM,MEDICAL_KIT,402.0,402.0
489,FIELD_DEPOT,BUFFER_VILLAGE,SOUTH_RIDGE,FIELD_DEPOT_0489,15.28311,77.44925,HIGH,MEDICAL_KIT,152.0,152.0
490,MOBILE_VET_UNIT,HILL_RANGE,GRASSLAND_BELT,MOBILE_VET_UNIT_0490,14.55205,76.8891,MEDIUM,MEDICAL_KIT,701.0,342.09
491,WATER_RESERVOIR,BUFFER_VILLAGE,HIGHWAY_SOUTH,WATER_RESERVOIR_0491,14.56408,76.72177,MEDIUM,MEDICAL_KIT,131.0,131.0
492,FIELD_DEPOT,RIVER_CORRIDOR,GRASSLAND_BELT,FIELD_DEPOT_0492,15.21161,77.09747,MEDIUM,MEDICAL_KIT,842.0,747.04
493,FIELD_DEPOT,RIVER_CORRIDOR,NORTH_RIDGE,FIELD_DEPOT_0493,15.43076,77.01815,LOW,WATER,8381.0,3493.24
494,CLINIC,HILL_RANGE,EAST_VALLEY,CLINIC_0494,14.73926,76.50029,HIGH,MEDICAL_KIT,211.0,211.0
495,FIELD_DEPOT,HIGHWAY_CORRIDOR,HIGHWAY_NORTH,FIELD_DEPOT_0495,15.01774,77.23693,MEDIUM,VACCINE,762.0,552.14
496,MOBILE_VET_UNIT,HILL_RANGE,GRASSLAND_BELT,MOBILE_VET_UNIT_0496,15.31551,76.7263,MEDIUM,VACCINE,1793.0,1111.8
497,FIELD_DEPOT,HILL_RANGE,NORTH_RIDGE,FIELD_DEPOT_0497,15.00624,77.05863,HIGH,VACCINE,4321.0,4229.42
498,MOBILE_VET_UNIT,HILL_RANGE,GRASSLAND_BELT,MOBILE_VET_UNIT_0498,15.46606,77.06317,MEDIUM,VACCINE,2192.0,1635.5
499,FIELD_DEPOT,RIVER_CORRIDOR,GRASSLAND_BELT,FIELD_DEPOT_0499,14.75782,76.88267,MEDIUM,WATER,9221.0,6437.57
500,CLINIC,HIGHWAY_CORRIDOR,HIGHWAY_NORTH,CLINIC_0500,14.50972,77.33218,MEDIUM,VACCINE,2233.0,1150.02
501,FIELD_DEPOT,HIGHWAY_CORRIDOR,SOUTH_RIDGE,FIELD_DEPOT_0501,14.97656,76.85354,LOW,MEDICAL_KIT,965.0,733.63
502,CLINIC,BUFFER_VILLAGE,HIGHWAY_SOUTH,CLINIC_0502,15.23543,77.37274,HIGH,MEDICAL_KIT,261.0,243.77
503,MOBILE_VET_UNIT,BUFFER_VILLAGE,SOUTH_RIDGE,MOBILE_VET_UNIT_0503,15.17581,77.16342,LOW,WATER,2217.0,2182.31
504,WATER_RESERVOIR,RIVER_CORRIDOR,RIVER_WEST,WATER_RESERVOIR_0504,15.39812,77.38099,MEDIUM,MEDICAL_KIT,638.0,631.66
505,FIELD_DEPOT,BUFFER_VILLAGE,LAKE_SECTOR,FIELD_DEPOT_0505,15.25017,76.62825,MEDIUM,VACCINE,4506.0,3790.21
506,FIELD_DEPOT,HILL_RANGE,NORTH_RIDGE,FIELD_DEPOT_0506,15.3604,77.2759,MEDIUM,MEDICAL_KIT,518.0,439.16
507,FIELD_DEPOT,HIGHWAY_CORRIDOR,NORTH_RIDGE,FIELD_DEPOT_0507,14.87943,76.60075,MEDIUM,WATER,13848.0,9385.3
508,MOBILE_VET_UNIT,BUFFER_VILLAGE,LAKE_SECTOR,MOBILE_VET_UNIT_0508,14.97135,77.11308,HIGH,VACCINE,3197.0,2395.4
509,FIELD_DEPOT,HIGHWAY_CORRIDOR,RIVER_WEST,FIELD_DEPOT_0509,14.67989,76.63114,MEDIUM,VACCINE,4917.0,4006.01
510,WATER_RESERVOIR,HIGHWAY_CORRIDOR,WEST_VALLEY,WATER_RESERVOIR_0510,14.88088,76.64584,MEDIUM,MEDICAL_KIT,806.0,364.21
