versionId,scheme,circle,division,range,financialYear,budgetHead,sanctionedAmountRs,spentAmountRs,lastUpdateRole,lastUpdateDate,utilisationRemark
436,FireManagement,Circle-East,Div-E,Range-8,2018,Works,3370000.00,2078986.70,RangeOfficer,2019-01-25,Normal
437,EcoTourism,Circle-East,Div-C,Range-2,2020,Protection,2887000.00,1686609.57,AccountsOfficer,2020-09-17,UnderUtilised
438,CAMPA,Circle-North,Div-E,Range-8,2019,Equipment,6727000.00,4065374.07,DFO,2020-03-18,Normal
439,WildlifeProtection,Circle-West,Div-B,Range-1,2023,Protection,3243000.00,1093770.00,APCCF-Finance,2023-11-09,UnderUtilised
440,TeakImprovement,Circle-West,Div-A,Range-4,2018,Salary,6476000.00,2233923.25,APCCF-Finance,2018-05-03,UnderUtilised
441,CAMPA,Circle-South,Div-B,Range-9,2024,Community,7517000.00,3751187.48,APCCF-Finance,2024-11-10,UnderUtilised
442,TeakImprovement,Circle-East,Div-A,Range-9,2022,Protection,11444000.00,5270146.74,APCCF-Finance,2022-05-03,UnderUtilised
443,WildlifeProtection,Circle-South,Div-B,Range-2,2018,Works,9542000.00,7824355.67,APCCF-Finance,2018-11-21,Normal
444,WildlifeProtection,Circle-West,Div-A,Range-7,2021,Salary,5487000.00,4163835.48,AccountsOfficer,2021-10-05,Normal
445,TeakImprovement,Circle-North,Div-F,Range-6,2023,Plantation,16094000.00,10582664.39,DFO,2023-06-04,Normal
446,CAMPA,Circle-East,Div-F,Range-4,2024,Equipment,13216000.00,12441628.82,AccountsOfficer,2024-05-20,Normal
447,WildlifeProtection,Circle-South,Div-D,Range-8,2025,Community,3578000.00,3607264.20,CF,2025-06-13,OverUtilised
448,GreenIndiaMission,Circle-East,Div-D,Range-9,2021,Plantation,9985000.00,3653359.25,CF,2021-10-31,UnderUtilised
449,FireManagement,Circle-West,Div-D,Range-1,2020,Salary,3173000.00,2890771.31,AccountsOfficer,2020-09-13,Normal
450,TeakImprovement,Circle-South,Div-D,Range-10,2021,Salary,4795000.00,4267804.80,CF,2022-02-04,Normal
451,TeakImprovement,Circle-East,Div-C,Range-4,2020,Community,7866000.00,7665059.21,APCCF-Finance,2020-08-31,Normal
452,FireManagement,Circle-South,Div-E,Range-9,2022,Equipment,2244000.00,1606478.37,DFO,2022-09-14,Normal
453,TeakImprovement,Circle-East,Div-C,Range-10,2019,Equipment,8217000.00,7187123.16,AccountsOfficer,2019-09-04,Normal
454,CAMPA,Circle-East,Div-C,Range-1,2023,Plantation,15971000.00,5393583.50,AccountsOfficer,2023-07-04,UnderUtilised
455,WildlifeProtection,Circle-West,Div-D,Range-8,2018,Works,7869000.00,4001565.54,DFO,2018-05-25,UnderUtilised
456,TeakImprovement,Circle-West,Div-B,Range-1,2021,Plantation,15801000.00,12249340.72,DFO,2022-01-13,Normal
457,FireManagement,Circle-West,Div-A,Range-2,2019,Equipment,4097000.00,3041025.69,AccountsOfficer,2019-12-26,Normal
458,FireManagement,Circle-West,Div-D,Range-6,2019,Protection,4565000.00,1753178.80,RangeOfficer,2019-11-12,UnderUtilised
459,FireManagement,Circle-North,Div-E,Range-6,2023,Works,4923000.00,3179480.71,RangeOfficer,2023-06-05,Normal
460,CAMPA,Circle-West,Div-B,Range-8,2022,Works,19642000.00,16239304.69,AccountsOfficer,2022-10-05,Normal
461,WildlifeProtection,Circle-West,Div-B,Range-2,2022,Community,7206000.00,3067752.76,DFO,2022-05-01,UnderUtilised
462,CAMPA,Circle-South,Div-A,Range-2,2021,Protection,14202000.00,13771746.31,DFO,2021-04-18,Normal
463,CAMPA,Circle-South,Div-F,Range-6,2019,Plantation,20625000.00,19206467.23,RangeOfficer,2019-04-28,Normal
464,EcoTourism,Circle-East,Div-E,Range-3,2024,Plantation,5597000.00,3724576.62,APCCF-Finance,2024-07-08,Normal
465,EcoTourism,Circle-East,Div-B,Range-2,2022,Community,1280000.00,488929.79,CF,2022-07-02,UnderUtilised
466,TeakImprovement,Circle-South,Div-E,Range-7,2020,Community,5140000.00,3050643.27,DFO,2020-11-29,UnderUtilised
467,WildlifeProtection,Circle-North,Div-A,Range-8,2019,Equipment,5074000.00,3772908.80,APCCF-Finance,2019-04-14,Normal
468,EcoTourism,Circle-East,Div-B,Range-1,2021,Works,4075000.00,1652526.87,RangeOfficer,2021-08-14,UnderUtilised
469,CAMPA,Circle-South,Div-A,Range-1,2022,Protection,10137000.00,5562025.50,DFO,2023-01-25,UnderUtilised
470,GreenIndiaMission,Circle-West,Div-A,Range-5,2020,Works,11855000.00,9237537.09,CF,2021-01-26,Normal
471,EcoTourism,Circle-West,Div-F,Range-5,2018,Salary,2837000.00,2567372.07,CF,2018-11-08,Normal
472,WildlifeProtection,Circle-West,Div-A,Range-6,2018,Plantation,6286000.00,6246653.48,CF,2019-02-24,Normal
473,CAMPA,Circle-South,Div-F,Range-8,2019,Community,11746000.00,9367589.48,AccountsOfficer,2019-05-08,Normal
474,TeakImprovement,Circle-East,Div-D,Range-6,2022,Protection,10445000.00,3727223.57,APCCF-Finance,2023-02-19,UnderUtilised
475,WildlifeProtection,Circle-East,Div-A,Range-8,2024,Protection,8137000.00,2709784.43,APCCF-Finance,2024-09-18,UnderUtilised
476,TeakImprovement,Circle-North,Div-B,Range-3,2022,Equipment,9993000.00,5213383.09,RangeOfficer,2022-12-12,UnderUtilised
477,EcoTourism,Circle-South,Div-A,Range-10,2024,Works,3555000.00,1126071.41,DFO,2025-02-23,UnderUtilised
478,TeakImprovement,Circle-North,Div-D,Range-4,2022,Protection,8878000.00,7497788.13,DFO,2022-04-20,Normal
479,FireManagement,Circle-East,Div-F,Range-4,2019,Plantation,9445000.00,2927077.36,RangeOfficer,2019-04-27,UnderUtilised
480,FireManagement,Circle-East,Div-D,Range-8,2019,Equipment,5171000.00,3762673.25,DFO,2020-01-14,Normal
481,CAMPA,Circle-West,Div-C,Range-2,2018,Plantation,27778000.00,24981913.11,AccountsOfficer,2018-05-06,Normal
482,TeakImprovement,Circle-West,Div-F,Range-9,2020,Protection,6277000.00,3301507.63,RangeOfficer,2020-11-21,UnderUtilised
483,FireManagement,Circle-West,Div-B,Range-9,2021,Salary,3024000.00,1335928.57,CF,2021-08-25,UnderUtilised
484,CAMPA,Circle-South,Div-A,Range-10,2024,Plantation,11858000.00,9410579.26,APCCF-Finance,2024-08-05,Normal
485,FireManagement,Circle-South,Div-F,Range-6,2025,Works,3673000.00,2125257.61,RangeOfficer,2025-07-23,UnderUtilised
486,FireManagement,Circle-West,Div-F,Range-1,2019,Protection,3266000.00,2041382.23,AccountsOfficer,2019-12-01,Normal
487,CAMPA,Circle-North,Div-B,Range-4,2018,Protection,7794000.00,7525414.40,APCCF-Finance,2019-01-26,Normal
488,GreenIndiaMission,Circle-East,Div-F,Range-9,2025,Plantation,14579000.00,9408757.38,AccountsOfficer,2025-09-05,Normal
489,EcoTourism,Circle-West,Div-E,Range-9,2021,Plantation,7102000.00,6086230.74,DFO,2022-01-16,Normal
490,EcoTourism,Circle-North,Div-B,Range-2,2023,Community,1355000.00,738726.28,RangeOfficer,2023-10-17,UnderUtilised
491,TeakImprovement,Circle-West,Div-B,Range-2,2024,Works,12882000.00,11046907.94,DFO,2024-06-09,Normal
492,TeakImprovement,Circle-East,Div-C,Range-8,2023,Community,9873000.00,10045344.43,DFO,2023-08-28,OverUtilised
493,GreenIndiaMission,Circle-South,Div-A,Range-4,2021,Salary,4319000.00,3221041.98,RangeOfficer,2021-04-10,Normal
494,GreenIndiaMission,Circle-North,Div-D,Range-3,2024,Equipment,12953000.00,7477451.75,AccountsOfficer,2024-11-16,UnderUtilised
495,FireManagement,Circle-East,Div-E,Range-7,2018,Community,2957000.00,1301521.48,CF,2019-03-30,UnderUtilised
496,FireManagement,Circle-North,Div-A,Range-8,2021,Protection,2399000.00,755905.42,AccountsOfficer,2021-08-17,UnderUtilised
497,WildlifeProtection,Circle-West,Div-B,Range-9,2024,Plantation,6729000.00,6412868.38,DFO,2024-09-11,Normal
498,EcoTourism,Circle-South,Div-F,Range-6,2021,Community,1884000.00,1506822.20,CF,2021-11-22,Normal
499,EcoTourism,Circle-South,Div-D,Range-6,2018,Plantation,5554000.00,1804056.11,DFO,2018-11-02,UnderUtilised
500,CAMPA,Circle-North,Div-A,Range-5,2018,Plantation,10985000.00,4263726.77,RangeOfficer,2019-03-11,UnderUtilised
501,CAMPA,Circle-West,Div-B,Range-5,2025,Equipment,12053000.00,10748069.92,DFO,2025-12-19,Normal
502,WildlifeProtection,Circle-East,Div-A,Range-3,2018,Salary,5331000.00,4197589.00,AccountsOfficer,2019-03-29,Normal
503,GreenIndiaMission,Circle-South,Div-D,Range-1,2022,Equipment,11566000.00,9143816.57,APCCF-Finance,2022-10-19,Normal
504,GreenIndiaMission,Circle-East,Div-F,Range-1,2025,Plantation,24566000.00,8118657.37,APCCF-Finance,2025-12-08,UnderUtilised
505,CAMPA,Circle-South,Div-F,Range-7,2018,Equipment,12134000.00,3830569.49,APCCF-Finance,2019-02-07,UnderUtilised
506,EcoTourism,Circle-West,Div-D,Range-3,2025,Plantation,6896000.00,4757710.89,AccountsOfficer,2026-01-15,Normal
507,CAMPA,Circle-East,Div-A,Range-7,2023,Equipment,18362000.00,14475735.78,DFO,2023-12-13,Normal
508,WildlifeProtection,Circle-North,Div-E,Range-6,2022,Protection,5431000.00,1926474.29,APCCF-Finance,2022-10-07,UnderUtilised
509,GreenIndiaMission,Circle-North,Div-F,Range-4,2024,Equipment,13065000.00,12374822.17,DFO,2024-09-30,Normal
510,WildlifeProtection,Circle-North,Div-F,Range-7,2018,Works,10346000.00,10755470.89,AccountsOfficer,2018-11-29,OverUtilised
511,WildlifeProtection,Circle-East,Div-E,Range-4,2022,Equipment,9667000.00,7892390.11,DFO,2022-10-29,Normal
512,CAMPA,Circle-West,Div-A,Range-5,2025,Salary,9215000.00,2767466.36,AccountsOfficer,2026-03-23,UnderUtilised
513,WildlifeProtection,Circle-West,Div-A,Range-7,2023,Plantation,7602000.00,3836418.44,DFO,2023-12-25,UnderUtilised
514,TeakImprovement,Circle-North,Div-F,Range-10,2018,Plantation,10545000.00,3283015.54,DFO,2018-07-14,UnderUtilised
515,EcoTourism,Circle-East,Div-C,Range-5,2019,Community,3271000.00,2642559.29,APCCF-Finance,2019-04-02,Normal
516,EcoTourism,Circle-South,Div-F,Range-7,2024,Works,2600000.00,2575553.80,CF,2024-04-23,Normal
517,GreenIndiaMission,Circle-South,Div-F,Range-4,2018,Salary,9693000.00,4761346.84,CF,2019-03-07,UnderUtilised
518,GreenIndiaMission,Circle-East,Div-D,Range-2,2020,Works,20432000.00,8494170.24,CF,2020-04-05,UnderUtilised
519,GreenIndiaMission,Circle-South,Div-F,Range-9,2019,Equipment,15294000.00,13524624.40,RangeOfficer,2020-02-23,Normal
520,FireManagement,Circle-South,Div-D,Range-4,2022,Community,2457000.00,2233922.18,DFO,2022-05-06,Normal
521,TeakImprovement,Circle-West,Div-A,Range-10,2022,Protection,5311000.00,4401624.30,CF,2022-08-14,Normal
522,WildlifeProtection,Circle-West,Div-D,Range-3,2025,Salary,5501000.00,2143182.62,APCCF-Finance,2025-06-10,UnderUtilised
523,FireManagement,Circle-West,Div-C,Range-8,2021,Equipment,4937000.00,2309135.46,DFO,2021-10-13,UnderUtilised
524,GreenIndiaMission,Circle-North,Div-E,Range-5,2018,Community,7841000.00,3493960.32,DFO,2018-06-19,UnderUtilised
525,WildlifeProtection,Circle-North,Div-D,Range-6,2023,Community,6034000.00,3578844.94,RangeOfficer,2023-07-10,UnderUtilised
526,GreenIndiaMission,Circle-East,Div-C,Range-10,2019,Works,19113000.00,7070694.97,CF,2020-03-03,UnderUtilised
527,GreenIndiaMission,Circle-East,Div-B,Range-5,2022,Plantation,14664000.00,8845813.37,DFO,2022-05-25,Normal
528,TeakImprovement,Circle-West,Div-D,Range-1,2024,Protection,6747000.00,5098381.40,RangeOfficer,2025-02-10,Normal
529,FireManagement,Circle-West,Div-C,Range-1,2025,Community,4160000.00,3612714.07,DFO,2025-12-30,Normal
530,FireManagement,Circle-East,Div-B,Range-3,2025,Salary,2796000.00,1547234.53,CF,2026-03-20,UnderUtilised
531,TeakImprovement,Circle-North,Div-B,Range-3,2019,Equipment,12805000.00,10555222.50,CF,2019-06-14,Normal
532,WildlifeProtection,Circle-West,Div-E,Range-8,2021,Community,5012000.00,2965429.53,RangeOfficer,2021-09-23,UnderUtilised
533,GreenIndiaMission,Circle-East,Div-E,Range-8,2020,Works,14651000.00,8549247.78,DFO,2021-02-09,UnderUtilised
534,WildlifeProtection,Circle-North,Div-D,Range-8,2022,Plantation,14633000.00,5279114.20,DFO,2023-03-17,UnderUtilised
535,EcoTourism,Circle-West,Div-D,Range-3,2025,Works,5843000.00,3298387.41,AccountsOfficer,2026-01-23,UnderUtilised
536,EcoTourism,Circle-West,Div-F,Range-8,2022,Protection,2478000.00,1414805.00,CF,2022-04-30,UnderUtilised
537,FireManagement,Circle-North,Div-C,Range-5,2021,Equipment,3423000.00,2026995.23,CF,2021-08-12,UnderUtilised
538,TeakImprovement,Circle-South,Div-F,Range-2,2024,Protection,7299000.00,2804709.25,APCCF-Finance,2024-07-03,UnderUtilised
539,FireManagement,Circle-South,Div-B,Range-2,2019,Protection,2988000.00,2470820.33,AccountsOfficer,2020-01-02,Normal
540,TeakImprovement,Circle-North,Div-B,Range-8,2018,Community,6917000.00,3766161.47,AccountsOfficer,2019-01-22,UnderUtilised
541,EcoTourism,Circle-North,Div-D,Range-2,2019,Equipment,4190000.00,2925736.54,DFO,2019-12-19,Normal
542,EcoTourism,Circle-South,Div-E,Range-6,2024,Equipment,3260000.00,2688515.55,CF,2024-12-21,Normal
543,EcoTourism,Circle-North,Div-C,Range-5,2018,Works,4164000.00,2361032.37,APCCF-Finance,2018-09-25,UnderUtilised
544,FireManagement,Circle-North,Div-A,Range-7,2023,Plantation,6087000.00,3297978.99,DFO,2023-06-16,UnderUtilised
545,WildlifeProtection,Circle-South,Div-F,Range-8,2018,Community,4635000.00,2567151.68,APCCF-Finance,2018-09-10,UnderUtilised
546,WildlifeProtection,Circle-South,Div-B,Range-3,2025,Community,4983000.00,2084918.72,DFO,2026-01-19,UnderUtilised
547,GreenIndiaMission,Circle-North,Div-E,Range-4,2025,Community,11686000.00,5455852.87,APCCF-Finance,2025-11-13,UnderUtilised
548,CAMPA,Circle-North,Div-A,Range-1,2020,Plantation,13397000.00,8056699.73,AccountsOfficer,2020-05-01,Normal
549,TeakImprovement,Circle-South,Div-C,Range-3,2023,Community,6945000.00,6719962.81,CF,2024-03-11,Normal
550,WildlifeProtection,Circle-East,Div-F,Range-7,2018,Community,3487000.00,2677766.46,AccountsOfficer,2018-09-16,Normal
551,TeakImprovement,Circle-West,Div-D,Range-4,2024,Plantation,17796000.00,6771571.95,DFO,2024-12-19,UnderUtilised
552,GreenIndiaMission,Circle-North,Div-A,Range-1,2025,Works,16566000.00,14678383.16,RangeOfficer,2026-01-09,Normal
553,TeakImprovement,Circle-West,Div-F,Range-7,2019,Works,9916000.00,7148077.91,DFO,2019-07-21,Normal
554,CAMPA,Circle-West,Div-A,Range-2,2022,Salary,8208000.00,8257507.76,DFO,2022-04-23,OverUtilised
555,EcoTourism,Circle-South,Div-E,Range-2,2021,Community,2845000.00,2499334.65,AccountsOfficer,2021-06-14,Normal
556,WildlifeProtection,Circle-South,Div-A,Range-7,2021,Salary,2487000.00,812100.03,AccountsOfficer,2021-08-23,UnderUtilised
557,GreenIndiaMission,Circle-West,Div-A,Range-6,2024,Works,17936000.00,12349848.21,APCCF-Finance,2024-04-05,Normal
558,GreenIndiaMission,Circle-South,Div-E,Range-7,2022,Community,9473000.00,8168774.05,AccountsOfficer,2022-08-12,Normal
559,GreenIndiaMission,Circle-South,Div-E,Range-6,2024,Works,8654000.00,7974054.78,CF,2024-06-22,Normal
560,CAMPA,Circle-West,Div-E,Range-5,2022,Plantation,14368000.00,4737530.79,RangeOfficer,2023-03-20,UnderUtilised
561,TeakImprovement,Circle-North,Div-D,Range-3,2023,Works,12501000.00,4702732.53,DFO,2023-10-04,UnderUtilised
562,CAMPA,Circle-North,Div-E,Range-8,2024,Equipment,17289000.00,12395618.15,RangeOfficer,2024-12-29,Normal
563,EcoTourism,Circle-East,Div-A,Range-7,2021,Equipment,3675000.00,2901111.54,RangeOfficer,2021-08-13,Normal
564,CAMPA,Circle-North,Div-F,Range-6,2024,Salary,10212000.00,7465375.66,APCCF-Finance,2025-01-01,Normal
565,CAMPA,Circle-East,Div-D,Range-3,2025,Salary,8306000.00,3465064.07,AccountsOfficer,2025-06-20,UnderUtilised
566,EcoTourism,Circle-North,Div-D,Range-5,2025,Works,3921000.00,3821297.49,AccountsOfficer,2025-12-20,Normal
567,WildlifeProtection,Circle-West,Div-C,Range-5,2019,Equipment,7807000.00,7980856.10,AccountsOfficer,2019-10-09,OverUtilised
568,CAMPA,Circle-North,Div-D,Range-1,2022,Salary,8605000.00,2718758.48,CF,2023-01-10,UnderUtilised
569,EcoTourism,Circle-South,Div-B,Range-4,2018,Plantation,6102000.00,4811993.17,DFO,2018-11-06,Normal
570,WildlifeProtection,Circle-North,Div-A,Range-6,2025,Community,3833000.00,1314343.83,CF,2026-02-03,UnderUtilised
571,FireManagement,Circle-South,Div-C,Range-5,2018,Protection,4138000.00,1327885.70,RangeOfficer,2018-06-07,UnderUtilised
572,FireManagement,Circle-East,Div-A,Range-6,2025,Works,7992000.00,7821580.26,AccountsOfficer,2025-06-16,Normal
573,EcoTourism,Circle-West,Div-C,Range-1,2022,Works,2677000.00,1255421.62,RangeOfficer,2022-05-08,UnderUtilised
574,EcoTourism,Circle-North,Div-E,Range-4,2020,Community,1595000.00,1468974.13,APCCF-Finance,2020-09-06,Normal
575,CAMPA,Circle-East,Div-D,Range-9,2023,Community,7692000.00,6072807.21,CF,2023-06-21,Normal
576,TeakImprovement,Circle-South,Div-E,Range-1,2023,Plantation,15691000.00,15325024.91,AccountsOfficer,2023-05-08,Normal
577,FireManagement,Circle-East,Div-C,Range-8,2024,Plantation,5901000.00,5265607.19,CF,2025-02-22,Normal
578,EcoTourism,Circle-South,Div-E,Range-3,2020,Works,2722000.00,2785834.83,CF,2020-09-10,OverUtilised
579,WildlifeProtection,Circle-West,Div-A,Range-7,2025,Works,12264000.00,4152428.54,CF,2026-01-17,UnderUtilised
580,EcoTourism,Circle-North,Div-D,Range-2,2020,Works,5185000.00,3045926.68,CF,2021-01-28,UnderUtilised
581,FireManagement,Circle-East,Div-D,Range-10,2020,Salary,3972000.00,3489385.16,AccountsOfficer,2020-09-28,Normal
582,CAMPA,Circle-East,Div-D,Range-7,2019,Protection,8937000.00,7762008.79,APCCF-Finance,2019-06-24,Normal
583,FireManagement,Circle-North,Div-A,Range-5,2024,Salary,3610000.00,3393549.47,APCCF-Finance,2024-08-23,Normal
584,FireManagement,Circle-North,Div-E,Range-10,2022,Works,5958000.00,6209801.04,RangeOfficer,2023-01-26,OverUtilised
585,FireManagement,Circle-North,Div-B,Range-1,2024,Salary,1912000.00,1174917.70,CF,2024-04-07,Normal
586,FireManagement,Circle-West,Div-E,Range-4,2022,Works,7823000.00,7122846.72,CF,2022-08-14,Normal
587,CAMPA,Circle-South,Div-C,Range-8,2022,Equipment,17419000.00,16330079.06,RangeOfficer,2022-09-03,Normal
588,GreenIndiaMission,Circle-North,Div-A,Range-6,2025,Equipment,11668000.00,8548031.81,AccountsOfficer,2025-12-13,Normal
589,TeakImprovement,Circle-South,Div-C,Range-1,2019,Equipment,7359000.00,3555922.56,AccountsOfficer,2020-01-13,UnderUtilised
590,WildlifeProtection,Circle-North,Div-C,Range-9,2018,Salary,2714000.00,1710992.34,DFO,2018-04-28,Normal
591,TeakImprovement,Circle-East,Div-C,Range-7,2020,Equipment,8501000.00,3268740.45,AccountsOfficer,2020-08-04,UnderUtilised
592,TeakImprovement,Circle-East,Div-A,Range-10,2020,Salary,8225000.00,4863417.81,DFO,2020-09-24,UnderUtilised
593,TeakImprovement,Circle-North,Div-A,Range-7,2024,Equipment,10261000.00,8104235.14,RangeOfficer,2024-11-28,Normal
594,TeakImprovement,Circle-West,Div-E,Range-3,2020,Equipment,9595000.00,4790591.41,APCCF-Finance,2020-09-08,UnderUtilised
595,EcoTourism,Circle-East,Div-B,Range-6,2025,Works,4528000.00,3883818.53,AccountsOfficer,2025-04-20,Normal
596,EcoTourism,Circle-East,Div-D,Range-5,2020,Plantation,4636000.00,2864450.43,DFO,2020-08-25,Normal
597,EcoTourism,Circle-West,Div-A,Range-1,2020,Protection,4187000.00,4086581.50,DFO,2020-08-26,Normal
598,EcoTourism,Circle-East,Div-B,Range-3,2023,Protection,1756000.00,1661817.75,APCCF-Finance,2023-06-22,Normal
599,GreenIndiaMission,Circle-East,Div-D,Range-6,2023,Equipment,12852000.00,5282042.98,DFO,2023-10-08,UnderUtilised
600,WildlifeProtection,Circle-East,Div-C,Range-3,2022,Plantation,10570000.00,5608953.68,RangeOfficer,2022-04-18,UnderUtilised
601,CAMPA,Circle-West,Div-A,Range-4,2025,Protection,13599000.00,11526497.25,CF,2025-07-12,Normal
602,TeakImprovement,Circle-South,Div-E,Range-4,2018,Salary,4963000.00,1801844.97,DFO,2018-06-07,UnderUtilised
603,EcoTourism,Circle-South,Div-C,Range-9,2020,Plantation,4907000.00,3273310.35,AccountsOfficer,2020-08-29,Normal
604,TeakImprovement,Circle-East,Div-A,Range-4,2021,Works,5956000.00,4326620.79,DFO,2021-05-28,Normal
605,CAMPA,Circle-South,Div-A,Range-9,2023,Equipment,7129000.00,3445671.88,RangeOfficer,2024-01-19,UnderUtilised
606,CAMPA,Circle-West,Div-D,Range-9,2023,Works,11440000.00,6229359.71,APCCF-Finance,2023-04-16,UnderUtilised
607,GreenIndiaMission,Circle-East,Div-E,Range-6,2022,Equipment,7255000.00,7581217.46,AccountsOfficer,2023-02-11,OverUtilised
608,FireManagement,Circle-East,Div-A,Range-5,2018,Works,6509000.00,5647245.43,RangeOfficer,2018-11-03,Normal
609,FireManagement,Circle-North,Div-A,Range-1,2021,Community,3570000.00,2839151.24,AccountsOfficer,2021-05-27,Normal
610,GreenIndiaMission,Circle-South,Div-C,Range-5,2020,Protection,7658000.00,4328809.09,APCCF-Finance,2021-01-12,UnderUtilised
611,GreenIndiaMission,Circle-South,Div-A,Range-3,2018,Protection,8547000.00,4538890.90,CF,2018-10-28,UnderUtilised
612,GreenIndiaMission,Circle-North,Div-A,Range-7,2019,Protection,6717000.00,5742554.31,AccountsOfficer,2019-10-31,Normal
613,CAMPA,Circle-West,Div-F,Range-6,2019,Works,14929000.00,9431697.79,AccountsOfficer,2019-10-13,Normal
614,CAMPA,Circle-East,Div-D,Range-5,2023,Plantation,17179000.00,6695772.11,RangeOfficer,2024-01-01,UnderUtilised
615,WildlifeProtection,Circle-North,Div-F,Range-10,2025,Equipment,6317000.00,5211282.97,APCCF-Finance,2025-10-08,Normal
616,WildlifeProtection,Circle-South,Div-E,Range-8,2024,Plantation,14530000.00,10039311.98,RangeOfficer,2024-07-15,Normal
617,EcoTourism,Circle-East,Div-A,Range-5,2024,Protection,1785000.00,1078313.97,APCCF-Finance,2024-08-29,Normal
618,FireManagement,Circle-West,Div-E,Range-3,2019,Equipment,5689000.00,5847621.65,AccountsOfficer,2019-09-20,OverUtilised
619,FireManagement,Circle-South,Div-E,Range-2,2022,Community,3516000.00,1316836.73,RangeOfficer,2022-05-25,UnderUtilised
620,EcoTourism,Circle-North,Div-B,Range-7,2020,Equipment,4062000.00,2592131.14,AccountsOfficer,2020-05-14,Normal
621,TeakImprovement,Circle-East,Div-E,Range-5,2018,Plantation,8974000.00,7361939.20,APCCF-Finance,2018-10-28,Normal
622,EcoTourism,Circle-East,Div-F,Range-9,2025,Community,3600000.00,1456348.48,RangeOfficer,2025-10-26,UnderUtilised
623,TeakImprovement,Circle-North,Div-E,Range-3,2022,Works,8549000.00,7555186.11,CF,2023-01-20,Normal
624,TeakImprovement,Circle-West,Div-B,Range-1,2018,Equipment,10126000.00,3253466.72,AccountsOfficer,2018-10-01,UnderUtilised
625,TeakImprovement,Circle-South,Div-C,Range-1,2018,Protection,5462000.00,3080775.63,CF,2018-10-13,UnderUtilised
626,EcoTourism,Circle-West,Div-C,Range-3,2022,Protection,2884000.00,1467358.26,APCCF-Finance,2022-06-11,UnderUtilised
627,TeakImprovement,Circle-North,Div-A,Range-7,2025,Plantation,20047000.00,13442761.44,APCCF-Finance,2025-06-08,Normal
628,GreenIndiaMission,Circle-North,Div-A,Range-10,2020,Works,15444000.00,4814737.18,AccountsOfficer,2020-11-04,UnderUtilised
629,EcoTourism,Circle-East,Div-D,Range-1,2022,Plantation,6317000.00,2410182.35,DFO,2023-01-11,UnderUtilised
630,EcoTourism,Circle-North,Div-F,Range-3,2022,Community,3427000.00,1921264.99,APCCF-Finance,2023-01-01,UnderUtilised
631,EcoTourism,Circle-South,Div-E,Range-9,2023,Works,5143000.00,2011594.96,APCCF-Finance,2023-09-13,UnderUtilised
632,CAMPA,Circle-West,Div-D,Range-5,2019,Plantation,22844000.00,21303100.28,APCCF-Finance,2019-08-21,Normal
633,CAMPA,Circle-North,Div-A,Range-7,2025,Plantation,22704000.00,16330876.11,DFO,2025-08-22,Normal
634,CAMPA,Circle-East,Div-E,Range-10,2021,Equipment,13778000.00,7153333.50,CF,2021-12-04,UnderUtilised
635,FireManagement,Circle-West,Div-A,Range-7,2024,Salary,2839000.00,1646963.89,CF,2024-04-07,UnderUtilised
636,TeakImprovement,Circle-West,Div-C,Range-7,2023,Works,15258000.00,10615224.91,APCCF-Finance,2024-03-02,Normal
637,GreenIndiaMission,Circle-West,Div-B,Range-3,2023,Works,13568000.00,6387205.57,AccountsOfficer,2024-03-01,UnderUtilised
638,GreenIndiaMission,Circle-East,Div-C,Range-4,2025,Equipment,12276000.00,7882008.94,AccountsOfficer,2025-12-04,Normal
639,EcoTourism,Circle-East,Div-B,Range-3,2021,Community,3658000.00,2063899.00,RangeOfficer,2021-10-11,UnderUtilised
640,FireManagement,Circle-West,Div-E,Range-7,2020,Protection,4175000.00,2470165.86,APCCF-Finance,2021-02-26,UnderUtilised
641,GreenIndiaMission,Circle-East,Div-E,Range-10,2025,Protection,9781000.00,3219951.79,AccountsOfficer,2025-05-28,UnderUtilised
642,WildlifeProtection,Circle-East,Div-D,Range-6,2020,Community,4637000.00,2757642.95,AccountsOfficer,2020-09-08,UnderUtilised
643,EcoTourism,Circle-West,Div-A,Range-10,2024,Equipment,4254000.00,4208574.89,APCCF-Finance,2024-12-23,Normal
644,TeakImprovement,Circle-South,Div-D,Range-9,2024,Salary,5272000.00,1853835.03,CF,2024-05-28,UnderUtilised
645,EcoTourism,Circle-South,Div-A,Range-8,2019,Community,2713000.00,1043355.39,APCCF-Finance,2020-02-25,UnderUtilised
646,FireManagement,Circle-South,Div-A,Range-1,2025,Works,4287000.00,3712409.10,CF,2025-05-04,Normal
647,CAMPA,Circle-East,Div-B,Range-7,2021,Community,14724000.00,7052137.89,RangeOfficer,2021-09-15,UnderUtilised
648,CAMPA,Circle-West,Div-D,Range-1,2020,Works,21330000.00,12021207.35,DFO,2020-04-29,UnderUtilised
649,WildlifeProtection,Circle-North,Div-A,Range-5,2018,Protection,4285000.00,1487966.82,APCCF-Finance,2019-02-10,UnderUtilised
650,TeakImprovement,Circle-North,Div-B,Range-5,2019,Protection,5913000.00,2786272.00,AccountsOfficer,2019-12-08,UnderUtilised
651,FireManagement,Circle-West,Div-C,Range-5,2020,Works,8592000.00,4240539.71,APCCF-Finance,2020-07-30,UnderUtilised
652,TeakImprovement,Circle-North,Div-A,Range-3,2025,Plantation,13135000.00,12513896.99,RangeOfficer,2026-01-24,Normal
