blockId,zone,blockType,siteQuality,agroZone,soilClass,slopeClass,areaHa,plantingYear,rotationAge,firstThinningYear,secondThinningYear,finalHarvestYear,treesPerHa,avgDBH_cm,avgHeight_m,stocking_m3_per_ha,heartwoodShare_pct,riskIndex,roadDistance_km,marketDistance_km,nextOperationType,nextOperationYear,priorityScore
282,Zone-1,Boundary,Poor,High Rainfall,Loam,Moderate,1.16,2002,19,2011,2014,2021,625,40.4,31.3,29.34,49.2,67.6,10.27,47.8,FinalHarvestOverdue,2025,100.0
283,Zone-5,Farmer,Poor,Low Rainfall,Laterite,Moderate,4.75,2003,20,2011,2016,2023,816,41.2,21.1,82.59,43.0,67.5,14.71,59.27,FinalHarvestOverdue,2025,100.0
284,Zone-4,Farmer,Excellent,High Rainfall,Sandy,Moderate,1.9,2020,34,2030,2032,2054,1111,9.6,5.3,1.93,13.8,53.0,18.61,14.04,FirstThinning,2030,93.0
285,Zone-2,Estate,Excellent,Low Rainfall,Clay,Flat,8.66,2013,27,2022,2029,2040,1600,19.5,19.4,65.52,29.0,69.1,15.08,48.14,SecondThinning,2029,100.0
286,Zone-1,Farmer,Excellent,Medium Rainfall,Laterite,Gentle,4.17,1997,32,2004,2013,2029,816,30.3,24.8,62.67,55.3,60.9,15.26,41.07,FinalHarvest,2029,96.4
287,Zone-2,Block,Excellent,High Rainfall,Loam,Gentle,6.82,2003,31,2012,2019,2034,1600,27.3,25.0,93.09,42.7,45.7,6.96,54.16,FinalHarvest,2034,88.7
288,Zone-3,Farmer,Good,High Rainfall,Laterite,Gentle,11.57,2002,25,2011,2015,2027,625,42.1,21.3,207.5,41.5,68.5,18.54,70.16,FinalHarvest,2027,100.0
289,Zone-3,Estate,Good,High Rainfall,Sandy,Moderate,11.8,1995,27,2003,2011,2022,1600,29.1,26.3,180.62,57.6,54.5,14.63,15.6,FinalHarvestOverdue,2025,100.0
290,Zone-1,Block,Poor,Medium Rainfall,Loam,Flat,7.82,2020,22,2029,2032,2042,1111,8.3,4.0,5.19,10.0,48.1,17.06,54.51,FirstThinning,2029,94.8
291,Zone-1,Estate,Good,High Rainfall,Laterite,Gentle,24.52,2011,23,2020,2026,2034,1600,19.9,18.0,175.66,27.6,67.8,0.53,23.55,SecondThinning,2026,100.0
292,Zone-5,Boundary,Good,Medium Rainfall,Laterite,Gentle,1.44,2016,27,2025,2030,2043,625,11.9,13.9,4.76,18.0,64.4,12.55,70.9,SecondThinning,2030,98.1
293,Zone-1,Boundary,Medium,Low Rainfall,Clay,Steep,16.77,1997,25,2007,2013,2022,625,44.2,27.3,404.71,57.3,46.8,4.88,16.46,FinalHarvestOverdue,2025,97.4
294,Zone-3,Boundary,Excellent,High Rainfall,Loam,Gentle,16.66,2013,33,2021,2026,2046,625,21.1,19.6,137.8,24.2,44.1,19.91,78.18,SecondThinning,2026,95.6
295,Zone-2,Farmer,Good,Low Rainfall,Sandy,Gentle,8.62,1999,22,2008,2014,2021,816,31.1,28.9,154.95,55.2,59.1,14.79,16.4,FinalHarvestOverdue,2025,100.0
296,Zone-2,Estate,Medium,Low Rainfall,Sandy,Moderate,15.53,2014,21,2022,2027,2035,1600,21.6,19.5,130.82,21.8,55.1,12.13,58.4,SecondThinning,2027,98.6
297,Zone-3,Farmer,Excellent,Medium Rainfall,Laterite,Gentle,4.93,2002,25,2012,2014,2027,816,44.0,22.7,98.48,47.7,46.1,4.17,18.28,FinalHarvest,2027,98.2
298,Zone-4,Block,Good,Medium Rainfall,Loam,Steep,10.72,1996,28,2005,2011,2024,1600,35.4,25.4,192.78,61.3,41.3,19.92,43.9,FinalHarvestOverdue,2025,98.1
299,Zone-4,Estate,Excellent,High Rainfall,Sandy,Gentle,7.99,2007,29,2016,2022,2036,1600,22.2,18.9,67.05,31.5,55.5,2.93,67.24,FinalHarvest,2036,89.5
300,Zone-4,Estate,Poor,Low Rainfall,Loam,Steep,10.93,2009,18,2017,2024,2027,1600,26.8,14.7,86.12,30.2,59.5,14.26,17.3,FinalHarvest,2027,100.0
301,Zone-1,Estate,Poor,High Rainfall,Laterite,Moderate,3.05,2017,21,2025,2032,2038,1111,10.4,9.0,5.71,14.4,66.1,17.27,17.16,SecondThinning,2032,95.8
302,Zone-2,Farmer,Poor,Medium Rainfall,Clay,Moderate,18.52,2009,20,2017,2021,2029,1111,27.6,14.0,143.12,34.7,40.4,10.0,42.4,FinalHarvest,2029,94.1
303,Zone-1,Block,Medium,Low Rainfall,Laterite,Steep,10.84,1997,24,2004,2010,2021,1111,37.4,26.7,216.49,59.3,41.5,3.05,54.0,FinalHarvestOverdue,2025,96.7
304,Zone-1,Farmer,Poor,High Rainfall,Clay,Moderate,23.09,1996,18,2006,2009,2014,1111,38.4,27.3,484.11,59.9,57.8,15.77,18.31,FinalHarvestOverdue,2025,100.0
305,Zone-4,Boundary,Poor,Low Rainfall,Clay,Moderate,9.85,2007,18,2017,2023,2025,625,18.6,17.8,65.22,32.2,65.8,6.65,36.03,FinalHarvestOverdue,2025,100.0
306,Zone-2,Farmer,Poor,Low Rainfall,Sandy,Steep,18.38,2014,20,2024,2030,2034,816,20.6,18.6,140.85,23.2,67.8,12.32,42.23,SecondThinning,2030,98.6
307,Zone-4,Block,Medium,High Rainfall,Loam,Moderate,24.5,1995,20,2002,2010,2015,1600,39.7,22.5,437.69,61.2,52.4,1.01,31.22,FinalHarvestOverdue,2025,100.0
308,Zone-2,Estate,Medium,High Rainfall,Clay,Moderate,19.96,2004,22,2013,2016,2026,1600,38.7,24.1,372.32,44.2,58.5,0.68,18.17,FinalHarvest,2026,99.9
309,Zone-3,Boundary,Excellent,Medium Rainfall,Sandy,Gentle,12.56,2015,32,2024,2030,2047,625,16.3,10.5,42.99,22.4,65.1,6.06,59.37,SecondThinning,2030,96.2
310,Zone-3,Estate,Medium,High Rainfall,Clay,Moderate,2.59,1999,22,2006,2013,2021,1111,37.5,30.1,58.47,52.7,51.7,11.94,69.84,FinalHarvestOverdue,2025,99.5
311,Zone-3,Boundary,Poor,Medium Rainfall,Laterite,Flat,12.93,2002,20,2012,2016,2022,625,29.3,23.6,178.82,42.1,63.5,15.58,73.5,FinalHarvestOverdue,2025,100.0
312,Zone-4,Estate,Excellent,High Rainfall,Loam,Gentle,9.16,2010,33,2019,2024,2043,1600,25.7,14.8,69.68,34.8,55.5,19.86,20.39,FinalHarvest,2043,80.9
313,Zone-1,Block,Excellent,High Rainfall,Sandy,Flat,8.46,1996,35,2003,2010,2031,1111,42.8,21.2,153.53,60.7,62.4,0.55,61.89,FinalHarvest,2031,93.5
314,Zone-2,Boundary,Medium,Low Rainfall,Clay,Moderate,13.77,2019,23,2026,2033,2042,625,11.2,9.6,29.61,10.0,58.7,10.33,20.49,FirstThinning,2026,99.5
315,Zone-3,Boundary,Good,Low Rainfall,Clay,Gentle,5.11,2004,27,2014,2016,2031,625,27.6,25.6,72.21,43.8,43.2,1.17,36.98,FinalHarvest,2031,92.8
316,Zone-2,Block,Good,Medium Rainfall,Clay,Gentle,18.11,2016,30,2023,2031,2046,1600,10.7,12.8,49.61,20.0,42.9,6.28,53.33,SecondThinning,2031,91.6
317,Zone-4,Block,Medium,Low Rainfall,Loam,Moderate,22.91,2007,21,2016,2021,2028,1111,22.9,14.5,152.15,32.1,54.4,16.93,26.17,FinalHarvest,2028,97.5
318,Zone-3,Farmer,Poor,Medium Rainfall,Sandy,Moderate,14.35,1997,20,2007,2012,2017,625,33.3,27.5,262.82,56.5,69.2,7.74,30.55,FinalHarvestOverdue,2025,100.0
319,Zone-5,Block,Excellent,High Rainfall,Clay,Gentle,5.15,2016,26,2026,2028,2042,1111,12.6,8.6,11.16,17.5,49.2,8.18,49.87,FirstThinning,2026,99.4
320,Zone-5,Block,Good,Medium Rainfall,Sandy,Flat,6.22,1999,22,2007,2012,2021,1111,35.6,24.7,109.39,52.8,45.9,13.66,28.74,FinalHarvestOverdue,2025,100.0
321,Zone-5,Boundary,Excellent,High Rainfall,Clay,Flat,14.99,2014,33,2024,2027,2047,625,26.5,14.5,115.2,26.0,69.0,0.12,47.0,SecondThinning,2027,99.6
322,Zone-3,Estate,Good,Low Rainfall,Loam,Steep,17.85,2007,27,2017,2022,2034,1111,22.4,15.7,125.55,32.7,44.2,11.15,68.25,FinalHarvest,2034,90.0
323,Zone-3,Block,Medium,Medium Rainfall,Loam,Gentle,1.28,2015,20,2023,2030,2035,1111,17.8,8.8,4.01,16.4,64.2,17.22,72.02,SecondThinning,2030,97.8
324,Zone-5,Block,Medium,Medium Rainfall,Laterite,Steep,10.23,2002,21,2012,2018,2023,1600,36.6,30.2,226.15,43.4,55.1,8.28,45.96,FinalHarvestOverdue,2025,100.0
325,Zone-3,Estate,Poor,High Rainfall,Laterite,Moderate,3.72,2010,18,2018,2026,2028,1111,22.6,14.6,24.55,33.9,42.7,9.5,60.63,SecondThinning,2026,98.3
326,Zone-1,Boundary,Poor,Medium Rainfall,Sandy,Steep,11.9,2010,22,2019,2025,2032,625,21.5,21.8,111.55,27.9,45.0,13.93,49.82,FinalHarvest,2032,91.2
327,Zone-3,Boundary,Poor,High Rainfall,Laterite,Gentle,14.75,2016,20,2023,2030,2036,625,13.9,8.8,36.08,13.8,63.5,5.12,51.18,SecondThinning,2030,97.7
328,Zone-3,Boundary,Poor,High Rainfall,Sandy,Gentle,22.84,2018,19,2028,2032,2037,625,16.5,9.6,72.36,16.0,54.5,16.01,69.65,FirstThinning,2028,98.3
329,Zone-3,Estate,Medium,High Rainfall,Loam,Steep,19.07,2008,23,2016,2023,2031,1600,20.1,19.9,152.56,32.5,59.3,15.13,13.7,FinalHarvest,2031,94.7
330,Zone-2,Block,Excellent,Medium Rainfall,Clay,Steep,18.91,2019,33,2027,2034,2052,1111,13.8,8.9,46.45,15.7,40.4,18.55,38.66,FirstThinning,2027,93.9
331,Zone-3,Estate,Poor,High Rainfall,Clay,Steep,15.65,2015,20,2024,2029,2035,1111,16.4,9.5,48.77,20.8,53.8,13.54,23.13,SecondThinning,2029,96.8
332,Zone-5,Farmer,Good,High Rainfall,Loam,Moderate,14.14,2016,22,2023,2028,2038,816,10.8,8.6,26.27,17.5,46.6,5.74,19.48,SecondThinning,2028,98.5
333,Zone-1,Estate,Poor,High Rainfall,Loam,Flat,17.99,1998,18,2006,2013,2016,1600,42.9,28.3,436.82,51.5,54.0,18.73,52.91,FinalHarvestOverdue,2025,100.0
334,Zone-3,Block,Good,Medium Rainfall,Loam,Flat,7.65,1996,28,2006,2010,2024,1600,30.2,29.8,137.69,54.8,42.1,19.59,20.05,FinalHarvestOverdue,2025,98.2
335,Zone-4,Farmer,Excellent,Low Rainfall,Loam,Steep,6.24,2015,26,2025,2029,2041,1111,10.3,8.4,10.8,22.3,63.3,0.47,42.33,SecondThinning,2029,99.3
336,Zone-1,Estate,Excellent,Medium Rainfall,Loam,Moderate,22.71,2013,25,2023,2028,2038,1111,22.0,19.8,197.85,27.1,42.1,4.59,33.83,SecondThinning,2028,96.4
337,Zone-4,Estate,Good,Medium Rainfall,Clay,Steep,2.32,2015,23,2024,2031,2038,1111,10.6,10.8,5.31,22.7,59.4,3.61,7.95,SecondThinning,2031,97.7
338,Zone-4,Farmer,Good,High Rainfall,Laterite,Flat,16.13,2006,29,2013,2021,2035,625,19.9,14.3,91.8,33.3,69.9,4.85,34.16,FinalHarvest,2035,93.4
339,Zone-5,Boundary,Excellent,High Rainfall,Laterite,Flat,1.89,1996,30,2003,2011,2026,625,27.4,29.7,30.76,59.7,53.8,13.59,70.57,FinalHarvest,2026,98.8
340,Zone-2,Farmer,Poor,Low Rainfall,Loam,Steep,16.69,2010,22,2017,2023,2032,625,24.5,14.1,115.31,31.3,67.1,16.43,12.3,FinalHarvest,2032,95.6
341,Zone-5,Farmer,Poor,Low Rainfall,Sandy,Steep,15.28,2014,19,2021,2027,2033,816,21.4,20.7,135.37,24.4,52.1,2.5,56.31,SecondThinning,2027,98.8
342,Zone-5,Farmer,Good,Low Rainfall,Sandy,Gentle,9.05,1998,26,2006,2013,2024,1111,38.9,26.6,187.29,53.4,67.8,0.91,12.5,FinalHarvestOverdue,2025,100.0
343,Zone-5,Block,Medium,Low Rainfall,Laterite,Flat,1.15,2000,20,2009,2015,2020,1111,38.8,22.5,20.08,51.4,55.7,8.3,75.36,FinalHarvestOverdue,2025,100.0
344,Zone-5,Estate,Medium,High Rainfall,Laterite,Flat,16.05,2020,22,2029,2035,2042,1600,7.8,4.8,12.02,14.9,69.3,12.42,69.7,FirstThinning,2029,99.1
345,Zone-5,Farmer,Excellent,High Rainfall,Loam,Moderate,2.27,1998,27,2008,2013,2025,1111,28.2,31.1,39.82,49.5,50.9,4.27,23.85,FinalHarvestOverdue,2025,100.0
346,Zone-5,Block,Poor,Low Rainfall,Sandy,Gentle,4.79,1995,21,2002,2007,2016,1600,39.4,27.1,102.29,58.3,46.0,13.57,29.43,FinalHarvestOverdue,2025,98.8
347,Zone-1,Boundary,Medium,Low Rainfall,Loam,Steep,21.88,2007,21,2014,2022,2028,625,23.9,14.4,150.6,35.4,46.5,12.23,18.35,FinalHarvest,2028,95.9
348,Zone-3,Farmer,Excellent,High Rainfall,Loam,Moderate,24.41,2001,30,2009,2013,2031,625,36.4,23.4,415.83,44.1,54.0,8.42,62.03,FinalHarvest,2031,93.8
349,Zone-2,Boundary,Medium,High Rainfall,Loam,Gentle,3.08,2011,23,2019,2027,2034,625,22.7,17.7,24.75,23.1,52.8,17.46,23.59,SecondThinning,2027,97.4
350,Zone-4,Farmer,Medium,High Rainfall,Sandy,Steep,24.52,1996,23,2003,2011,2019,625,32.9,29.7,479.18,60.0,42.9,9.96,11.23,FinalHarvestOverdue,2025,97.4
351,Zone-1,Block,Medium,Low Rainfall,Clay,Moderate,6.74,1997,20,2007,2011,2017,1600,39.1,30.3,159.7,58.5,40.7,9.15,62.89,FinalHarvestOverdue,2025,98.1
352,Zone-4,Farmer,Good,High Rainfall,Laterite,Flat,21.65,1997,28,2006,2013,2025,1111,30.9,29.0,388.01,58.0,58.4,11.55,20.54,FinalHarvestOverdue,2025,100.0
353,Zone-1,Boundary,Poor,High Rainfall,Clay,Flat,3.66,2006,21,2013,2020,2027,625,21.7,19.2,30.5,40.0,56.8,15.49,15.38,FinalHarvest,2027,99.0
354,Zone-3,Farmer,Poor,High Rainfall,Laterite,Gentle,19.08,2019,19,2028,2033,2038,816,14.0,10.5,56.1,10.0,51.2,9.1,42.61,FirstThinning,2028,97.6
355,Zone-1,Block,Good,Medium Rainfall,Clay,Flat,5.52,2009,23,2016,2024,2032,1600,20.9,21.7,50.07,28.1,48.3,13.97,42.22,FinalHarvest,2032,94.5
356,Zone-2,Estate,Good,Medium Rainfall,Loam,Steep,9.32,2009,22,2018,2022,2031,1600,18.2,20.4,69.21,35.3,55.6,6.78,48.4,FinalHarvest,2031,97.3
357,Zone-3,Block,Excellent,Medium Rainfall,Clay,Gentle,22.56,2004,27,2013,2017,2031,1111,32.4,23.5,343.54,45.5,44.5,5.76,76.72,FinalHarvest,2031,93.1
358,Zone-5,Farmer,Good,Low Rainfall,Loam,Gentle,4.87,1998,22,2007,2014,2020,1111,33.8,24.4,80.33,51.1,61.2,13.34,78.35,FinalHarvestOverdue,2025,100.0
359,Zone-2,Boundary,Excellent,High Rainfall,Loam,Moderate,3.92,1995,31,2005,2008,2026,625,44.0,31.1,107.28,56.6,69.1,10.97,43.06,FinalHarvest,2026,100.0
360,Zone-3,Block,Good,High Rainfall,Loam,Steep,9.13,1998,29,2005,2011,2027,1600,31.2,24.8,141.29,57.4,53.4,1.94,9.13,FinalHarvest,2027,98.1
361,Zone-2,Farmer,Good,Low Rainfall,Sandy,Flat,13.92,2009,23,2019,2022,2032,816,21.2,18.8,110.96,36.4,67.3,7.29,16.1,FinalHarvest,2032,98.3
362,Zone-4,Boundary,Excellent,Medium Rainfall,Sandy,Moderate,9.28,2004,32,2011,2017,2036,625,39.6,25.3,185.95,46.9,64.1,5.84,65.43,FinalHarvest,2036,90.0
363,Zone-4,Block,Medium,High Rainfall,Sandy,Gentle,5.99,2010,24,2019,2022,2034,1111,18.9,17.3,39.17,34.1,52.4,11.16,58.27,FinalHarvest,2034,89.9
364,Zone-2,Farmer,Medium,Medium Rainfall,Clay,Steep,2.01,2004,24,2013,2019,2028,625,39.8,22.7,36.32,44.9,44.6,6.07,53.04,FinalHarvest,2028,94.3
365,Zone-4,Estate,Good,Medium Rainfall,Loam,Steep,22.76,2015,25,2022,2027,2040,1111,13.9,13.8,87.32,21.0,50.9,9.66,37.71,SecondThinning,2027,99.2
366,Zone-3,Block,Poor,Medium Rainfall,Sandy,Moderate,4.91,1996,19,2005,2011,2015,1600,32.1,20.6,64.94,56.6,59.1,19.11,8.65,FinalHarvestOverdue,2025,100.0
367,Zone-3,Estate,Medium,High Rainfall,Loam,Flat,15.37,2000,24,2009,2014,2024,1111,30.4,28.4,265.4,48.6,56.0,7.1,15.78,FinalHarvestOverdue,2025,99.6
368,Zone-2,Boundary,Good,Medium Rainfall,Laterite,Moderate,23.1,2000,23,2008,2013,2023,625,35.1,30.0,486.49,53.0,56.8,13.82,76.44,FinalHarvestOverdue,2025,100.0
369,Zone-5,Estate,Excellent,Medium Rainfall,Sandy,Flat,20.65,1995,32,2004,2009,2027,1111,27.8,25.3,290.48,64.9,55.7,19.41,17.92,FinalHarvest,2027,97.3
370,Zone-3,Estate,Poor,Low Rainfall,Loam,Gentle,17.51,2004,19,2012,2017,2023,1600,33.5,29.2,342.57,38.1,40.6,9.74,37.34,FinalHarvestOverdue,2025,98.5
371,Zone-2,Estate,Poor,High Rainfall,Sandy,Steep,3.85,2003,18,2010,2017,2021,1600,40.1,29.4,90.78,48.2,46.2,18.03,18.86,FinalHarvestOverdue,2025,100.0
372,Zone-3,Estate,Poor,Low Rainfall,Clay,Moderate,9.45,2011,22,2019,2027,2033,1600,19.0,18.6,66.79,23.1,46.5,3.91,26.14,SecondThinning,2027,96.5
373,Zone-5,Estate,Poor,Low Rainfall,Laterite,Moderate,17.76,2000,21,2007,2013,2021,1111,44.6,25.1,397.63,50.1,52.2,15.25,28.57,FinalHarvestOverdue,2025,100.0
374,Zone-4,Estate,Medium,Medium Rainfall,Clay,Moderate,14.37,1996,20,2005,2011,2016,1600,32.7,25.5,239.65,60.4,60.6,16.84,21.94,FinalHarvestOverdue,2025,100.0
375,Zone-4,Boundary,Excellent,Low Rainfall,Sandy,Steep,23.54,2006,27,2013,2021,2033,625,24.7,17.2,200.01,38.2,60.3,2.47,34.61,FinalHarvest,2033,94.3
376,Zone-5,Estate,Medium,Low Rainfall,Clay,Gentle,9.13,2014,23,2021,2027,2037,1111,25.3,16.2,74.84,24.1,57.5,5.53,64.21,SecondThinning,2027,98.3
377,Zone-4,Boundary,Excellent,High Rainfall,Laterite,Steep,13.27,1999,32,2006,2011,2031,625,30.0,26.0,207.01,53.3,44.0,2.08,8.96,FinalHarvest,2031,91.0
378,Zone-1,Block,Poor,Low Rainfall,Laterite,Moderate,4.67,2014,22,2021,2026,2036,1111,25.9,15.6,37.74,23.6,54.7,5.31,30.77,SecondThinning,2026,99.1
379,Zone-5,Estate,Poor,Medium Rainfall,Sandy,Steep,11.8,2007,21,2017,2019,2028,1600,19.8,19.3,90.19,38.8,66.5,3.37,37.3,FinalHarvest,2028,99.9
380,Zone-3,Block,Excellent,Low Rainfall,Laterite,Steep,12.42,2000,33,2007,2015,2033,1111,34.9,31.7,274.81,51.2,50.6,19.56,29.04,FinalHarvest,2033,89.9
381,Zone-1,Estate,Medium,Medium Rainfall,Clay,Flat,19.36,2015,22,2025,2027,2037,1111,12.8,10.1,50.06,18.5,59.8,5.03,53.61,SecondThinning,2027,99.2
382,Zone-5,Estate,Poor,Medium Rainfall,Sandy,Moderate,5.07,2012,20,2019,2027,2032,1111,23.7,21.2,50.95,23.7,60.9,11.8,78.93,SecondThinning,2027,100.0
383,Zone-4,Block,Good,High Rainfall,Sandy,Steep,3.4,2016,25,2025,2031,2041,1111,11.3,9.8,7.53,22.7,46.1,12.75,78.06,SecondThinning,2031,94.2
384,Zone-1,Farmer,Good,Medium Rainfall,Sandy,Moderate,24.91,2007,25,2014,2023,2032,1111,23.9,16.2,192.89,36.7,55.9,8.6,31.05,FinalHarvest,2032,95.2
385,Zone-1,Boundary,Good,Medium Rainfall,Clay,Gentle,10.94,2003,30,2013,2019,2033,625,28.6,20.2,126.41,46.0,65.9,11.58,20.97,FinalHarvest,2033,94.2
386,Zone-4,Boundary,Excellent,High Rainfall,Sandy,Gentle,9.74,1999,28,2007,2013,2027,625,41.9,24.9,203.24,55.6,67.3,12.72,68.45,FinalHarvest,2027,100.0
387,Zone-3,Boundary,Medium,Medium Rainfall,Loam,Steep,6.72,1999,21,2006,2012,2020,625,40.9,23.7,130.28,51.9,69.7,8.5,72.92,FinalHarvestOverdue,2025,100.0
388,Zone-2,Farmer,Good,Low Rainfall,Sandy,Moderate,19.95,2003,30,2011,2015,2033,625,34.7,20.2,279.68,47.6,42.5,12.07,70.04,FinalHarvest,2033,89.5
389,Zone-4,Boundary,Poor,Medium Rainfall,Loam,Gentle,3.69,2018,22,2025,2034,2040,625,15.3,11.5,12.99,16.8,55.8,9.98,11.77,SecondThinning,2034,91.4
390,Zone-5,Estate,Good,Medium Rainfall,Laterite,Gentle,23.45,2001,24,2008,2014,2025,1600,44.4,25.3,526.84,45.5,57.7,9.86,33.1,FinalHarvestOverdue,2025,100.0
391,Zone-1,Boundary,Excellent,Medium Rainfall,Loam,Moderate,22.11,1999,30,2009,2013,2029,625,41.4,20.3,371.63,56.7,58.2,16.85,54.67,FinalHarvest,2029,96.6
392,Zone-1,Farmer,Good,High Rainfall,Laterite,Moderate,16.33,2017,27,2024,2033,2044,1111,16.9,10.3,56.85,20.1,51.8,19.56,24.17,SecondThinning,2033,92.6
393,Zone-1,Farmer,Good,Low Rainfall,Loam,Steep,16.15,2020,28,2027,2034,2048,1111,9.1,7.8,22.93,10.0,52.4,16.84,58.8,FirstThinning,2027,98.3
394,Zone-1,Farmer,Good,High Rainfall,Sandy,Moderate,11.1,2018,30,2027,2033,2048,625,10.2,8.3,18.79,15.4,58.9,15.84,15.21,FirstThinning,2027,98.8
395,Zone-4,Farmer,Good,Medium Rainfall,Sandy,Flat,4.79,2011,24,2021,2025,2035,816,22.8,19.9,43.47,25.6,60.6,16.55,64.96,FinalHarvest,2035,93.5
396,Zone-2,Estate,Excellent,Medium Rainfall,Loam,Steep,22.03,2013,28,2020,2025,2041,1600,27.1,21.8,260.3,21.0,61.0,3.46,35.08,FinalHarvest,2041,86.0
397,Zone-4,Boundary,Medium,Low Rainfall,Clay,Gentle,23.73,1998,20,2008,2013,2018,625,41.5,25.9,510.12,51.2,46.1,18.93,66.01,FinalHarvestOverdue,2025,99.2
398,Zone-3,Boundary,Excellent,Medium Rainfall,Loam,Steep,21.55,2014,28,2023,2027,2042,625,22.2,17.3,165.53,18.5,48.7,5.31,51.33,SecondThinning,2027,97.5
399,Zone-2,Boundary,Excellent,Low Rainfall,Sandy,Steep,4.2,2005,31,2013,2020,2036,625,25.1,19.9,41.96,37.6,42.9,1.27,29.96,FinalHarvest,2036,86.2
400,Zone-2,Block,Good,High Rainfall,Sandy,Flat,7.09,2014,28,2023,2029,2042,1111,19.3,21.1,57.75,17.4,45.4,3.48,41.96,SecondThinning,2029,94.9
401,Zone-3,Block,Medium,Low Rainfall,Clay,Steep,4.4,1998,22,2005,2011,2020,1111,42.4,30.0,111.94,56.5,67.8,5.73,70.77,FinalHarvestOverdue,2025,100.0
402,Zone-5,Boundary,Good,Medium Rainfall,Loam,Moderate,18.68,2010,24,2020,2022,2034,625,19.9,14.4,107.06,26.8,54.1,3.35,40.03,FinalHarvest,2034,93.2
403,Zone-1,Block,Poor,Medium Rainfall,Clay,Steep,11.99,1998,19,2005,2012,2017,1600,29.1,23.4,163.29,57.3,62.5,16.47,47.24,FinalHarvestOverdue,2025,100.0
404,Zone-5,Farmer,Poor,High Rainfall,Loam,Steep,23.09,2002,21,2009,2016,2023,1111,30.7,31.8,450.84,42.2,51.2,18.59,12.96,FinalHarvestOverdue,2025,99.8
405,Zone-3,Farmer,Poor,Low Rainfall,Laterite,Steep,11.9,2003,22,2010,2017,2025,1111,38.1,31.4,284.73,42.2,61.9,14.71,76.81,FinalHarvestOverdue,2025,100.0
406,Zone-5,Farmer,Medium,Low Rainfall,Clay,Moderate,20.16,2018,20,2028,2030,2038,816,12.0,9.4,45.48,16.7,52.0,0.51,20.62,FirstThinning,2028,97.4
407,Zone-4,Block,Good,High Rainfall,Loam,Flat,8.17,2020,28,2029,2036,2048,1600,6.8,4.4,4.89,10.0,46.0,8.96,34.11,FirstThinning,2029,95.0
408,Zone-3,Block,Poor,Medium Rainfall,Clay,Gentle,11.42,2008,18,2015,2024,2026,1111,27.7,19.4,122.74,35.5,61.4,18.62,44.55,FinalHarvest,2026,100.0
409,Zone-5,Estate,Good,Medium Rainfall,Laterite,Flat,22.77,2010,26,2018,2023,2036,1111,26.4,18.2,218.81,28.0,41.4,1.62,8.38,FinalHarvest,2036,87.9
410,Zone-1,Block,Excellent,Low Rainfall,Laterite,Moderate,9.53,2013,26,2020,2025,2039,1111,19.8,15.5,58.5,22.9,42.5,17.55,27.32,FinalHarvest,2039,85.1
411,Zone-5,Block,Excellent,High Rainfall,Clay,Moderate,24.2,2020,27,2028,2033,2047,1600,8.7,6.4,26.95,13.7,43.2,10.73,5.44,FirstThinning,2028,95.8
412,Zone-1,Estate,Medium,High Rainfall,Laterite,Steep,17.6,2016,25,2026,2030,2041,1111,15.5,13.8,75.29,19.8,64.1,1.84,15.13,FirstThinning,2026,99.8
413,Zone-2,Estate,Poor,High Rainfall,Loam,Flat,6.02,2015,19,2023,2030,2034,1600,10.7,12.6,16.23,16.5,52.7,2.42,72.68,SecondThinning,2030,95.9
414,Zone-4,Block,Excellent,Low Rainfall,Laterite,Gentle,5.83,2013,31,2020,2027,2044,1600,19.0,20.8,46.08,23.3,52.5,9.96,48.4,SecondThinning,2027,97.1
415,Zone-5,Boundary,Poor,Medium Rainfall,Laterite,Steep,13.32,2018,22,2028,2031,2040,625,15.7,11.2,46.84,13.2,49.5,1.36,71.97,FirstThinning,2028,96.1
416,Zone-4,Block,Poor,Medium Rainfall,Clay,Steep,17.74,1995,19,2004,2008,2014,1111,31.9,22.8,258.05,57.2,67.3,6.85,50.16,FinalHarvestOverdue,2025,100.0
417,Zone-4,Farmer,Good,High Rainfall,Laterite,Steep,20.99,2016,27,2026,2029,2043,625,11.7,12.1,59.43,13.9,54.5,3.55,16.72,FirstThinning,2026,100.0
418,Zone-4,Estate,Excellent,Medium Rainfall,Clay,Gentle,6.03,1996,25,2005,2010,2021,1111,38.5,22.1,102.61,61.6,55.1,16.16,30.33,FinalHarvestOverdue,2025,100.0
419,Zone-1,Farmer,Poor,High Rainfall,Loam,Steep,7.19,2005,20,2012,2021,2025,816,27.0,20.8,80.76,43.7,58.1,2.17,8.78,FinalHarvestOverdue,2025,100.0
420,Zone-4,Block,Poor,Low Rainfall,Sandy,Flat,13.18,2000,18,2008,2014,2018,1600,39.6,28.5,297.5,52.6,55.0,17.42,16.57,FinalHarvestOverdue,2025,100.0
421,Zone-3,Boundary,Medium,Low Rainfall,Loam,Steep,24.27,2019,20,2027,2034,2039,625,12.7,11.0,67.81,10.0,51.2,15.12,32.05,FirstThinning,2027,98.2
422,Zone-2,Farmer,Excellent,Low Rainfall,Loam,Steep,10.92,2008,32,2017,2020,2040,816,19.5,14.1,60.05,37.1,68.3,1.79,28.61,FinalHarvest,2040,86.9
