documentId,referenceCode,department,category,subject,shortTitle,longTitle,year,issueDate,effectiveToOrBlank,status,jurisdiction,pageCount,tagsSemicolonSeparated
499,F-ORD-2014-963,Finance,Order,Wildlife Protection,Wildlife Protection – Order,Finance Department Order on Wildlife Protection,2014,2015-04-10,,Active,Circle-South,5,campa;digital
500,W-CIR-2010-287,Wildlife,Circular,Fire Management,Fire Management – Circular,Wildlife Department Circular on Fire Management,2010,2020-10-05,,Active,Circle-West,108,digital;fire
501,W-OM-2024-337,Wildlife,OM,Community Forestry,Community Forestry – OM,Wildlife Department OM on Community Forestry,2024,2018-05-19,,Active,Circle-East,118,campa;fire;land;plantation
502,F-NOT-2011-299,Finance,Notification,Land Allotment,Land Allotment – Notification,Finance Department Notification on Land Allotment,2011,2020-11-24,,Active,Circle-North,15,budget;offence;teak
503,W-OM-2013-487,Wildlife,OM,Community Forestry,Community Forestry – OM,Wildlife Department OM on Community Forestry,2013,2010-12-01,,Active,Statewide,116,campa;rules;wildlife
504,F-GUI-2011-503,Finance,Guideline,Community Forestry,Community Forestry – Guideline,Finance Department Guideline on Community Forestry,2011,2013-09-02,,Active,Circle-South,79,climate;digital;fire
505,R-NOT-2019-166,Revenue,Notification,Digital Monitoring,Digital Monitoring – Notification,Revenue Department Notification on Digital Monitoring,2019,2014-01-17,,Active,Circle-South,94,marketing;plantation;wildlife
506,F-NOT-2021-447,Forest,Notification,Budget Release,Budget Release – Notification,Forest Department Notification on Budget Release,2021,2019-05-30,2021-09-18,Superseded,Circle-West,109,campa;fire
507,R-ORD-2016-167,Revenue,Order,Wildlife Protection,Wildlife Protection – Order,Revenue Department Order on Wildlife Protection,2016,2022-03-01,,Active,Circle-North,47,community;patrol;teak
508,F-OM-2010-781,Finance,OM,Community Forestry,Community Forestry – OM,Finance Department OM on Community Forestry,2010,2015-09-18,,Active,Circle-South,27,fire;plantation;rules
509,P-GUI-2020-270,Planning,Guideline,Budget Release,Budget Release – Guideline,Planning Department Guideline on Budget Release,2020,2013-05-05,,Active,Statewide,68,budget;climate;patrol;plantation
510,R-NOT-2012-167,Revenue,Notification,CAMPA Utilisation,CAMPA Utilisation – Notification,Revenue Department Notification on CAMPA Utilisation,2012,2010-05-24,,Active,Statewide,105,community;eco;land;marketing
511,P-ORD-2012-872,Planning,Order,Land Allotment,Land Allotment – Order,Planning Department Order on Land Allotment,2012,2013-05-25,2017-11-24,Superseded,Circle-East,23,eco;marketing;offence;plantation
512,F-CIR-2024-059,Forest,Circular,Teak Plantation,Teak Plantation – Circular,Forest Department Circular on Teak Plantation,2024,2016-04-06,,Active,Circle-North,59,climate;marketing
513,F-CIR-2013-815,Finance,Circular,Fire Management,Fire Management – Circular,Finance Department Circular on Fire Management,2013,2018-03-26,,Active,Circle-West,54,budget;digital;plantation
514,F-ORD-2014-543,Finance,Order,Eco Tourism,Eco Tourism – Order,Finance Department Order on Eco Tourism,2014,2025-10-10,,Active,Circle-South,91,land;marketing;rules
515,F-NOT-2025-053,Forest,Notification,Wildlife Protection,Wildlife Protection – Notification,Forest Department Notification on Wildlife Protection,2025,2011-06-12,2016-03-13,Superseded,Circle-West,98,eco;fire
516,F-ORD-2024-098,Forest,Order,Budget Release,Budget Release – Order,Forest Department Order on Budget Release,2024,2025-09-01,,Active,Statewide,95,rules;teak
517,P-NOT-2014-204,Planning,Notification,Wildlife Protection,Wildlife Protection – Notification,Planning Department Notification on Wildlife Protection,2014,2010-02-12,,Active,Circle-North,116,campa;marketing;offence
518,R-CIR-2023-507,Revenue,Circular,Wildlife Protection,Wildlife Protection – Circular,Revenue Department Circular on Wildlife Protection,2023,2014-10-21,,Active,Circle-South,87,fire;marketing;plantation
519,F-ORD-2010-694,Finance,Order,Land Allotment,Land Allotment – Order,Finance Department Order on Land Allotment,2010,2013-05-20,,Active,Circle-West,46,climate;eco;teak;wildlife
520,P-GUI-2022-757,Planning,Guideline,Community Forestry,Community Forestry – Guideline,Planning Department Guideline on Community Forestry,2022,2018-09-11,,Active,Circle-West,5,teak;wildlife
521,P-NOT-2010-234,Planning,Notification,Wildlife Protection,Wildlife Protection – Notification,Planning Department Notification on Wildlife Protection,2010,2010-05-19,2011-04-26,Superseded,Statewide,35,budget;community;teak;wildlife
522,W-CIR-2015-506,Wildlife,Circular,Wildlife Protection,Wildlife Protection – Circular,Wildlife Department Circular on Wildlife Protection,2015,2014-07-29,,Active,Circle-South,20,land;patrol;plantation
523,W-OM-2017-457,Wildlife,OM,Community Forestry,Community Forestry – OM,Wildlife Department OM on Community Forestry,2017,2020-09-18,,Active,Circle-East,26,digital;fire;wildlife
524,P-ORD-2010-813,Planning,Order,Wildlife Protection,Wildlife Protection – Order,Planning Department Order on Wildlife Protection,2010,2012-02-10,,Active,Circle-South,3,eco;fire
525,W-ORD-2020-959,Wildlife,Order,CAMPA Utilisation,CAMPA Utilisation – Order,Wildlife Department Order on CAMPA Utilisation,2020,2022-09-09,,Active,Circle-West,48,campa;wildlife
526,F-NOT-2022-812,Finance,Notification,Digital Monitoring,Digital Monitoring – Notification,Finance Department Notification on Digital Monitoring,2022,2013-06-23,,Active,Circle-South,30,community;fire;land;teak
527,P-OM-2010-920,Planning,OM,Eco Tourism,Eco Tourism – OM,Planning Department OM on Eco Tourism,2010,2019-08-08,2021-08-08,Superseded,Statewide,74,campa;community;digital;fire
528,F-ORD-2025-924,Forest,Order,Fire Management,Fire Management – Order,Forest Department Order on Fire Management,2025,2025-02-27,,Active,Circle-West,52,campa;digital;wildlife
529,P-CIR-2017-575,Planning,Circular,Land Allotment,Land Allotment – Circular,Planning Department Circular on Land Allotment,2017,2014-06-02,,Active,Circle-North,50,climate;offence;plantation
530,R-NOT-2014-584,Revenue,Notification,Land Allotment,Land Allotment – Notification,Revenue Department Notification on Land Allotment,2014,2011-11-17,,Active,Circle-West,88,campa;community;land;teak
531,F-OM-2020-332,Forest,OM,Fire Management,Fire Management – OM,Forest Department OM on Fire Management,2020,2010-06-06,2011-11-10,Superseded,Circle-East,110,budget;plantation;rules
532,W-GUI-2012-990,Wildlife,Guideline,Digital Monitoring,Digital Monitoring – Guideline,Wildlife Department Guideline on Digital Monitoring,2012,2016-07-09,,Active,Circle-North,92,eco;marketing;patrol;rules
533,F-GUI-2011-577,Forest,Guideline,Teak Plantation,Teak Plantation – Guideline,Forest Department Guideline on Teak Plantation,2011,2014-11-24,2016-01-12,Superseded,Circle-South,88,budget;teak
534,R-OM-2018-343,Revenue,OM,Eco Tourism,Eco Tourism – OM,Revenue Department OM on Eco Tourism,2018,2013-05-16,,Active,Statewide,16,climate;offence
535,P-GUI-2010-731,Planning,Guideline,Land Allotment,Land Allotment – Guideline,Planning Department Guideline on Land Allotment,2010,2020-08-02,,Active,Circle-North,31,budget;community;offence
536,F-ORD-2019-112,Finance,Order,Wildlife Protection,Wildlife Protection – Order,Finance Department Order on Wildlife Protection,2019,2018-01-15,2022-11-07,Superseded,Circle-North,4,eco;fire;teak
537,W-NOT-2020-647,Wildlife,Notification,Teak Plantation,Teak Plantation – Notification,Wildlife Department Notification on Teak Plantation,2020,2025-08-14,,Active,Circle-East,60,budget;digital;wildlife
538,P-NOT-2014-510,Planning,Notification,Eco Tourism,Eco Tourism – Notification,Planning Department Notification on Eco Tourism,2014,2011-10-01,,Active,Circle-West,1,eco;marketing;patrol
539,F-CIR-2017-230,Finance,Circular,Climate Mission,Climate Mission – Circular,Finance Department Circular on Climate Mission,2017,2017-02-10,,Active,Circle-East,81,offence;teak
540,F-CIR-2013-568,Forest,Circular,Climate Mission,Climate Mission – Circular,Forest Department Circular on Climate Mission,2013,2023-04-20,,Active,Circle-North,7,fire;land;patrol;wildlife
541,F-CIR-2013-234,Forest,Circular,Eco Tourism,Eco Tourism – Circular,Forest Department Circular on Eco Tourism,2013,2014-05-25,,Active,Circle-North,103,budget;plantation
542,P-GUI-2021-828,Planning,Guideline,Digital Monitoring,Digital Monitoring – Guideline,Planning Department Guideline on Digital Monitoring,2021,2022-03-30,2023-01-17,Superseded,Statewide,16,climate;land;wildlife
543,F-ORD-2014-802,Forest,Order,Eco Tourism,Eco Tourism – Order,Forest Department Order on Eco Tourism,2014,2020-07-30,,Active,Circle-North,58,climate;eco;marketing
544,R-ORD-2013-945,Revenue,Order,Wildlife Protection,Wildlife Protection – Order,Revenue Department Order on Wildlife Protection,2013,2012-07-02,,Active,Statewide,110,digital;land
545,R-CIR-2018-199,Revenue,Circular,CAMPA Utilisation,CAMPA Utilisation – Circular,Revenue Department Circular on CAMPA Utilisation,2018,2010-06-07,,Active,Statewide,42,campa;marketing;patrol
546,F-NOT-2016-133,Finance,Notification,CAMPA Utilisation,CAMPA Utilisation – Notification,Finance Department Notification on CAMPA Utilisation,2016,2018-01-12,,Active,Circle-South,36,digital;fire;plantation;wildlife
547,W-ORD-2018-644,Wildlife,Order,CAMPA Utilisation,CAMPA Utilisation – Order,Wildlife Department Order on CAMPA Utilisation,2018,2010-08-27,,Active,Circle-North,51,budget;climate;community;rules
548,F-ORD-2017-598,Finance,Order,CAMPA Utilisation,CAMPA Utilisation – Order,Finance Department Order on CAMPA Utilisation,2017,2014-03-29,,Active,Circle-East,115,budget;marketing;offence;patrol
549,F-NOT-2016-473,Finance,Notification,Fire Management,Fire Management – Notification,Finance Department Notification on Fire Management,2016,2012-05-27,,Active,Circle-East,32,offence;plantation;rules;wildlife
550,R-OM-2012-959,Revenue,OM,Fire Management,Fire Management – OM,Revenue Department OM on Fire Management,2012,2010-06-28,2013-10-16,Superseded,Statewide,26,climate;land;teak
551,F-NOT-2024-658,Finance,Notification,Eco Tourism,Eco Tourism – Notification,Finance Department Notification on Eco Tourism,2024,2024-12-22,2029-06-15,Superseded,Circle-South,4,budget;fire;marketing
552,W-CIR-2019-776,Wildlife,Circular,Fire Management,Fire Management – Circular,Wildlife Department Circular on Fire Management,2019,2016-03-13,2019-02-11,Superseded,Circle-South,90,budget;digital;fire;offence
553,R-OM-2019-637,Revenue,OM,Climate Mission,Climate Mission – OM,Revenue Department OM on Climate Mission,2019,2015-04-03,,Active,Circle-East,17,community;patrol;rules
554,P-NOT-2015-876,Planning,Notification,Budget Release,Budget Release – Notification,Planning Department Notification on Budget Release,2015,2018-10-25,,Active,Circle-South,114,campa;plantation
555,P-ORD-2010-619,Planning,Order,Climate Mission,Climate Mission – Order,Planning Department Order on Climate Mission,2010,2024-09-04,2029-05-27,Superseded,Circle-South,52,budget;campa
556,P-GUI-2017-067,Planning,Guideline,Community Forestry,Community Forestry – Guideline,Planning Department Guideline on Community Forestry,2017,2020-08-24,,Active,Circle-South,48,eco;land;marketing;patrol
557,F-GUI-2023-228,Forest,Guideline,CAMPA Utilisation,CAMPA Utilisation – Guideline,Forest Department Guideline on CAMPA Utilisation,2023,2019-05-02,,Active,Statewide,18,climate;digital;eco;offence
558,F-ORD-2020-310,Forest,Order,Teak Plantation,Teak Plantation – Order,Forest Department Order on Teak Plantation,2020,2017-10-02,2021-11-01,Superseded,Circle-North,20,budget;campa;patrol;plantation
559,P-CIR-2016-202,Planning,Circular,Teak Plantation,Teak Plantation – Circular,Planning Department Circular on Teak Plantation,2016,2023-06-21,,Active,Circle-West,11,campa;climate;fire
560,P-GUI-2020-541,Planning,Guideline,Land Allotment,Land Allotment – Guideline,Planning Department Guideline on Land Allotment,2020,2019-04-16,,Active,Circle-West,10,patrol;wildlife
561,F-OM-2021-166,Finance,OM,CAMPA Utilisation,CAMPA Utilisation – OM,Finance Department OM on CAMPA Utilisation,2021,2020-05-11,,Active,Circle-North,43,marketing;plantation;teak
562,W-NOT-2018-202,Wildlife,Notification,Community Forestry,Community Forestry – Notification,Wildlife Department Notification on Community Forestry,2018,2017-06-26,,Active,Circle-North,62,climate;community;fire;land
563,R-OM-2018-380,Revenue,OM,Eco Tourism,Eco Tourism – OM,Revenue Department OM on Eco Tourism,2018,2017-05-06,,Active,Circle-North,91,campa;climate;land;offence
564,F-GUI-2013-251,Forest,Guideline,Fire Management,Fire Management – Guideline,Forest Department Guideline on Fire Management,2013,2014-04-18,,Active,Statewide,100,community;land;teak;wildlife
565,P-ORD-2023-794,Planning,Order,Land Allotment,Land Allotment – Order,Planning Department Order on Land Allotment,2023,2015-08-02,,Active,Circle-East,116,community;eco;rules;wildlife
566,R-ORD-2016-210,Revenue,Order,Climate Mission,Climate Mission – Order,Revenue Department Order on Climate Mission,2016,2015-03-31,,Active,Statewide,119,climate;offence;patrol
567,R-ORD-2014-717,Revenue,Order,Eco Tourism,Eco Tourism – Order,Revenue Department Order on Eco Tourism,2014,2016-02-07,,Active,Statewide,117,campa;digital;offence
568,F-OM-2021-960,Finance,OM,Community Forestry,Community Forestry – OM,Finance Department OM on Community Forestry,2021,2024-03-27,,Active,Circle-South,81,community;fire;rules
569,F-CIR-2013-697,Finance,Circular,Land Allotment,Land Allotment – Circular,Finance Department Circular on Land Allotment,2013,2024-07-29,,Active,Circle-West,45,climate;offence;patrol;plantation
570,F-OM-2025-757,Forest,OM,Budget Release,Budget Release – OM,Forest Department OM on Budget Release,2025,2022-11-09,,Active,Circle-South,25,digital;land;marketing
571,F-GUI-2015-666,Forest,Guideline,Wildlife Protection,Wildlife Protection – Guideline,Forest Department Guideline on Wildlife Protection,2015,2011-04-02,,Active,Circle-North,78,land;marketing;rules;wildlife
572,F-GUI-2012-321,Forest,Guideline,CAMPA Utilisation,CAMPA Utilisation – Guideline,Forest Department Guideline on CAMPA Utilisation,2012,2021-09-14,,Active,Circle-South,77,budget;digital
573,P-GUI-2023-517,Planning,Guideline,Climate Mission,Climate Mission – Guideline,Planning Department Guideline on Climate Mission,2023,2023-08-30,,Active,Circle-South,81,digital;offence;plantation;wildlife
574,F-NOT-2019-427,Forest,Notification,Land Allotment,Land Allotment – Notification,Forest Department Notification on Land Allotment,2019,2021-01-09,,Active,Circle-South,58,offence;patrol
575,R-GUI-2022-171,Revenue,Guideline,Fire Management,Fire Management – Guideline,Revenue Department Guideline on Fire Management,2022,2024-07-23,,Active,Circle-South,22,campa;digital
576,P-ORD-2018-925,Planning,Order,Wildlife Protection,Wildlife Protection – Order,Planning Department Order on Wildlife Protection,2018,2023-12-19,,Active,Circle-South,22,land;plantation;wildlife
577,W-ORD-2017-412,Wildlife,Order,Fire Management,Fire Management – Order,Wildlife Department Order on Fire Management,2017,2012-11-15,,Active,Circle-East,77,climate;land;marketing;teak
578,F-OM-2017-456,Finance,OM,Land Allotment,Land Allotment – OM,Finance Department OM on Land Allotment,2017,2011-03-14,,Active,Circle-South,54,climate;rules;teak
579,P-GUI-2013-547,Planning,Guideline,Teak Plantation,Teak Plantation – Guideline,Planning Department Guideline on Teak Plantation,2013,2021-01-03,,Active,Circle-South,53,climate;wildlife
580,F-NOT-2018-686,Finance,Notification,Eco Tourism,Eco Tourism – Notification,Finance Department Notification on Eco Tourism,2018,2022-09-10,,Active,Statewide,12,climate;digital;marketing;wildlife
581,P-OM-2025-980,Planning,OM,Community Forestry,Community Forestry – OM,Planning Department OM on Community Forestry,2025,2024-09-23,,Active,Circle-South,50,budget;marketing
582,W-OM-2010-940,Wildlife,OM,Eco Tourism,Eco Tourism – OM,Wildlife Department OM on Eco Tourism,2010,2011-12-04,,Active,Statewide,89,budget;fire;teak
583,F-ORD-2012-563,Finance,Order,Teak Plantation,Teak Plantation – Order,Finance Department Order on Teak Plantation,2012,2018-10-28,2023-04-07,Superseded,Circle-South,95,campa;eco;fire;teak
584,R-CIR-2010-200,Revenue,Circular,Eco Tourism,Eco Tourism – Circular,Revenue Department Circular on Eco Tourism,2010,2011-04-10,,Active,Circle-West,3,campa;climate;offence
585,W-ORD-2011-216,Wildlife,Order,Community Forestry,Community Forestry – Order,Wildlife Department Order on Community Forestry,2011,2023-06-05,2025-08-10,Superseded,Circle-East,51,digital;plantation
586,W-NOT-2016-625,Wildlife,Notification,Climate Mission,Climate Mission – Notification,Wildlife Department Notification on Climate Mission,2016,2013-06-30,,Active,Statewide,82,climate;offence;plantation;rules
587,F-GUI-2013-872,Finance,Guideline,Climate Mission,Climate Mission – Guideline,Finance Department Guideline on Climate Mission,2013,2010-02-15,,Active,Circle-South,5,budget;digital;eco
588,W-NOT-2017-714,Wildlife,Notification,Fire Management,Fire Management – Notification,Wildlife Department Notification on Fire Management,2017,2010-04-22,,Active,Circle-West,79,budget;climate;digital;wildlife
589,W-ORD-2021-752,Wildlife,Order,Wildlife Protection,Wildlife Protection – Order,Wildlife Department Order on Wildlife Protection,2021,2014-01-27,,Active,Circle-North,105,eco;rules;teak
590,R-CIR-2015-132,Revenue,Circular,Budget Release,Budget Release – Circular,Revenue Department Circular on Budget Release,2015,2018-01-24,,Active,Circle-West,107,campa;climate;community;teak
591,F-ORD-2019-669,Forest,Order,Land Allotment,Land Allotment – Order,Forest Department Order on Land Allotment,2019,2010-11-01,,Active,Circle-West,63,budget;land
592,W-ORD-2020-593,Wildlife,Order,Land Allotment,Land Allotment – Order,Wildlife Department Order on Land Allotment,2020,2020-06-05,,Active,Circle-East,14,digital;marketing;wildlife
593,P-NOT-2010-544,Planning,Notification,Fire Management,Fire Management – Notification,Planning Department Notification on Fire Management,2010,2020-11-13,,Active,Circle-North,93,campa;climate;marketing;patrol
594,F-CIR-2011-415,Finance,Circular,Teak Plantation,Teak Plantation – Circular,Finance Department Circular on Teak Plantation,2011,2022-01-02,2022-11-12,Superseded,Circle-South,24,budget;community;eco;patrol
595,W-ORD-2012-646,Wildlife,Order,Digital Monitoring,Digital Monitoring – Order,Wildlife Department Order on Digital Monitoring,2012,2016-11-21,2020-09-20,Superseded,Circle-East,34,community;rules;wildlife
596,W-OM-2023-998,Wildlife,OM,Budget Release,Budget Release – OM,Wildlife Department OM on Budget Release,2023,2019-06-10,,Active,Circle-West,76,campa;fire;rules;wildlife
597,F-CIR-2024-098,Finance,Circular,Budget Release,Budget Release – Circular,Finance Department Circular on Budget Release,2024,2025-07-13,,Active,Circle-West,40,land;offence;teak
598,F-ORD-2024-845,Finance,Order,CAMPA Utilisation,CAMPA Utilisation – Order,Finance Department Order on CAMPA Utilisation,2024,2012-03-15,,Active,Circle-West,120,campa;climate;community;wildlife
599,F-OM-2014-577,Forest,OM,Community Forestry,Community Forestry – OM,Forest Department OM on Community Forestry,2014,2016-04-30,,Active,Circle-South,93,community;eco;fire;land
600,P-CIR-2018-732,Planning,Circular,Community Forestry,Community Forestry – Circular,Planning Department Circular on Community Forestry,2018,2015-06-07,,Active,Circle-North,22,digital;wildlife
601,W-GUI-2016-070,Wildlife,Guideline,Teak Plantation,Teak Plantation – Guideline,Wildlife Department Guideline on Teak Plantation,2016,2011-03-26,,Active,Circle-North,13,climate;eco;rules;wildlife
602,P-CIR-2025-896,Planning,Circular,Digital Monitoring,Digital Monitoring – Circular,Planning Department Circular on Digital Monitoring,2025,2011-10-04,,Active,Circle-South,94,patrol;wildlife
603,F-GUI-2023-502,Forest,Guideline,Community Forestry,Community Forestry – Guideline,Forest Department Guideline on Community Forestry,2023,2017-05-24,,Active,Circle-South,5,campa;fire;marketing;offence
604,F-CIR-2020-905,Finance,Circular,CAMPA Utilisation,CAMPA Utilisation – Circular,Finance Department Circular on CAMPA Utilisation,2020,2013-11-30,2015-08-27,Superseded,Circle-South,73,budget;land;patrol;teak
605,R-GUI-2019-381,Revenue,Guideline,Land Allotment,Land Allotment – Guideline,Revenue Department Guideline on Land Allotment,2019,2021-12-26,,Active,Statewide,117,budget;rules
606,P-GUI-2016-882,Planning,Guideline,Wildlife Protection,Wildlife Protection – Guideline,Planning Department Guideline on Wildlife Protection,2016,2011-12-14,,Active,Circle-South,41,digital;fire;marketing;patrol
607,P-CIR-2021-932,Planning,Circular,Digital Monitoring,Digital Monitoring – Circular,Planning Department Circular on Digital Monitoring,2021,2023-11-25,,Active,Circle-East,87,campa;community;digital;wildlife
608,F-GUI-2021-179,Forest,Guideline,Digital Monitoring,Digital Monitoring – Guideline,Forest Department Guideline on Digital Monitoring,2021,2022-02-14,,Active,Circle-North,13,marketing;offence
609,P-GUI-2016-685,Planning,Guideline,Wildlife Protection,Wildlife Protection – Guideline,Planning Department Guideline on Wildlife Protection,2016,2023-04-02,,Active,Circle-East,20,community;plantation
610,R-OM-2019-306,Revenue,OM,Budget Release,Budget Release – OM,Revenue Department OM on Budget Release,2019,2018-05-26,2022-01-12,Superseded,Statewide,70,campa;digital;fire;teak
611,F-CIR-2022-165,Forest,Circular,Land Allotment,Land Allotment – Circular,Forest Department Circular on Land Allotment,2022,2013-10-06,,Active,Circle-North,67,campa;teak;wildlife
612,W-NOT-2017-943,Wildlife,Notification,CAMPA Utilisation,CAMPA Utilisation – Notification,Wildlife Department Notification on CAMPA Utilisation,2017,2020-10-05,,Active,Statewide,97,land;rules
613,R-ORD-2019-240,Revenue,Order,Community Forestry,Community Forestry – Order,Revenue Department Order on Community Forestry,2019,2019-03-23,2022-06-24,Superseded,Circle-North,105,budget;eco;plantation
614,P-GUI-2013-477,Planning,Guideline,CAMPA Utilisation,CAMPA Utilisation – Guideline,Planning Department Guideline on CAMPA Utilisation,2013,2023-03-03,,Active,Circle-North,42,community;rules
615,R-OM-2019-205,Revenue,OM,CAMPA Utilisation,CAMPA Utilisation – OM,Revenue Department OM on CAMPA Utilisation,2019,2018-10-29,,Active,Circle-West,90,campa;fire;land;plantation
616,F-CIR-2015-866,Forest,Circular,Eco Tourism,Eco Tourism – Circular,Forest Department Circular on Eco Tourism,2015,2025-04-19,,Active,Circle-North,77,community;plantation
617,P-NOT-2023-247,Planning,Notification,CAMPA Utilisation,CAMPA Utilisation – Notification,Planning Department Notification on CAMPA Utilisation,2023,2019-01-30,,Active,Circle-West,72,climate;digital
618,W-ORD-2021-528,Wildlife,Order,Fire Management,Fire Management – Order,Wildlife Department Order on Fire Management,2021,2023-06-19,,Active,Circle-East,36,budget;community;land;marketing
619,W-OM-2013-871,Wildlife,OM,Teak Plantation,Teak Plantation – OM,Wildlife Department OM on Teak Plantation,2013,2015-12-20,,Active,Circle-South,65,climate;offence
620,W-NOT-2011-020,Wildlife,Notification,Teak Plantation,Teak Plantation – Notification,Wildlife Department Notification on Teak Plantation,2011,2017-06-01,2020-02-14,Superseded,Statewide,59,climate;marketing;offence;wildlife
621,R-OM-2023-690,Revenue,OM,Fire Management,Fire Management – OM,Revenue Department OM on Fire Management,2023,2014-02-27,,Active,Circle-North,50,campa;community;patrol;wildlife
622,W-ORD-2023-031,Wildlife,Order,Climate Mission,Climate Mission – Order,Wildlife Department Order on Climate Mission,2023,2014-04-14,2018-02-12,Superseded,Circle-South,43,budget;digital
623,W-OM-2025-262,Wildlife,OM,CAMPA Utilisation,CAMPA Utilisation – OM,Wildlife Department OM on CAMPA Utilisation,2025,2013-07-17,,Active,Circle-East,10,digital;rules
624,F-NOT-2015-959,Finance,Notification,Digital Monitoring,Digital Monitoring – Notification,Finance Department Notification on Digital Monitoring,2015,2025-04-22,,Active,Circle-South,8,climate;digital;rules
625,P-NOT-2018-044,Planning,Notification,CAMPA Utilisation,CAMPA Utilisation – Notification,Planning Department Notification on CAMPA Utilisation,2018,2010-06-24,,Active,Statewide,20,campa;climate;plantation
626,R-GUI-2018-734,Revenue,Guideline,Fire Management,Fire Management – Guideline,Revenue Department Guideline on Fire Management,2018,2021-08-03,,Active,Statewide,97,eco;patrol;teak
627,R-ORD-2012-394,Revenue,Order,Community Forestry,Community Forestry – Order,Revenue Department Order on Community Forestry,2012,2024-04-10,,Active,Circle-South,105,campa;rules
628,W-GUI-2014-452,Wildlife,Guideline,Budget Release,Budget Release – Guideline,Wildlife Department Guideline on Budget Release,2014,2020-09-07,,Active,Circle-West,58,climate;community;fire;plantation
629,F-NOT-2012-567,Finance,Notification,Community Forestry,Community Forestry – Notification,Finance Department Notification on Community Forestry,2012,2010-05-25,2012-12-29,Superseded,Circle-East,84,budget;eco;plantation;wildlife
630,W-CIR-2011-817,Wildlife,Circular,CAMPA Utilisation,CAMPA Utilisation – Circular,Wildlife Department Circular on CAMPA Utilisation,2011,2016-11-12,,Active,Circle-South,67,fire;land;marketing;teak
631,R-OM-2016-173,Revenue,OM,Budget Release,Budget Release – OM,Revenue Department OM on Budget Release,2016,2024-01-27,,Active,Circle-West,48,eco;rules;teak
632,R-CIR-2010-936,Revenue,Circular,Digital Monitoring,Digital Monitoring – Circular,Revenue Department Circular on Digital Monitoring,2010,2010-06-01,,Active,Statewide,61,budget;campa;fire;land
633,R-ORD-2010-847,Revenue,Order,Digital Monitoring,Digital Monitoring – Order,Revenue Department Order on Digital Monitoring,2010,2015-12-18,,Active,Circle-South,66,eco;marketing;plantation
634,P-CIR-2022-982,Planning,Circular,Community Forestry,Community Forestry – Circular,Planning Department Circular on Community Forestry,2022,2025-02-26,,Active,Circle-East,4,community;fire;wildlife
635,W-CIR-2014-045,Wildlife,Circular,Digital Monitoring,Digital Monitoring – Circular,Wildlife Department Circular on Digital Monitoring,2014,2021-07-12,,Active,Circle-South,73,community;digital;offence;plantation
636,F-GUI-2022-607,Finance,Guideline,Community Forestry,Community Forestry – Guideline,Finance Department Guideline on Community Forestry,2022,2012-08-09,,Active,Circle-South,90,budget;climate;community
637,W-CIR-2022-867,Wildlife,Circular,Eco Tourism,Eco Tourism – Circular,Wildlife Department Circular on Eco Tourism,2022,2021-08-23,2024-03-30,Superseded,Circle-South,46,campa;eco;rules;teak
638,R-ORD-2020-375,Revenue,Order,Wildlife Protection,Wildlife Protection – Order,Revenue Department Order on Wildlife Protection,2020,2021-11-28,,Active,Statewide,103,climate;land;marketing;teak
639,R-ORD-2023-235,Revenue,Order,Teak Plantation,Teak Plantation – Order,Revenue Department Order on Teak Plantation,2023,2024-01-11,,Active,Circle-East,36,community;land;plantation;wildlife
640,F-ORD-2016-137,Forest,Order,Teak Plantation,Teak Plantation – Order,Forest Department Order on Teak Plantation,2016,2013-05-16,,Active,Circle-North,35,budget;fire;land;wildlife
641,P-ORD-2024-597,Planning,Order,CAMPA Utilisation,CAMPA Utilisation – Order,Planning Department Order on CAMPA Utilisation,2024,2013-02-08,,Active,Circle-North,104,land;teak
642,F-ORD-2011-550,Finance,Order,Land Allotment,Land Allotment – Order,Finance Department Order on Land Allotment,2011,2014-10-07,,Active,Circle-West,30,marketing;rules
643,R-GUI-2011-915,Revenue,Guideline,Eco Tourism,Eco Tourism – Guideline,Revenue Department Guideline on Eco Tourism,2011,2016-04-29,,Active,Circle-East,77,offence;patrol;wildlife
644,R-NOT-2022-551,Revenue,Notification,Digital Monitoring,Digital Monitoring – Notification,Revenue Department Notification on Digital Monitoring,2022,2024-12-05,2028-05-26,Superseded,Circle-North,103,digital;marketing;wildlife
645,F-CIR-2010-941,Finance,Circular,Teak Plantation,Teak Plantation – Circular,Finance Department Circular on Teak Plantation,2010,2024-04-18,2027-03-26,Superseded,Circle-North,31,budget;patrol
646,F-GUI-2016-173,Finance,Guideline,Eco Tourism,Eco Tourism – Guideline,Finance Department Guideline on Eco Tourism,2016,2015-02-23,,Active,Circle-West,22,campa;offence;plantation;rules
647,P-NOT-2017-054,Planning,Notification,CAMPA Utilisation,CAMPA Utilisation – Notification,Planning Department Notification on CAMPA Utilisation,2017,2011-04-11,,Active,Circle-North,9,marketing;offence
648,R-CIR-2020-851,Revenue,Circular,Fire Management,Fire Management – Circular,Revenue Department Circular on Fire Management,2020,2014-12-20,2015-10-25,Superseded,Circle-East,40,budget;digital;teak
649,F-CIR-2010-163,Forest,Circular,Wildlife Protection,Wildlife Protection – Circular,Forest Department Circular on Wildlife Protection,2010,2012-12-19,,Active,Statewide,101,climate;offence;rules;wildlife
