Sample_ID,Log_Type,Pattern,Start_Index
S780,STRESS,HHLH,38
S780,STRESS,HHLH,44
S780,STRESS,HHLH,47
S780,STRESS,HHLH,50
S780,STRESS,HHLH,58
S782,STRESS,HHLH,28
S782,STRESS,HHLH,33
S782,STRESS,HHLH,38
S782,STRESS,HHLH,41
S782,STRESS,HHLH,63
S784,STRESS,HHLH,26
S784,STRESS,HHLH,43
S784,STRESS,HHLH,49
S784,STRESS,HHLH,64
S784,STRESS,HHLH,72
S786,STRESS,HHLH,42
S786,STRESS,HHLH,60
S786,STRESS,HHLH,71
S788,STRESS,HHLH,6
S788,STRESS,HHLH,25
S788,STRESS,HHLH,30
S790,STRESS,HHLH,5
S790,STRESS,HHLH,31
S790,STRESS,HHLH,34
S790,STRESS,HHLH,50
S790,STRESS,HHLH,62
S792,STRESS,HHLH,9
S792,STRESS,HHLH,12
S792,STRESS,HHLH,30
S792,STRESS,HHLH,37
S792,STRESS,HHLH,68
S794,STRESS,HHLH,16
S794,STRESS,HHLH,37
S794,STRESS,HHLH,56
S794,STRESS,HHLH,59
S794,STRESS,HHLH,69
S794,STRESS,HHLH,74
S796,STRESS,HHLH,11
S796,STRESS,HHLH,39
S796,STRESS,HHLH,54
S796,STRESS,HHLH,71
S796,STRESS,HHLH,74
S798,STRESS,HHLH,19
S798,STRESS,HHLH,38
S798,STRESS,HHLH,42
S798,STRESS,HHLH,47
S798,STRESS,HHLH,68
S800,STRESS,HHLH,9
S800,STRESS,HHLH,53
S800,STRESS,HHLH,56
S800,STRESS,HHLH,76
S802,STRESS,HHLH,18
S802,STRESS,HHLH,34
S802,STRESS,HHLH,40
S802,STRESS,HHLH,44
S802,STRESS,HHLH,53
S804,STRESS,HHLH,30
S806,STRESS,HHLH,45
S806,STRESS,HHLH,58
S806,STRESS,HHLH,72
S806,STRESS,HHLH,76
S808,STRESS,HHLH,24
S808,STRESS,HHLH,29
S810,STRESS,HHLH,17
S810,STRESS,HHLH,40
S810,STRESS,HHLH,45
S810,STRESS,HHLH,62
S812,STRESS,HHLH,33
S812,STRESS,HHLH,40
S812,STRESS,HHLH,46
S812,STRESS,HHLH,49
S812,STRESS,HHLH,58
S812,STRESS,HHLH,75
S814,STRESS,HHLH,3
S814,STRESS,HHLH,38
S814,STRESS,HHLH,49
S814,STRESS,HHLH,72
S816,STRESS,HHLH,2
S816,STRESS,HHLH,6
S816,STRESS,HHLH,34
S816,STRESS,HHLH,42
S818,STRESS,HHLH,11
S818,STRESS,HHLH,15
S818,STRESS,HHLH,27
S818,STRESS,HHLH,30
S818,STRESS,HHLH,33
S818,STRESS,HHLH,59
S820,STRESS,HHLH,40
S820,STRESS,HHLH,43
S820,STRESS,HHLH,69
S820,STRESS,HHLH,72
S822,STRESS,HHLH,1
S822,STRESS,HHLH,52
S822,STRESS,HHLH,56
S822,STRESS,HHLH,61
S822,STRESS,HHLH,75
S824,STRESS,HHLH,15
S824,STRESS,HHLH,55
S826,STRESS,HHLH,1
S826,STRESS,HHLH,12
S826,STRESS,HHLH,36
S826,STRESS,HHLH,57
S826,STRESS,HHLH,62
S826,STRESS,HHLH,72
S828,STRESS,HHLH,9
S828,STRESS,HHLH,27
S828,STRESS,HHLH,46
S828,STRESS,HHLH,55
S828,STRESS,HHLH,58
S828,STRESS,HHLH,61
S828,STRESS,HHLH,72
S830,STRESS,HHLH,38
S830,STRESS,HHLH,41
S830,STRESS,HHLH,71
S832,STRESS,HHLH,15
S832,STRESS,HHLH,33
S832,STRESS,HHLH,54
S834,STRESS,HHLH,2
S834,STRESS,HHLH,18
S834,STRESS,HHLH,22
S834,STRESS,HHLH,32
S834,STRESS,HHLH,36
S834,STRESS,HHLH,41
S836,STRESS,HHLH,12
S836,STRESS,HHLH,15
S836,STRESS,HHLH,21
S836,STRESS,HHLH,30
S836,STRESS,HHLH,58
S838,STRESS,HHLH,3
S838,STRESS,HHLH,6
S838,STRESS,HHLH,24
S838,STRESS,HHLH,27
S838,STRESS,HHLH,31
S838,STRESS,HHLH,43
S838,STRESS,HHLH,65
S838,STRESS,HHLH,76
S840,STRESS,HHLH,1
S840,STRESS,HHLH,5
S840,STRESS,HHLH,8
S840,STRESS,HHLH,17
S840,STRESS,HHLH,23
S840,STRESS,HHLH,42
S840,STRESS,HHLH,48
S840,STRESS,HHLH,57
S840,STRESS,HHLH,67
S840,STRESS,HHLH,72
S842,STRESS,HHLH,28
S842,STRESS,HHLH,36
S842,STRESS,HHLH,39
S842,STRESS,HHLH,64
S842,STRESS,HHLH,74
S844,STRESS,HHLH,0
S844,STRESS,HHLH,5
S844,STRESS,HHLH,27
S844,STRESS,HHLH,53
S846,STRESS,HHLH,0
S846,STRESS,HHLH,16
S846,STRESS,HHLH,21
S846,STRESS,HHLH,26
S846,STRESS,HHLH,39
S846,STRESS,HHLH,44
S846,STRESS,HHLH,62
S848,STRESS,HHLH,4
S848,STRESS,HHLH,8
S848,STRESS,HHLH,14
S848,STRESS,HHLH,17
S848,STRESS,HHLH,27
S848,STRESS,HHLH,40
S848,STRESS,HHLH,43
S848,STRESS,HHLH,72
S850,STRESS,HHLH,4
S850,STRESS,HHLH,9
S850,STRESS,HHLH,19
S850,STRESS,HHLH,27
S850,STRESS,HHLH,30
S850,STRESS,HHLH,41
S850,STRESS,HHLH,65
S852,STRESS,HHLH,15
S852,STRESS,HHLH,21
S852,STRESS,HHLH,39
S852,STRESS,HHLH,49
S852,STRESS,HHLH,56
S852,STRESS,HHLH,69
S854,STRESS,HHLH,6
S854,STRESS,HHLH,33
S854,STRESS,HHLH,40
S854,STRESS,HHLH,59
S854,STRESS,HHLH,67
S856,STRESS,HHLH,15
S856,STRESS,HHLH,25
S856,STRESS,HHLH,29
S856,STRESS,HHLH,63
S858,STRESS,HHLH,15
S858,STRESS,HHLH,18
S858,STRESS,HHLH,29
S858,STRESS,HHLH,58
S860,STRESS,HHLH,11
S860,STRESS,HHLH,18
S860,STRESS,HHLH,62
S862,STRESS,HHLH,3
S862,STRESS,HHLH,22
S862,STRESS,HHLH,41
S862,STRESS,HHLH,44
S862,STRESS,HHLH,58
S862,STRESS,HHLH,67
S864,STRESS,HHLH,4
S864,STRESS,HHLH,37
S864,STRESS,HHLH,42
S864,STRESS,HHLH,49
S864,STRESS,HHLH,58
S864,STRESS,HHLH,68
S864,STRESS,HHLH,71
S866,STRESS,HHLH,7
S866,STRESS,HHLH,13
S866,STRESS,HHLH,16
S866,STRESS,HHLH,19
S866,STRESS,HHLH,28
S866,STRESS,HHLH,31
S866,STRESS,HHLH,71
S868,STRESS,HHLH,27
S868,STRESS,HHLH,39
S870,STRESS,HHLH,50
S870,STRESS,HHLH,72
S872,STRESS,HHLH,1
S872,STRESS,HHLH,41
S872,STRESS,HHLH,58
S874,STRESS,HHLH,3
S874,STRESS,HHLH,36
S874,STRESS,HHLH,44
S874,STRESS,HHLH,50
S874,STRESS,HHLH,58
S874,STRESS,HHLH,61
S874,STRESS,HHLH,69
S874,STRESS,HHLH,72
S876,STRESS,HHLH,31
S876,STRESS,HHLH,35
S876,STRESS,HHLH,55
S878,STRESS,HHLH,2
S878,STRESS,HHLH,5
S878,STRESS,HHLH,25
S878,STRESS,HHLH,36
S878,STRESS,HHLH,49
S878,STRESS,HHLH,55
S880,STRESS,HHLH,3
S880,STRESS,HHLH,21
S880,STRESS,HHLH,24
S880,STRESS,HHLH,32
S880,STRESS,HHLH,62
S880,STRESS,HHLH,65
S880,STRESS,HHLH,70
S882,STRESS,HHLH,23
S882,STRESS,HHLH,31
S882,STRESS,HHLH,56
S884,STRESS,HHLH,15
S884,STRESS,HHLH,19
S884,STRESS,HHLH,36
S884,STRESS,HHLH,45
S884,STRESS,HHLH,63
S884,STRESS,HHLH,75
S886,STRESS,HHLH,17
S886,STRESS,HHLH,37
S886,STRESS,HHLH,41
S886,STRESS,HHLH,44
S886,STRESS,HHLH,48
S886,STRESS,HHLH,66
S888,STRESS,HHLH,48
S888,STRESS,HHLH,58
S890,STRESS,HHLH,20
S890,STRESS,HHLH,54
S890,STRESS,HHLH,66
S890,STRESS,HHLH,70
S890,STRESS,HHLH,73
S890,STRESS,HHLH,76
S892,STRESS,HHLH,4
S892,STRESS,HHLH,7
S892,STRESS,HHLH,18
S892,STRESS,HHLH,39
S894,STRESS,HHLH,24
S894,STRESS,HHLH,39
S894,STRESS,HHLH,55
S894,STRESS,HHLH,60
S894,STRESS,HHLH,63
S896,STRESS,HHLH,0
S896,STRESS,HHLH,12
S896,STRESS,HHLH,16
S896,STRESS,HHLH,19
S896,STRESS,HHLH,31
S896,STRESS,HHLH,34
S896,STRESS,HHLH,66
S896,STRESS,HHLH,70
S896,STRESS,HHLH,73
S896,STRESS,HHLH,76
S898,STRESS,HHLH,19
S898,STRESS,HHLH,38
S898,STRESS,HHLH,46
S898,STRESS,HHLH,61
S900,STRESS,HHLH,17
S900,STRESS,HHLH,21
S900,STRESS,HHLH,58
S900,STRESS,HHLH,68
S902,STRESS,HHLH,1
S902,STRESS,HHLH,22
S902,STRESS,HHLH,33
S902,STRESS,HHLH,43
S904,STRESS,HHLH,2
S904,STRESS,HHLH,12
S904,STRESS,HHLH,15
S904,STRESS,HHLH,41
S904,STRESS,HHLH,48
S904,STRESS,HHLH,58
S906,STRESS,HHLH,5
S906,STRESS,HHLH,27
S906,STRESS,HHLH,42
S906,STRESS,HHLH,59
S906,STRESS,HHLH,62
S908,STRESS,HHLH,17
S908,STRESS,HHLH,32
S908,STRESS,HHLH,35
S908,STRESS,HHLH,38
S908,STRESS,HHLH,45
S908,STRESS,HHLH,50
S908,STRESS,HHLH,53
S908,STRESS,HHLH,62
S908,STRESS,HHLH,74
S910,STRESS,HHLH,6
S910,STRESS,HHLH,41
S910,STRESS,HHLH,51
S910,STRESS,HHLH,70
S912,STRESS,HHLH,28
S912,STRESS,HHLH,31
S912,STRESS,HHLH,37
S912,STRESS,HHLH,44
S912,STRESS,HHLH,58
S914,STRESS,HHLH,3
S914,STRESS,HHLH,6
S914,STRESS,HHLH,12
S914,STRESS,HHLH,17
S914,STRESS,HHLH,21
S914,STRESS,HHLH,33
S914,STRESS,HHLH,36
S914,STRESS,HHLH,52
S914,STRESS,HHLH,64
S916,STRESS,HHLH,1
S916,STRESS,HHLH,17
S916,STRESS,HHLH,20
S916,STRESS,HHLH,42
S916,STRESS,HHLH,47
S916,STRESS,HHLH,74
S918,STRESS,HHLH,41
S918,STRESS,HHLH,54
S918,STRESS,HHLH,57
S920,STRESS,HHLH,19
S920,STRESS,HHLH,28
S920,STRESS,HHLH,31
S920,STRESS,HHLH,65
S920,STRESS,HHLH,68
S922,STRESS,HHLH,4
S922,STRESS,HHLH,7
S922,STRESS,HHLH,16
S922,STRESS,HHLH,29
S922,STRESS,HHLH,54
S922,STRESS,HHLH,61
S924,STRESS,HHLH,4
S924,STRESS,HHLH,28
S924,STRESS,HHLH,41
S924,STRESS,HHLH,51
S924,STRESS,HHLH,60
S926,STRESS,HHLH,9
S926,STRESS,HHLH,14
S926,STRESS,HHLH,26
S926,STRESS,HHLH,29
S926,STRESS,HHLH,41
S926,STRESS,HHLH,57
S926,STRESS,HHLH,71
S926,STRESS,HHLH,76
S928,STRESS,HHLH,49
S928,STRESS,HHLH,70
S930,STRESS,HHLH,31
S932,STRESS,HHLH,8
S932,STRESS,HHLH,11
S932,STRESS,HHLH,14
S932,STRESS,HHLH,23
S932,STRESS,HHLH,38
S932,STRESS,HHLH,41
S932,STRESS,HHLH,44
S932,STRESS,HHLH,53
S932,STRESS,HHLH,66
S932,STRESS,HHLH,74
S934,STRESS,HHLH,9
S934,STRESS,HHLH,21
S934,STRESS,HHLH,27
S934,STRESS,HHLH,32
S934,STRESS,HHLH,44
S934,STRESS,HHLH,52
S934,STRESS,HHLH,72
S934,STRESS,HHLH,75
S936,STRESS,HHLH,3
S936,STRESS,HHLH,23
S936,STRESS,HHLH,32
S936,STRESS,HHLH,44
S938,STRESS,HHLH,0
S938,STRESS,HHLH,12
S938,STRESS,HHLH,43
S940,STRESS,HHLH,14
S940,STRESS,HHLH,26
S940,STRESS,HHLH,34
S940,STRESS,HHLH,38
S942,STRESS,HHLH,13
S942,STRESS,HHLH,24
S942,STRESS,HHLH,27
S942,STRESS,HHLH,30
S942,STRESS,HHLH,46
S942,STRESS,HHLH,55
S942,STRESS,HHLH,60
S944,STRESS,HHLH,2
S944,STRESS,HHLH,39
S944,STRESS,HHLH,56
S944,STRESS,HHLH,64
S944,STRESS,HHLH,70
S944,STRESS,HHLH,75
S946,STRESS,HHLH,6
S946,STRESS,HHLH,9
S946,STRESS,HHLH,44
S946,STRESS,HHLH,64
S946,STRESS,HHLH,74
S948,STRESS,HHLH,36
S950,STRESS,HHLH,2
S950,STRESS,HHLH,8
S950,STRESS,HHLH,18
S950,STRESS,HHLH,56
S950,STRESS,HHLH,65
S952,STRESS,HHLH,11
S952,STRESS,HHLH,21
S952,STRESS,HHLH,34
S952,STRESS,HHLH,45
S952,STRESS,HHLH,71
S954,STRESS,HHLH,13
S954,STRESS,HHLH,24
S954,STRESS,HHLH,33
S954,STRESS,HHLH,47
S954,STRESS,HHLH,65
S956,STRESS,HHLH,2
S956,STRESS,HHLH,5
S956,STRESS,HHLH,9
S956,STRESS,HHLH,33
S956,STRESS,HHLH,37
S956,STRESS,HHLH,40
S956,STRESS,HHLH,66
S958,STRESS,HHLH,22
S958,STRESS,HHLH,36
S958,STRESS,HHLH,64
S958,STRESS,HHLH,70
S960,STRESS,HHLH,3
S960,STRESS,HHLH,7
S960,STRESS,HHLH,12
S960,STRESS,HHLH,41
S960,STRESS,HHLH,55
S962,STRESS,HHLH,41
S962,STRESS,HHLH,71
S962,STRESS,HHLH,74
S964,STRESS,HHLH,23
S964,STRESS,HHLH,26
S964,STRESS,HHLH,47
S964,STRESS,HHLH,60
S964,STRESS,HHLH,67
S966,STRESS,HHLH,33
S966,STRESS,HHLH,36
S966,STRESS,HHLH,42
S966,STRESS,HHLH,49
S966,STRESS,HHLH,69
S968,STRESS,HHLH,14
S968,STRESS,HHLH,31
S968,STRESS,HHLH,42
S968,STRESS,HHLH,45
S970,STRESS,HHLH,13
S970,STRESS,HHLH,50
S970,STRESS,HHLH,57
S970,STRESS,HHLH,68
S972,STRESS,HHLH,11
S972,STRESS,HHLH,26
S972,STRESS,HHLH,51
S972,STRESS,HHLH,59
S972,STRESS,HHLH,62
S972,STRESS,HHLH,67
S972,STRESS,HHLH,72
S974,STRESS,HHLH,1
S974,STRESS,HHLH,4
S974,STRESS,HHLH,15
S974,STRESS,HHLH,28
S974,STRESS,HHLH,31
S974,STRESS,HHLH,46
S974,STRESS,HHLH,65
S974,STRESS,HHLH,68
S976,STRESS,HHLH,8
S976,STRESS,HHLH,33
S976,STRESS,HHLH,40
S976,STRESS,HHLH,58
S976,STRESS,HHLH,70
S978,STRESS,HHLH,3
S978,STRESS,HHLH,23
S978,STRESS,HHLH,69
S978,STRESS,HHLH,76
S980,STRESS,HHLH,6
S980,STRESS,HHLH,9
S980,STRESS,HHLH,17
S980,STRESS,HHLH,24
S980,STRESS,HHLH,41
S980,STRESS,HHLH,73
S982,STRESS,HHLH,4
S982,STRESS,HHLH,7
S982,STRESS,HHLH,46
S984,STRESS,HHLH,4
S984,STRESS,HHLH,17
S984,STRESS,HHLH,23
S986,STRESS,HHLH,22
S986,STRESS,HHLH,42
S986,STRESS,HHLH,54
S986,STRESS,HHLH,68
S986,STRESS,HHLH,71
S988,STRESS,HHLH,11
S988,STRESS,HHLH,26
S988,STRESS,HHLH,52
S988,STRESS,HHLH,73
S990,STRESS,HHLH,7
S990,STRESS,HHLH,14
S990,STRESS,HHLH,17
S990,STRESS,HHLH,36
S990,STRESS,HHLH,39
S990,STRESS,HHLH,43
S990,STRESS,HHLH,46
S990,STRESS,HHLH,49
S990,STRESS,HHLH,59
S990,STRESS,HHLH,67
S990,STRESS,HHLH,73
S992,STRESS,HHLH,8
S992,STRESS,HHLH,24
S992,STRESS,HHLH,62
S992,STRESS,HHLH,68
S994,STRESS,HHLH,6
S994,STRESS,HHLH,10
S994,STRESS,HHLH,15
S994,STRESS,HHLH,18
S994,STRESS,HHLH,65
S996,STRESS,HHLH,3
S996,STRESS,HHLH,6
S996,STRESS,HHLH,25
S996,STRESS,HHLH,28
S996,STRESS,HHLH,50
S996,STRESS,HHLH,63
S996,STRESS,HHLH,70
S998,STRESS,HHLH,40
S998,STRESS,HHLH,50
S998,STRESS,HHLH,53
S998,STRESS,HHLH,59
S1000,STRESS,HHLH,5
S1000,STRESS,HHLH,12
S1000,STRESS,HHLH,26
S1000,STRESS,HHLH,39
S1000,STRESS,HHLH,46
S1000,STRESS,HHLH,59
