ruleId,priorityScore,effectiveFrom,effectiveToOrBlank,jurisdiction,minLevel,maxLevel,domain,actionType,minThreshold,maxThreshold,requiresWrittenOrder,requiresLegalVet,primaryApproverRole,secondaryApproverRole,citationCode,shortTitle
319,43,2021-12-22,,Circle-South,Division,Division,Timber,TransportPass,0.00,100.00,0,1,PCCF,,RULE-TI-0319,Timber TransportPass threshold rule 319
320,48,2021-02-22,,Circle-South,Division,Division,Transport,BudgetSanction,0.00,1000.00,1,0,LegalOfficer,,RULE-TR-0320,Transport BudgetSanction threshold rule 320
321,32,2022-11-15,2025-11-15,Circle-North,Range,Circle,Wildlife,LandUseChange,50.00,75.00,0,0,RO,,RULE-WI-0321,Wildlife LandUseChange threshold rule 321
322,28,2015-10-02,2021-10-02,Statewide,Beat,Division,Timber,OffenceCompounding,0.00,100.00,0,1,LegalOfficer,,RULE-TI-0322,Timber OffenceCompounding threshold rule 322
323,13,2019-01-11,,Statewide,Range,HeadOffice,Timber,FireClearance,25.00,525.00,0,1,APCCF,,RULE-TI-0323,Timber FireClearance threshold rule 323
324,34,2015-01-15,,Circle-East,Range,HeadOffice,Wildlife,FireClearance,50.00,100.00,0,1,LegalOfficer,PCCF,RULE-WI-0324,Wildlife FireClearance threshold rule 324
325,12,2020-09-17,,Circle-East,Beat,HeadOffice,Timber,PermitIssue,500.00,1000.00,0,0,DFO,FinanceOfficer,RULE-TI-0325,Timber PermitIssue threshold rule 325
326,58,2025-07-24,,Statewide,Range,Division,Land,PermitIssue,25.00,1025.00,0,0,FinanceOfficer,CF,RULE-LA-0326,Land PermitIssue threshold rule 326
327,18,2015-04-09,,Circle-West,Range,Circle,Land,TransportPass,50.00,550.00,1,0,DFO,,RULE-LA-0327,Land TransportPass threshold rule 327
328,85,2020-06-23,,Circle-North,Circle,Circle,Budget,OffenceCompounding,10.00,35.00,1,0,APCCF,,RULE-BU-0328,Budget OffenceCompounding threshold rule 328
329,38,2018-01-26,,Circle-South,Range,Circle,Budget,LandUseChange,100.00,125.00,0,0,PCCF,,RULE-BU-0329,Budget LandUseChange threshold rule 329
330,19,2021-03-23,,Statewide,Division,Circle,Timber,BudgetSanction,50.00,100.00,0,0,APCCF,,RULE-TI-0330,Timber BudgetSanction threshold rule 330
331,8,2025-08-14,,Circle-West,Circle,Circle,Fire,BudgetSanction,500.00,525.00,1,0,FinanceOfficer,,RULE-FI-0331,Fire BudgetSanction threshold rule 331
332,18,2016-03-08,,Circle-West,Beat,Circle,Transport,FireClearance,10.00,110.00,0,0,FinanceOfficer,,RULE-TR-0332,Transport FireClearance threshold rule 332
333,70,2015-07-16,2018-07-16,Circle-East,Beat,Range,Transport,PermitIssue,25.00,75.00,1,0,APCCF,,RULE-TR-0333,Transport PermitIssue threshold rule 333
334,66,2017-04-26,,Circle-North,Beat,Circle,Timber,PermitIssue,50.00,100.00,1,0,CF,PCCF,RULE-TI-0334,Timber PermitIssue threshold rule 334
335,26,2025-03-23,,Circle-West,Division,HeadOffice,Transport,LandUseChange,25.00,125.00,0,1,LegalOfficer,,RULE-TR-0335,Transport LandUseChange threshold rule 335
336,28,2025-01-01,,Circle-North,Beat,Division,Fire,PermitIssue,25.00,50.00,0,0,DFO,RO,RULE-FI-0336,Fire PermitIssue threshold rule 336
337,25,2023-09-17,,Circle-East,Division,Division,Budget,PermitIssue,500.00,550.00,1,0,PCCF,PCCF,RULE-BU-0337,Budget PermitIssue threshold rule 337
338,42,2016-02-15,,Circle-West,Division,Division,Fire,BudgetSanction,10.00,60.00,1,1,RO,,RULE-FI-0338,Fire BudgetSanction threshold rule 338
339,71,2018-04-23,,Circle-West,Beat,Range,Transport,LandUseChange,100.00,150.00,1,0,CF,,RULE-TR-0339,Transport LandUseChange threshold rule 339
340,38,2015-03-28,,Circle-West,Circle,HeadOffice,Wildlife,LandUseChange,0.00,100.00,1,0,RO,RO,RULE-WI-0340,Wildlife LandUseChange threshold rule 340
341,23,2020-11-14,,Circle-West,Circle,HeadOffice,Transport,TransportPass,25.00,1025.00,1,0,DFO,RO,RULE-TR-0341,Transport TransportPass threshold rule 341
342,75,2025-06-14,,Circle-West,Division,HeadOffice,Wildlife,OffenceCompounding,25.00,125.00,0,0,FinanceOfficer,,RULE-WI-0342,Wildlife OffenceCompounding threshold rule 342
343,46,2025-09-12,2030-09-12,Circle-East,Division,HeadOffice,Wildlife,BudgetSanction,50.00,75.00,1,0,LegalOfficer,,RULE-WI-0343,Wildlife BudgetSanction threshold rule 343
344,79,2017-07-30,,Circle-East,Circle,HeadOffice,Fire,LandUseChange,25.00,50.00,0,0,RO,,RULE-FI-0344,Fire LandUseChange threshold rule 344
345,94,2020-05-24,,Circle-East,Division,Circle,Wildlife,PermitIssue,10.00,60.00,0,1,PCCF,,RULE-WI-0345,Wildlife PermitIssue threshold rule 345
346,38,2015-12-30,,Circle-East,Beat,HeadOffice,Wildlife,BudgetSanction,0.00,1000.00,0,0,CF,,RULE-WI-0346,Wildlife BudgetSanction threshold rule 346
347,15,2021-11-17,,Circle-East,Beat,HeadOffice,Transport,BudgetSanction,25.00,75.00,0,0,CF,PCCF,RULE-TR-0347,Transport BudgetSanction threshold rule 347
348,76,2015-07-10,,Circle-North,Circle,HeadOffice,Budget,BudgetSanction,10.00,510.00,1,0,APCCF,CF,RULE-BU-0348,Budget BudgetSanction threshold rule 348
349,60,2021-12-14,,Circle-North,Range,Circle,Budget,OffenceCompounding,50.00,550.00,1,0,PCCF,,RULE-BU-0349,Budget OffenceCompounding threshold rule 349
350,34,2019-04-17,,Circle-East,Circle,HeadOffice,Land,LandUseChange,10.00,1010.00,0,0,DFO,,RULE-LA-0350,Land LandUseChange threshold rule 350
351,96,2017-03-06,2018-03-06,Statewide,Beat,Division,Timber,TransportPass,50.00,75.00,0,1,DFO,FinanceOfficer,RULE-TI-0351,Timber TransportPass threshold rule 351
352,7,2019-05-22,,Circle-East,Range,Range,Timber,FireClearance,100.00,150.00,1,0,FinanceOfficer,APCCF,RULE-TI-0352,Timber FireClearance threshold rule 352
353,62,2017-07-07,2021-07-07,Circle-East,Division,Division,Transport,PermitIssue,0.00,5000.00,1,1,PCCF,RO,RULE-TR-0353,Transport PermitIssue threshold rule 353
354,30,2015-02-14,,Circle-West,Division,Division,Budget,TransportPass,50.00,550.00,1,0,CF,FinanceOfficer,RULE-BU-0354,Budget TransportPass threshold rule 354
355,14,2024-08-04,2025-08-04,Statewide,Beat,Range,Budget,LandUseChange,50.00,150.00,1,0,PCCF,,RULE-BU-0355,Budget LandUseChange threshold rule 355
356,57,2023-01-17,,Circle-East,Range,Range,Timber,TransportPass,0.00,5000.00,1,0,CF,CF,RULE-TI-0356,Timber TransportPass threshold rule 356
357,56,2025-04-27,,Circle-East,Division,Division,Land,BudgetSanction,25.00,50.00,1,0,CF,,RULE-LA-0357,Land BudgetSanction threshold rule 357
358,41,2015-10-08,,Circle-South,Circle,Circle,Budget,PermitIssue,50.00,150.00,1,1,FinanceOfficer,,RULE-BU-0358,Budget PermitIssue threshold rule 358
359,52,2015-03-14,2020-03-14,Circle-West,Circle,HeadOffice,Transport,OffenceCompounding,100.00,125.00,1,0,LegalOfficer,PCCF,RULE-TR-0359,Transport OffenceCompounding threshold rule 359
360,62,2015-11-18,,Circle-North,Beat,Circle,Wildlife,TransportPass,500.00,525.00,1,0,CF,RO,RULE-WI-0360,Wildlife TransportPass threshold rule 360
361,98,2023-03-26,,Circle-North,Beat,HeadOffice,Land,PermitIssue,50.00,100.00,1,0,LegalOfficer,PCCF,RULE-LA-0361,Land PermitIssue threshold rule 361
362,3,2023-12-23,,Circle-North,Range,Division,Timber,TransportPass,25.00,1025.00,0,0,APCCF,,RULE-TI-0362,Timber TransportPass threshold rule 362
363,73,2021-06-28,,Circle-East,Circle,HeadOffice,Wildlife,PermitIssue,500.00,1500.00,1,0,RO,,RULE-WI-0363,Wildlife PermitIssue threshold rule 363
364,32,2022-02-20,,Circle-West,Circle,HeadOffice,Land,TransportPass,10.00,110.00,0,1,DFO,CF,RULE-LA-0364,Land TransportPass threshold rule 364
365,65,2020-01-09,2025-01-09,Statewide,Circle,HeadOffice,Fire,BudgetSanction,100.00,200.00,1,0,APCCF,LegalOfficer,RULE-FI-0365,Fire BudgetSanction threshold rule 365
366,67,2019-10-24,,Statewide,Division,HeadOffice,Land,LandUseChange,10.00,35.00,0,0,LegalOfficer,,RULE-LA-0366,Land LandUseChange threshold rule 366
367,3,2022-05-05,,Statewide,Division,Circle,Fire,FireClearance,100.00,1100.00,0,1,PCCF,,RULE-FI-0367,Fire FireClearance threshold rule 367
368,97,2019-04-01,2022-04-01,Circle-South,Range,HeadOffice,Budget,PermitIssue,100.00,1100.00,1,0,APCCF,,RULE-BU-0368,Budget PermitIssue threshold rule 368
369,49,2023-02-07,2028-02-07,Circle-North,Division,HeadOffice,Transport,PermitIssue,100.00,200.00,1,1,CF,,RULE-TR-0369,Transport PermitIssue threshold rule 369
370,27,2024-09-29,,Circle-North,Division,Circle,Transport,BudgetSanction,10.00,510.00,1,0,APCCF,CF,RULE-TR-0370,Transport BudgetSanction threshold rule 370
371,25,2016-04-30,,Circle-West,Circle,HeadOffice,Wildlife,LandUseChange,25.00,125.00,1,0,CF,,RULE-WI-0371,Wildlife LandUseChange threshold rule 371
372,91,2017-09-26,2021-09-26,Circle-East,Range,Range,Fire,PermitIssue,10.00,110.00,1,0,CF,DFO,RULE-FI-0372,Fire PermitIssue threshold rule 372
373,21,2016-10-07,,Statewide,Division,Circle,Budget,FireClearance,10.00,510.00,0,1,RO,,RULE-BU-0373,Budget FireClearance threshold rule 373
374,35,2025-03-31,,Circle-East,Circle,Circle,Transport,BudgetSanction,0.00,50.00,1,0,PCCF,LegalOfficer,RULE-TR-0374,Transport BudgetSanction threshold rule 374
375,63,2015-11-01,,Statewide,Circle,Circle,Fire,PermitIssue,10.00,110.00,1,0,APCCF,,RULE-FI-0375,Fire PermitIssue threshold rule 375
376,96,2020-01-14,2025-01-14,Circle-South,Division,Circle,Budget,TransportPass,0.00,5000.00,0,0,RO,,RULE-BU-0376,Budget TransportPass threshold rule 376
377,82,2023-02-09,,Statewide,Beat,Range,Land,OffenceCompounding,10.00,60.00,1,0,CF,PCCF,RULE-LA-0377,Land OffenceCompounding threshold rule 377
378,97,2023-07-02,,Statewide,Circle,Circle,Transport,TransportPass,500.00,1000.00,1,0,PCCF,,RULE-TR-0378,Transport TransportPass threshold rule 378
379,67,2018-06-19,,Statewide,Beat,Circle,Wildlife,PermitIssue,500.00,1000.00,1,0,FinanceOfficer,LegalOfficer,RULE-WI-0379,Wildlife PermitIssue threshold rule 379
380,34,2019-11-20,,Circle-South,Range,HeadOffice,Timber,TransportPass,500.00,1000.00,1,0,RO,PCCF,RULE-TI-0380,Timber TransportPass threshold rule 380
381,15,2023-12-06,,Circle-East,Division,Circle,Wildlife,OffenceCompounding,100.00,200.00,1,0,CF,RO,RULE-WI-0381,Wildlife OffenceCompounding threshold rule 381
382,50,2025-10-14,,Circle-South,Beat,HeadOffice,Fire,PermitIssue,100.00,600.00,0,0,RO,,RULE-FI-0382,Fire PermitIssue threshold rule 382
383,44,2020-01-15,,Circle-North,Circle,HeadOffice,Land,TransportPass,100.00,125.00,0,0,PCCF,APCCF,RULE-LA-0383,Land TransportPass threshold rule 383
384,99,2021-11-02,,Circle-West,Circle,HeadOffice,Land,BudgetSanction,0.00,1000.00,1,0,FinanceOfficer,,RULE-LA-0384,Land BudgetSanction threshold rule 384
385,11,2020-09-07,,Circle-East,Beat,Beat,Transport,BudgetSanction,25.00,1025.00,1,0,CF,LegalOfficer,RULE-TR-0385,Transport BudgetSanction threshold rule 385
386,64,2020-10-13,,Circle-West,Circle,Circle,Land,PermitIssue,10.00,1010.00,1,1,APCCF,DFO,RULE-LA-0386,Land PermitIssue threshold rule 386
387,22,2018-07-22,2024-07-22,Statewide,Range,Circle,Fire,FireClearance,50.00,550.00,1,1,PCCF,,RULE-FI-0387,Fire FireClearance threshold rule 387
388,96,2022-11-04,,Circle-South,Beat,Division,Fire,PermitIssue,500.00,1500.00,1,1,CF,LegalOfficer,RULE-FI-0388,Fire PermitIssue threshold rule 388
389,88,2021-12-22,2028-12-22,Statewide,Division,HeadOffice,Fire,LandUseChange,0.00,50.00,1,1,FinanceOfficer,,RULE-FI-0389,Fire LandUseChange threshold rule 389
390,30,2017-11-22,2024-11-22,Circle-East,Range,HeadOffice,Land,PermitIssue,10.00,110.00,0,0,FinanceOfficer,FinanceOfficer,RULE-LA-0390,Land PermitIssue threshold rule 390
391,29,2023-07-20,,Circle-North,Beat,Circle,Timber,OffenceCompounding,0.00,5000.00,0,0,FinanceOfficer,,RULE-TI-0391,Timber OffenceCompounding threshold rule 391
392,98,2020-01-05,,Statewide,Circle,HeadOffice,Land,TransportPass,500.00,600.00,1,0,CF,,RULE-LA-0392,Land TransportPass threshold rule 392
393,64,2024-11-06,,Statewide,Division,HeadOffice,Land,LandUseChange,500.00,1500.00,0,0,DFO,FinanceOfficer,RULE-LA-0393,Land LandUseChange threshold rule 393
394,91,2019-12-01,,Circle-South,Division,HeadOffice,Budget,LandUseChange,0.00,250.00,0,0,FinanceOfficer,,RULE-BU-0394,Budget LandUseChange threshold rule 394
395,18,2023-10-26,,Circle-South,Circle,Circle,Budget,BudgetSanction,10.00,35.00,1,0,DFO,PCCF,RULE-BU-0395,Budget BudgetSanction threshold rule 395
396,79,2021-10-11,,Statewide,Circle,HeadOffice,Transport,PermitIssue,25.00,75.00,1,1,APCCF,APCCF,RULE-TR-0396,Transport PermitIssue threshold rule 396
397,75,2022-07-23,,Circle-North,Circle,HeadOffice,Budget,FireClearance,10.00,1010.00,1,0,FinanceOfficer,,RULE-BU-0397,Budget FireClearance threshold rule 397
398,98,2018-05-12,,Circle-South,Beat,Division,Budget,FireClearance,10.00,60.00,0,0,FinanceOfficer,,RULE-BU-0398,Budget FireClearance threshold rule 398
399,50,2023-07-15,,Circle-West,Circle,HeadOffice,Budget,OffenceCompounding,0.00,100.00,1,0,CF,,RULE-BU-0399,Budget OffenceCompounding threshold rule 399
400,56,2025-12-28,,Circle-West,Range,HeadOffice,Timber,OffenceCompounding,50.00,75.00,1,1,CF,PCCF,RULE-TI-0400,Timber OffenceCompounding threshold rule 400
401,11,2022-01-20,2023-01-20,Circle-East,Range,Circle,Timber,OffenceCompounding,0.00,5000.00,1,1,APCCF,,RULE-TI-0401,Timber OffenceCompounding threshold rule 401
402,22,2021-09-11,2022-09-11,Circle-East,Circle,HeadOffice,Budget,FireClearance,100.00,125.00,1,1,RO,APCCF,RULE-BU-0402,Budget FireClearance threshold rule 402
403,29,2017-08-26,,Circle-West,Range,HeadOffice,Wildlife,OffenceCompounding,10.00,1010.00,1,0,PCCF,,RULE-WI-0403,Wildlife OffenceCompounding threshold rule 403
404,96,2015-11-07,2021-11-07,Circle-South,Beat,HeadOffice,Transport,BudgetSanction,10.00,510.00,1,1,PCCF,CF,RULE-TR-0404,Transport BudgetSanction threshold rule 404
405,18,2019-06-19,,Circle-West,Range,HeadOffice,Transport,OffenceCompounding,50.00,75.00,1,0,DFO,CF,RULE-TR-0405,Transport OffenceCompounding threshold rule 405
406,81,2015-05-31,2019-05-31,Circle-North,Circle,Circle,Fire,BudgetSanction,10.00,1010.00,1,1,PCCF,FinanceOfficer,RULE-FI-0406,Fire BudgetSanction threshold rule 406
407,19,2021-06-08,2026-06-08,Circle-North,Range,Range,Transport,FireClearance,10.00,110.00,0,0,DFO,,RULE-TR-0407,Transport FireClearance threshold rule 407
408,88,2021-09-23,,Circle-West,Division,HeadOffice,Wildlife,BudgetSanction,10.00,510.00,1,1,PCCF,,RULE-WI-0408,Wildlife BudgetSanction threshold rule 408
409,83,2024-10-30,2027-10-30,Circle-North,Circle,Circle,Land,BudgetSanction,50.00,150.00,1,0,LegalOfficer,RO,RULE-LA-0409,Land BudgetSanction threshold rule 409
410,1,2020-01-11,,Circle-South,Range,HeadOffice,Wildlife,BudgetSanction,50.00,150.00,0,0,RO,FinanceOfficer,RULE-WI-0410,Wildlife BudgetSanction threshold rule 410
411,17,2018-12-10,,Circle-East,Circle,Circle,Budget,FireClearance,0.00,250.00,1,0,RO,,RULE-BU-0411,Budget FireClearance threshold rule 411
412,16,2023-02-20,,Circle-East,Beat,Circle,Transport,FireClearance,100.00,600.00,1,0,CF,RO,RULE-TR-0412,Transport FireClearance threshold rule 412
413,65,2021-06-22,,Circle-South,Circle,Circle,Budget,TransportPass,10.00,1010.00,0,0,FinanceOfficer,,RULE-BU-0413,Budget TransportPass threshold rule 413
414,15,2025-06-11,,Circle-South,Beat,HeadOffice,Transport,BudgetSanction,100.00,1100.00,1,0,CF,,RULE-TR-0414,Transport BudgetSanction threshold rule 414
415,56,2017-11-30,,Circle-East,Beat,Range,Timber,TransportPass,50.00,1050.00,0,1,APCCF,,RULE-TI-0415,Timber TransportPass threshold rule 415
416,21,2023-02-07,2029-02-07,Statewide,Beat,Beat,Budget,TransportPass,100.00,125.00,0,1,CF,DFO,RULE-BU-0416,Budget TransportPass threshold rule 416
417,23,2025-12-13,,Circle-South,Division,HeadOffice,Fire,OffenceCompounding,25.00,50.00,0,1,FinanceOfficer,,RULE-FI-0417,Fire OffenceCompounding threshold rule 417
418,42,2019-02-23,2020-02-23,Circle-East,Circle,Circle,Timber,LandUseChange,0.00,250.00,1,0,LegalOfficer,FinanceOfficer,RULE-TI-0418,Timber LandUseChange threshold rule 418
419,69,2023-09-07,,Circle-South,Range,HeadOffice,Transport,PermitIssue,100.00,125.00,0,0,LegalOfficer,DFO,RULE-TR-0419,Transport PermitIssue threshold rule 419
420,59,2015-05-29,,Circle-West,Division,HeadOffice,Transport,PermitIssue,100.00,150.00,1,0,FinanceOfficer,RO,RULE-TR-0420,Transport PermitIssue threshold rule 420
421,8,2018-07-11,2021-07-11,Circle-West,Range,Range,Timber,FireClearance,0.00,5000.00,0,1,PCCF,,RULE-TI-0421,Timber FireClearance threshold rule 421
422,25,2024-07-01,,Circle-West,Range,Division,Wildlife,BudgetSanction,10.00,35.00,0,0,RO,,RULE-WI-0422,Wildlife BudgetSanction threshold rule 422
423,46,2022-04-01,2027-04-01,Circle-North,Beat,Division,Wildlife,LandUseChange,50.00,75.00,1,0,RO,,RULE-WI-0423,Wildlife LandUseChange threshold rule 423
424,52,2016-06-10,2021-06-10,Statewide,Beat,Division,Land,LandUseChange,100.00,600.00,1,0,CF,,RULE-LA-0424,Land LandUseChange threshold rule 424
425,65,2017-05-06,2024-05-06,Circle-South,Beat,Range,Timber,TransportPass,25.00,525.00,1,0,PCCF,,RULE-TI-0425,Timber TransportPass threshold rule 425
426,61,2017-06-03,,Circle-South,Circle,HeadOffice,Fire,OffenceCompounding,0.00,1000.00,1,1,RO,DFO,RULE-FI-0426,Fire OffenceCompounding threshold rule 426
427,45,2021-06-18,,Circle-North,Range,Circle,Fire,TransportPass,10.00,35.00,1,1,CF,,RULE-FI-0427,Fire TransportPass threshold rule 427
428,49,2024-05-08,2031-05-08,Statewide,Beat,Beat,Timber,OffenceCompounding,10.00,510.00,1,0,PCCF,LegalOfficer,RULE-TI-0428,Timber OffenceCompounding threshold rule 428
429,73,2017-05-11,,Statewide,Range,Circle,Timber,OffenceCompounding,50.00,150.00,1,1,DFO,,RULE-TI-0429,Timber OffenceCompounding threshold rule 429
430,95,2023-08-17,,Circle-West,Range,Range,Land,LandUseChange,0.00,1000.00,1,1,FinanceOfficer,,RULE-LA-0430,Land LandUseChange threshold rule 430
431,31,2015-06-10,,Circle-West,Beat,Beat,Wildlife,FireClearance,500.00,600.00,1,1,FinanceOfficer,LegalOfficer,RULE-WI-0431,Wildlife FireClearance threshold rule 431
432,96,2021-01-18,,Statewide,Beat,Circle,Transport,TransportPass,10.00,110.00,0,0,LegalOfficer,,RULE-TR-0432,Transport TransportPass threshold rule 432
433,1,2023-02-13,,Circle-East,Range,Range,Budget,OffenceCompounding,0.00,1000.00,1,0,DFO,,RULE-BU-0433,Budget OffenceCompounding threshold rule 433
434,72,2018-10-14,,Circle-East,Circle,HeadOffice,Fire,LandUseChange,0.00,250.00,1,1,LegalOfficer,,RULE-FI-0434,Fire LandUseChange threshold rule 434
435,26,2016-06-16,,Circle-South,Circle,HeadOffice,Fire,LandUseChange,100.00,600.00,1,0,CF,,RULE-FI-0435,Fire LandUseChange threshold rule 435
436,9,2021-05-23,2024-05-23,Circle-North,Range,Range,Timber,OffenceCompounding,25.00,125.00,1,0,LegalOfficer,FinanceOfficer,RULE-TI-0436,Timber OffenceCompounding threshold rule 436
437,56,2022-12-06,,Circle-South,Beat,Circle,Wildlife,TransportPass,50.00,75.00,1,0,LegalOfficer,,RULE-WI-0437,Wildlife TransportPass threshold rule 437
438,74,2025-03-17,2028-03-17,Circle-East,Beat,Circle,Timber,BudgetSanction,0.00,100.00,1,1,RO,DFO,RULE-TI-0438,Timber BudgetSanction threshold rule 438
439,44,2018-12-28,,Circle-North,Circle,Circle,Land,PermitIssue,0.00,250.00,1,0,PCCF,CF,RULE-LA-0439,Land PermitIssue threshold rule 439
440,75,2015-08-16,,Circle-East,Division,Circle,Timber,BudgetSanction,500.00,600.00,1,0,CF,,RULE-TI-0440,Timber BudgetSanction threshold rule 440
441,92,2025-03-24,,Circle-North,Division,HeadOffice,Transport,LandUseChange,0.00,100.00,1,0,PCCF,,RULE-TR-0441,Transport LandUseChange threshold rule 441
442,83,2015-06-02,,Circle-South,Range,Division,Timber,PermitIssue,0.00,5000.00,1,0,CF,,RULE-TI-0442,Timber PermitIssue threshold rule 442
443,94,2024-07-06,,Circle-West,Circle,Circle,Land,LandUseChange,500.00,600.00,1,0,RO,,RULE-LA-0443,Land LandUseChange threshold rule 443
444,9,2017-08-03,,Circle-South,Division,HeadOffice,Timber,PermitIssue,10.00,1010.00,1,0,LegalOfficer,,RULE-TI-0444,Timber PermitIssue threshold rule 444
445,88,2017-01-19,,Circle-North,Division,Division,Fire,OffenceCompounding,100.00,125.00,1,0,PCCF,CF,RULE-FI-0445,Fire OffenceCompounding threshold rule 445
446,72,2023-01-06,,Statewide,Circle,HeadOffice,Land,OffenceCompounding,25.00,125.00,0,0,CF,RO,RULE-LA-0446,Land OffenceCompounding threshold rule 446
447,65,2020-07-29,,Circle-West,Range,HeadOffice,Wildlife,LandUseChange,0.00,50.00,0,0,LegalOfficer,RO,RULE-WI-0447,Wildlife LandUseChange threshold rule 447
448,6,2018-11-16,,Statewide,Range,Range,Timber,PermitIssue,0.00,100.00,0,0,DFO,,RULE-TI-0448,Timber PermitIssue threshold rule 448
449,1,2024-11-09,2030-11-09,Circle-North,Circle,HeadOffice,Transport,OffenceCompounding,0.00,5000.00,0,0,FinanceOfficer,,RULE-TR-0449,Transport OffenceCompounding threshold rule 449
450,84,2022-11-15,2029-11-15,Circle-West,Circle,Circle,Timber,TransportPass,50.00,150.00,1,0,LegalOfficer,,RULE-TI-0450,Timber TransportPass threshold rule 450
451,98,2022-11-13,,Statewide,Circle,Circle,Land,PermitIssue,0.00,50.00,1,0,DFO,FinanceOfficer,RULE-LA-0451,Land PermitIssue threshold rule 451
452,17,2023-12-04,,Statewide,Beat,Division,Land,LandUseChange,500.00,1000.00,0,0,PCCF,,RULE-LA-0452,Land LandUseChange threshold rule 452
453,67,2022-11-20,,Circle-South,Range,Range,Fire,FireClearance,10.00,60.00,1,0,CF,DFO,RULE-FI-0453,Fire FireClearance threshold rule 453
454,85,2019-03-14,,Circle-North,Circle,Circle,Land,FireClearance,0.00,50.00,1,0,APCCF,,RULE-LA-0454,Land FireClearance threshold rule 454
455,57,2022-03-24,,Circle-North,Beat,Division,Transport,LandUseChange,0.00,50.00,1,0,RO,PCCF,RULE-TR-0455,Transport LandUseChange threshold rule 455
456,84,2019-08-23,,Circle-West,Circle,HeadOffice,Budget,PermitIssue,50.00,100.00,1,1,DFO,RO,RULE-BU-0456,Budget PermitIssue threshold rule 456
457,61,2019-03-28,2024-03-28,Statewide,Range,Division,Fire,FireClearance,100.00,200.00,1,0,FinanceOfficer,APCCF,RULE-FI-0457,Fire FireClearance threshold rule 457
458,80,2019-10-01,,Circle-South,Circle,HeadOffice,Land,LandUseChange,50.00,75.00,1,1,DFO,DFO,RULE-LA-0458,Land LandUseChange threshold rule 458
459,50,2021-10-11,,Circle-East,Division,Division,Fire,BudgetSanction,100.00,1100.00,1,0,FinanceOfficer,,RULE-FI-0459,Fire BudgetSanction threshold rule 459
460,23,2024-08-23,,Circle-East,Range,Circle,Timber,OffenceCompounding,100.00,600.00,1,1,LegalOfficer,DFO,RULE-TI-0460,Timber OffenceCompounding threshold rule 460
461,65,2018-04-03,2021-04-03,Circle-East,Beat,Circle,Land,PermitIssue,50.00,550.00,1,0,RO,DFO,RULE-LA-0461,Land PermitIssue threshold rule 461
462,92,2022-08-16,,Circle-East,Circle,HeadOffice,Transport,FireClearance,25.00,1025.00,1,1,PCCF,PCCF,RULE-TR-0462,Transport FireClearance threshold rule 462
463,17,2020-03-11,,Circle-West,Division,HeadOffice,Wildlife,PermitIssue,100.00,600.00,1,0,PCCF,RO,RULE-WI-0463,Wildlife PermitIssue threshold rule 463
464,69,2021-02-15,,Circle-West,Beat,Division,Land,BudgetSanction,25.00,1025.00,1,0,PCCF,,RULE-LA-0464,Land BudgetSanction threshold rule 464
465,97,2019-12-11,2024-12-11,Circle-West,Division,HeadOffice,Wildlife,OffenceCompounding,0.00,1000.00,1,0,LegalOfficer,,RULE-WI-0465,Wildlife OffenceCompounding threshold rule 465
466,51,2021-11-06,,Circle-South,Range,Range,Land,OffenceCompounding,25.00,1025.00,1,0,PCCF,PCCF,RULE-LA-0466,Land OffenceCompounding threshold rule 466
467,54,2018-11-18,,Circle-North,Circle,HeadOffice,Transport,FireClearance,25.00,525.00,1,0,PCCF,,RULE-TR-0467,Transport FireClearance threshold rule 467
468,40,2024-12-26,2028-12-26,Circle-East,Beat,Beat,Timber,LandUseChange,100.00,200.00,1,1,PCCF,CF,RULE-TI-0468,Timber LandUseChange threshold rule 468
469,19,2018-02-22,,Circle-South,Beat,HeadOffice,Wildlife,BudgetSanction,50.00,550.00,0,1,RO,,RULE-WI-0469,Wildlife BudgetSanction threshold rule 469
470,6,2024-11-16,,Circle-West,Range,Division,Fire,LandUseChange,50.00,150.00,1,1,LegalOfficer,,RULE-FI-0470,Fire LandUseChange threshold rule 470
471,69,2025-09-21,,Circle-West,Circle,HeadOffice,Fire,LandUseChange,100.00,600.00,1,1,APCCF,APCCF,RULE-FI-0471,Fire LandUseChange threshold rule 471
472,7,2022-08-20,2029-08-20,Circle-West,Division,HeadOffice,Land,BudgetSanction,100.00,150.00,1,1,FinanceOfficer,,RULE-LA-0472,Land BudgetSanction threshold rule 472
473,21,2018-11-06,,Circle-East,Division,HeadOffice,Timber,TransportPass,500.00,600.00,1,0,RO,DFO,RULE-TI-0473,Timber TransportPass threshold rule 473
474,42,2017-08-05,,Circle-East,Beat,Range,Land,BudgetSanction,25.00,75.00,1,1,CF,,RULE-LA-0474,Land BudgetSanction threshold rule 474
475,49,2017-04-13,,Circle-East,Circle,Circle,Wildlife,OffenceCompounding,100.00,125.00,1,0,FinanceOfficer,RO,RULE-WI-0475,Wildlife OffenceCompounding threshold rule 475
476,28,2022-04-01,,Statewide,Circle,HeadOffice,Land,BudgetSanction,10.00,60.00,1,0,PCCF,DFO,RULE-LA-0476,Land BudgetSanction threshold rule 476
477,9,2019-11-02,2024-11-02,Circle-West,Circle,Circle,Land,PermitIssue,500.00,600.00,1,0,APCCF,APCCF,RULE-LA-0477,Land PermitIssue threshold rule 477
