heap_index,case_id,species,condition,triage_level,age_years,temperature_c,resp_rate_min,heart_rate_bpm,trauma_severity_0_3,infectious_suspect,pregnant,priority_score
467,ANM_0467,WILD_BOAR,NEURO,GREEN_STANDARD,2.8,39.5,71,140,3,NO,NO,37.0
468,ANM_0234,MACAQUE,GI,RED_IMMEDIATE,11.8,38.3,73,141,1,NO,NO,76.0
469,ANM_0939,LEOPARD,RESPIRATORY,ORANGE_VERY_URGENT,10.3,37.1,28,115,2,NO,NO,61.0
470,ANM_0058,WILD_DOG,GI,ORANGE_VERY_URGENT,9.2,37.9,68,167,2,NO,NO,64.0
471,ANM_0943,ELEPHANT,FEVER,ORANGE_VERY_URGENT,1.5,38.7,24,144,0,NO,NO,40.0
472,ANM_0944,SAMBAR_DEER,RESPIRATORY,GREEN_STANDARD,2.9,36.0,44,116,3,NO,NO,43.0
473,ANM_0236,WILD_BOAR,OBSTETRIC,GREEN_STANDARD,6.1,39.3,63,146,2,NO,NO,29.0
474,ANM_0948,GAUR,RESPIRATORY,YELLOW_URGENT,8.9,36.3,66,154,1,NO,NO,46.0
475,ANM_0475,WILD_DOG,GI,YELLOW_URGENT,4.0,39.1,36,107,2,YES,NO,48.0
476,ANM_0476,HORNBILL,FEVER,YELLOW_URGENT,6.1,37.1,64,155,2,NO,NO,49.0
477,ANM_0477,SLOTH_BEAR,OBSTETRIC,ORANGE_VERY_URGENT,7.0,37.1,26,129,1,NO,NO,53.0
478,ANM_0478,WILD_DOG,RESPIRATORY,GREEN_STANDARD,8.9,38.4,20,105,3,NO,NO,29.0
479,ANM_0479,CROCODILE,OBSTETRIC,GREEN_STANDARD,9.5,37.5,55,72,3,YES,NO,45.0
480,ANM_0960,SAMBAR_DEER,TRAUMA,GREEN_STANDARD,7.9,38.2,28,150,3,YES,NO,41.0
481,ANM_0240,OTTER,OBSTETRIC,YELLOW_URGENT,0.4,39.6,54,133,0,NO,NO,29.0
482,ANM_0965,BLACKBUCK,GI,ORANGE_VERY_URGENT,5.9,39.8,35,99,1,YES,NO,65.0
483,ANM_0966,SAMBAR_DEER,NEURO,ORANGE_VERY_URGENT,9.9,37.0,65,86,1,YES,NO,73.0
484,ANM_0484,BARASINGHA,FEVER,YELLOW_URGENT,8.6,39.0,45,129,3,NO,NO,48.0
485,ANM_0060,TIGER,OBSTETRIC,ORANGE_VERY_URGENT,1.7,39.3,56,115,3,NO,NO,68.0
486,ANM_0486,ELEPHANT,RESPIRATORY,ORANGE_VERY_URGENT,1.4,36.3,76,181,0,YES,NO,70.0
487,ANM_0975,OTTER,NEURO,ORANGE_VERY_URGENT,10.5,40.3,78,148,2,NO,NO,74.0
488,ANM_0488,LANGUR,NEURO,ORANGE_VERY_URGENT,6.4,36.9,22,151,2,NO,NO,61.0
489,ANM_0979,TIGER,RESPIRATORY,YELLOW_URGENT,7.2,36.0,79,191,3,NO,NO,62.0
490,ANM_0981,LEOPARD,NEURO,ORANGE_VERY_URGENT,10.6,40.6,37,73,1,NO,NO,58.0
491,ANM_0983,HORNBILL,FEVER,ORANGE_VERY_URGENT,0.9,40.1,72,151,1,NO,NO,66.0
492,ANM_0984,SAMBAR_DEER,TRAUMA,YELLOW_URGENT,11.7,39.9,69,87,3,NO,NO,57.0
493,ANM_0246,TIGER,RESPIRATORY,YELLOW_URGENT,9.1,39.6,45,79,2,YES,NO,57.0
494,ANM_0494,HYENA,OBSTETRIC,GREEN_STANDARD,10.9,40.0,63,129,2,NO,NO,34.0
495,ANM_0247,WILD_BOAR,NEURO,GREEN_STANDARD,4.1,39.8,28,80,2,YES,NO,38.0
496,ANM_0993,BLACKBUCK,GI,ORANGE_VERY_URGENT,7.9,37.1,76,158,0,NO,NO,53.0
497,ANM_0995,LEOPARD,OBSTETRIC,ORANGE_VERY_URGENT,5.3,37.7,31,168,1,NO,NO,48.0
498,ANM_0498,LEOPARD,FEVER,RED_IMMEDIATE,9.1,36.7,37,160,0,NO,NO,65.0
499,ANM_0998,MACAQUE,TRAUMA,ORANGE_VERY_URGENT,5.2,39.6,29,83,2,NO,NO,61.0
500,ANM_1000,HYENA,GI,YELLOW_URGENT,6.1,38.7,54,197,1,NO,NO,32.0
501,ANM_0125,OTTER,OBSTETRIC,ORANGE_VERY_URGENT,1.6,37.8,62,168,0,NO,NO,48.0
502,ANM_0502,NILGAI,TRAUMA,GREEN_STANDARD,2.8,36.6,60,171,2,YES,NO,42.0
503,ANM_0062,CHITAL,OBSTETRIC,YELLOW_URGENT,11.5,38.0,65,110,0,NO,NO,28.0
504,ANM_0063,HYENA,TRAUMA,YELLOW_URGENT,3.8,39.4,71,90,0,NO,NO,28.0
505,ANM_0126,NILGAI,TRAUMA,YELLOW_URGENT,2.7,39.3,34,87,2,NO,NO,36.0
506,ANM_0253,ELEPHANT,NEURO,GREEN_STANDARD,10.9,40.9,56,193,1,NO,NO,27.0
507,ANM_0507,PEAFOWL,RESPIRATORY,YELLOW_URGENT,4.0,38.3,75,101,0,NO,NO,28.0
508,ANM_0508,SAMBAR_DEER,OBSTETRIC,YELLOW_URGENT,0.2,39.2,44,107,0,NO,NO,24.0
509,ANM_0509,HORNBILL,RESPIRATORY,ORANGE_VERY_URGENT,0.9,40.8,72,159,1,NO,NO,66.0
510,ANM_0510,OTTER,RESPIRATORY,YELLOW_URGENT,4.0,39.2,27,84,0,YES,NO,32.0
511,ANM_0255,SAMBAR_DEER,RESPIRATORY,GREEN_STANDARD,6.1,39.1,49,87,1,NO,NO,17.0
512,ANM_0128,CHITAL,FEVER,YELLOW_URGENT,2.3,36.7,62,162,0,YES,NO,45.0
513,ANM_0256,BARASINGHA,OBSTETRIC,YELLOW_URGENT,10.4,38.2,47,94,2,NO,NO,40.0
514,ANM_0064,NILGAI,TRAUMA,YELLOW_URGENT,4.2,40.2,72,185,0,NO,NO,38.0
515,ANM_0515,WILD_DOG,RESPIRATORY,YELLOW_URGENT,3.1,39.1,31,166,0,NO,NO,20.0
516,ANM_0258,WILD_BOAR,FEVER,ORANGE_VERY_URGENT,6.9,39.0,54,106,0,NO,NO,44.0
517,ANM_0517,OTTER,OBSTETRIC,YELLOW_URGENT,4.4,37.6,40,155,3,NO,NO,44.0
518,ANM_0129,TIGER,TRAUMA,GREEN_STANDARD,2.7,38.1,41,100,2,NO,NO,25.0
519,ANM_0519,WILD_BOAR,TRAUMA,GREEN_STANDARD,11.8,39.0,53,94,2,YES,NO,37.0
520,ANM_0260,SAMBAR_DEER,NEURO,ORANGE_VERY_URGENT,5.2,37.9,48,182,3,NO,NO,68.0
521,ANM_0521,GAUR,RESPIRATORY,ORANGE_VERY_URGENT,10.7,37.2,36,136,0,NO,NO,45.0
522,ANM_0004,NILGAI,OBSTETRIC,ORANGE_VERY_URGENT,0.7,38.3,27,156,0,NO,NO,40.0
523,ANM_0523,WILD_BOAR,TRAUMA,GREEN_STANDARD,11.1,37.7,76,171,3,NO,YES,47.0
524,ANM_0524,HYENA,NEURO,YELLOW_URGENT,7.3,36.1,69,157,0,NO,YES,48.0
525,ANM_0262,NILGAI,RESPIRATORY,YELLOW_URGENT,0.7,40.9,63,162,2,NO,NO,54.0
526,ANM_0526,ELEPHANT,RESPIRATORY,YELLOW_URGENT,9.5,36.7,41,81,3,NO,YES,63.0
527,ANM_0131,MACAQUE,OBSTETRIC,YELLOW_URGENT,3.4,39.8,27,148,3,YES,NO,61.0
528,ANM_0528,PEAFOWL,RESPIRATORY,YELLOW_URGENT,12.0,38.6,35,78,2,NO,NO,36.0
529,ANM_0066,PEAFOWL,FEVER,ORANGE_VERY_URGENT,3.1,40.7,37,175,1,NO,NO,58.0
530,ANM_0132,PEAFOWL,GI,YELLOW_URGENT,3.8,37.1,58,74,0,YES,NO,41.0
531,ANM_0531,WILD_DOG,NEURO,YELLOW_URGENT,9.1,40.3,27,73,1,NO,NO,38.0
532,ANM_0133,GAUR,FEVER,ORANGE_VERY_URGENT,1.6,38.5,47,104,1,NO,NO,52.0
533,ANM_0533,WILD_DOG,OBSTETRIC,YELLOW_URGENT,3.3,38.4,66,96,0,NO,NO,28.0
534,ANM_0016,ELEPHANT,OBSTETRIC,GREEN_STANDARD,1.7,38.4,55,102,2,NO,NO,25.0
535,ANM_0535,ELEPHANT,GI,YELLOW_URGENT,8.0,40.6,43,87,0,NO,NO,34.0
536,ANM_0536,WILD_BOAR,RESPIRATORY,GREEN_STANDARD,6.2,39.5,77,140,3,NO,NO,37.0
537,ANM_0537,SLOTH_BEAR,RESPIRATORY,YELLOW_URGENT,5.6,40.6,21,70,1,NO,NO,38.0
538,ANM_0538,MACAQUE,GI,GREEN_STANDARD,0.4,39.4,42,137,1,NO,NO,17.0
539,ANM_0269,SAMBAR_DEER,NEURO,GREEN_STANDARD,0.9,36.5,75,197,1,NO,NO,26.0
540,ANM_0270,RHINO,FEVER,YELLOW_URGENT,6.0,40.8,40,159,3,NO,NO,54.0
541,ANM_0541,CHITAL,OBSTETRIC,ORANGE_VERY_URGENT,6.6,37.0,28,198,1,NO,NO,53.0
542,ANM_0542,CROCODILE,RESPIRATORY,YELLOW_URGENT,10.9,39.9,61,100,2,YES,NO,61.0
543,ANM_0271,LANGUR,OBSTETRIC,ORANGE_VERY_URGENT,8.1,40.0,78,81,1,NO,NO,61.0
544,ANM_0544,SAMBAR_DEER,RESPIRATORY,GREEN_STANDARD,1.5,36.9,68,128,1,NO,NO,26.0
545,ANM_0136,HORNBILL,GI,GREEN_STANDARD,11.1,36.4,74,87,1,NO,NO,31.0
546,ANM_0017,WILD_DOG,OBSTETRIC,GREEN_STANDARD,8.3,39.6,45,155,3,NO,NO,38.0
547,ANM_0273,OTTER,NEURO,GREEN_STANDARD,11.2,36.9,30,185,2,YES,NO,38.0
548,ANM_0548,BLACKBUCK,GI,GREEN_STANDARD,7.4,40.1,66,140,3,NO,NO,47.0
549,ANM_0137,ELEPHANT,GI,GREEN_STANDARD,9.0,37.1,69,103,0,NO,YES,28.0
550,ANM_0275,MACAQUE,GI,YELLOW_URGENT,5.1,40.2,51,102,0,NO,NO,34.0
551,ANM_0551,CHITAL,FEVER,YELLOW_URGENT,5.2,39.1,23,192,1,NO,NO,28.0
552,ANM_0552,ELEPHANT,NEURO,YELLOW_URGENT,2.3,38.9,77,199,1,NO,NO,36.0
553,ANM_0553,TIGER,RESPIRATORY,YELLOW_URGENT,10.8,40.5,76,176,0,NO,NO,38.0
554,ANM_0554,SLOTH_BEAR,NEURO,GREEN_STANDARD,1.3,39.5,60,152,0,NO,NO,9.0
555,ANM_0555,CROCODILE,OBSTETRIC,GREEN_STANDARD,4.7,37.9,69,103,2,NO,NO,29.0
556,ANM_0556,GAUR,RESPIRATORY,GREEN_STANDARD,2.3,39.6,46,138,2,NO,NO,30.0
557,ANM_0278,RHINO,NEURO,GREEN_STANDARD,9.1,37.5,22,175,2,NO,NO,21.0
558,ANM_0279,LANGUR,TRAUMA,GREEN_STANDARD,3.0,40.1,57,149,3,YES,YES,65.0
559,ANM_0559,HORNBILL,TRAUMA,ORANGE_VERY_URGENT,6.7,39.1,55,113,0,YES,YES,66.0
560,ANM_0140,LANGUR,NEURO,GREEN_STANDARD,6.9,39.2,59,142,2,YES,YES,47.0
561,ANM_0280,WILD_DOG,RESPIRATORY,GREEN_STANDARD,6.9,38.7,58,197,1,NO,NO,17.0
562,ANM_0562,LEOPARD,TRAUMA,GREEN_STANDARD,4.0,40.5,72,77,3,NO,YES,57.0
563,ANM_0563,MACAQUE,RESPIRATORY,ORANGE_VERY_URGENT,10.3,37.6,46,194,1,NO,NO,52.0
564,ANM_0282,LEOPARD,FEVER,GREEN_STANDARD,1.7,40.3,35,97,2,NO,NO,31.0
565,ANM_0565,CROCODILE,OBSTETRIC,GREEN_STANDARD,4.4,36.6,56,187,3,NO,NO,38.0
566,ANM_0566,HORNBILL,RESPIRATORY,GREEN_STANDARD,11.8,36.0,21,179,0,NO,NO,15.0
567,ANM_0567,HORNBILL,GI,YELLOW_URGENT,4.1,38.8,60,114,0,NO,NO,24.0
568,ANM_0568,SAMBAR_DEER,TRAUMA,ORANGE_VERY_URGENT,6.2,37.6,20,89,2,NO,NO,56.0
569,ANM_0569,HORNBILL,TRAUMA,GREEN_STANDARD,2.5,40.2,79,182,3,NO,NO,47.0
570,ANM_0285,ELEPHANT,NEURO,GREEN_STANDARD,7.7,39.5,74,76,3,YES,NO,49.0
571,ANM_0571,CROCODILE,FEVER,YELLOW_URGENT,8.2,38.8,21,113,2,NO,NO,36.0
572,ANM_0572,NILGAI,TRAUMA,GREEN_STANDARD,3.5,36.2,44,196,1,NO,NO,27.0
573,ANM_0573,HORNBILL,TRAUMA,GREEN_STANDARD,9.1,39.5,40,68,2,NO,NO,21.0
574,ANM_0143,LEOPARD,GI,GREEN_STANDARD,6.9,36.9,58,181,1,NO,NO,22.0
575,ANM_0575,WILD_DOG,TRAUMA,YELLOW_URGENT,0.5,38.4,52,99,1,NO,NO,32.0
576,ANM_0288,BLACKBUCK,RESPIRATORY,GREEN_STANDARD,10.9,40.4,39,100,2,YES,NO,43.0
577,ANM_0577,WILD_BOAR,NEURO,GREEN_STANDARD,1.6,37.6,22,82,2,NO,YES,31.0
578,ANM_0578,CROCODILE,NEURO,GREEN_STANDARD,0.5,39.8,60,113,2,YES,NO,42.0
579,ANM_0579,OTTER,FEVER,GREEN_STANDARD,8.1,37.4,30,130,0,YES,NO,22.0
580,ANM_0036,RHINO,FEVER,GREEN_STANDARD,10.6,38.0,59,99,1,NO,NO,17.0
581,ANM_0581,BARASINGHA,OBSTETRIC,YELLOW_URGENT,1.7,38.4,63,72,0,NO,YES,38.0
582,ANM_0582,WILD_BOAR,RESPIRATORY,GREEN_STANDARD,10.7,39.1,64,174,2,NO,NO,29.0
583,ANM_0291,RHINO,GI,YELLOW_URGENT,5.8,37.1,25,86,0,NO,NO,25.0
584,ANM_0292,GAUR,GI,GREEN_STANDARD,9.1,36.7,63,96,0,NO,YES,28.0
585,ANM_0073,TIGER,NEURO,YELLOW_URGENT,3.4,40.9,55,134,1,NO,NO,42.0
586,ANM_0586,NILGAI,OBSTETRIC,YELLOW_URGENT,6.2,38.0,65,87,2,NO,YES,54.0
587,ANM_0587,CHITAL,OBSTETRIC,YELLOW_URGENT,7.2,37.2,35,200,1,NO,NO,33.0
588,ANM_0588,BARASINGHA,RESPIRATORY,GREEN_STANDARD,7.2,39.9,47,147,1,YES,NO,34.0
589,ANM_0294,RHINO,RESPIRATORY,GREEN_STANDARD,7.2,37.9,47,140,1,YES,NO,29.0
590,ANM_0147,NILGAI,FEVER,GREEN_STANDARD,8.4,38.0,58,81,2,NO,NO,25.0
591,ANM_0591,PEAFOWL,NEURO,GREEN_STANDARD,9.1,39.3,48,196,2,NO,NO,25.0
592,ANM_0592,WILD_DOG,RESPIRATORY,YELLOW_URGENT,3.9,38.9,78,137,3,NO,NO,52.0
593,ANM_0148,BARASINGHA,RESPIRATORY,YELLOW_URGENT,10.0,39.7,63,194,0,NO,NO,33.0
594,ANM_0594,LEOPARD,TRAUMA,GREEN_STANDARD,9.9,37.8,75,132,0,YES,NO,25.0
595,ANM_0297,HORNBILL,TRAUMA,YELLOW_URGENT,11.7,40.9,79,141,1,NO,NO,46.0
596,ANM_0298,BLACKBUCK,FEVER,YELLOW_URGENT,2.2,38.4,69,78,0,NO,YES,38.0
597,ANM_0597,GAUR,NEURO,GREEN_STANDARD,8.0,40.9,28,81,1,NO,NO,23.0
598,ANM_0074,RHINO,TRAUMA,YELLOW_URGENT,5.7,38.2,31,73,2,NO,NO,36.0
599,ANM_0299,WILD_DOG,TRAUMA,GREEN_STANDARD,11.4,38.0,38,188,3,NO,NO,29.0
600,ANM_0600,NILGAI,TRAUMA,GREEN_STANDARD,6.9,39.5,27,183,0,YES,NO,17.0
601,ANM_0601,SAMBAR_DEER,GI,YELLOW_URGENT,6.4,39.1,35,180,0,NO,NO,20.0
602,ANM_0150,ELEPHANT,FEVER,GREEN_STANDARD,1.4,39.9,73,194,0,NO,NO,18.0
603,ANM_0603,BARASINGHA,GI,YELLOW_URGENT,11.7,37.5,30,69,2,NO,NO,36.0
604,ANM_0604,LEOPARD,NEURO,YELLOW_URGENT,2.2,36.3,38,66,2,NO,YES,56.0
605,ANM_0605,ELEPHANT,FEVER,ORANGE_VERY_URGENT,7.5,37.4,36,63,0,NO,NO,45.0
606,ANM_0303,SLOTH_BEAR,GI,GREEN_STANDARD,6.4,39.9,66,126,1,NO,NO,26.0
607,ANM_0607,LEOPARD,FEVER,GREEN_STANDARD,11.6,39.0,72,99,3,NO,NO,37.0
608,ANM_0608,WILD_BOAR,RESPIRATORY,YELLOW_URGENT,8.8,36.8,56,148,0,NO,NO,29.0
609,ANM_0304,SAMBAR_DEER,NEURO,GREEN_STANDARD,9.3,36.1,71,169,2,NO,NO,39.0
610,ANM_0152,HYENA,GI,YELLOW_URGENT,9.1,39.9,34,196,1,NO,NO,33.0
611,ANM_0611,LEOPARD,TRAUMA,GREEN_STANDARD,7.7,40.8,47,129,2,NO,NO,35.0
612,ANM_0612,SAMBAR_DEER,NEURO,YELLOW_URGENT,5.6,39.4,35,109,2,NO,NO,36.0
613,ANM_0306,PEAFOWL,NEURO,GREEN_STANDARD,2.9,38.5,22,63,1,YES,NO,25.0
614,ANM_0307,GAUR,RESPIRATORY,GREEN_STANDARD,10.3,38.8,78,167,1,NO,NO,21.0
615,ANM_0615,HORNBILL,RESPIRATORY,YELLOW_URGENT,9.2,39.2,71,107,0,NO,NO,28.0
616,ANM_0616,LANGUR,NEURO,GREEN_STANDARD,7.7,40.6,37,169,2,NO,NO,31.0
617,ANM_0308,BARASINGHA,FEVER,GREEN_STANDARD,6.9,36.6,63,73,1,YES,NO,38.0
618,ANM_0038,RHINO,GI,GREEN_STANDARD,10.3,37.1,72,177,2,NO,NO,34.0
619,ANM_0154,SLOTH_BEAR,RESPIRATORY,GREEN_STANDARD,1.8,37.3,61,183,2,NO,YES,44.0
620,ANM_0620,TIGER,TRAUMA,YELLOW_URGENT,3.3,39.5,77,160,0,NO,NO,28.0
621,ANM_0621,MACAQUE,GI,YELLOW_URGENT,10.2,39.9,70,77,1,YES,NO,53.0
622,ANM_0311,WILD_DOG,NEURO,GREEN_STANDARD,9.2,37.2,20,164,0,YES,NO,22.0
623,ANM_0009,PEAFOWL,NEURO,ORANGE_VERY_URGENT,7.9,38.0,78,177,1,NO,NO,56.0
624,ANM_0156,HYENA,GI,GREEN_STANDARD,11.2,38.1,45,188,2,YES,NO,37.0
625,ANM_0019,HYENA,TRAUMA,GREEN_STANDARD,10.3,36.4,35,131,3,YES,YES,61.0
626,ANM_0626,CHITAL,GI,YELLOW_URGENT,10.0,38.2,21,69,2,YES,NO,48.0
627,ANM_0313,BLACKBUCK,GI,GREEN_STANDARD,11.7,36.7,37,83,0,NO,NO,10.0
628,ANM_0628,ELEPHANT,TRAUMA,GREEN_STANDARD,6.0,36.1,78,71,1,NO,YES,41.0
629,ANM_0314,CROCODILE,GI,GREEN_STANDARD,4.6,40.9,25,84,1,NO,NO,23.0
630,ANM_0630,MACAQUE,OBSTETRIC,GREEN_STANDARD,2.8,40.0,47,146,3,NO,NO,38.0
631,ANM_0631,PEAFOWL,OBSTETRIC,ORANGE_VERY_URGENT,10.1,40.0,68,71,1,NO,YES,71.0
632,ANM_0316,BARASINGHA,FEVER,YELLOW_URGENT,3.0,40.7,28,87,1,YES,NO,50.0
633,ANM_0633,HORNBILL,GI,GREEN_STANDARD,0.4,38.4,20,61,1,NO,NO,13.0
634,ANM_0634,PEAFOWL,FEVER,YELLOW_URGENT,9.7,39.9,64,92,1,YES,NO,53.0
635,ANM_0158,MACAQUE,NEURO,GREEN_STANDARD,9.2,38.3,59,61,0,YES,NO,21.0
636,ANM_0636,CHITAL,FEVER,YELLOW_URGENT,6.8,37.0,53,84,2,NO,NO,45.0
637,ANM_0637,CROCODILE,RESPIRATORY,YELLOW_URGENT,7.6,37.0,23,109,0,NO,NO,25.0
638,ANM_0079,CHITAL,NEURO,GREEN_STANDARD,1.0,37.2,36,110,3,YES,NO,46.0
639,ANM_0159,GAUR,OBSTETRIC,GREEN_STANDARD,7.4,38.1,69,133,1,NO,YES,31.0
640,ANM_0640,HYENA,NEURO,YELLOW_URGENT,7.0,38.1,67,143,1,NO,NO,36.0
641,ANM_0641,RHINO,RESPIRATORY,GREEN_STANDARD,10.5,37.9,34,78,3,NO,YES,39.0
642,ANM_0321,GAUR,RESPIRATORY,GREEN_STANDARD,4.6,39.2,61,81,2,NO,YES,39.0
643,ANM_0160,BLACKBUCK,NEURO,GREEN_STANDARD,5.6,36.6,77,187,0,NO,NO,18.0
644,ANM_0322,ELEPHANT,RESPIRATORY,GREEN_STANDARD,5.4,36.6,77,144,0,YES,NO,30.0
645,ANM_0161,GAUR,FEVER,YELLOW_URGENT,7.5,37.2,46,107,0,NO,NO,29.0
646,ANM_0646,HYENA,OBSTETRIC,GREEN_STANDARD,11.0,40.5,46,71,0,NO,NO,19.0
647,ANM_0323,SLOTH_BEAR,OBSTETRIC,YELLOW_URGENT,8.7,38.5,44,169,1,NO,NO,32.0
648,ANM_0648,TIGER,NEURO,GREEN_STANDARD,11.4,36.7,38,121,0,YES,NO,22.0
649,ANM_0649,SLOTH_BEAR,NEURO,YELLOW_URGENT,6.9,38.9,49,178,1,NO,NO,32.0
650,ANM_0162,CROCODILE,OBSTETRIC,YELLOW_URGENT,11.9,38.8,44,180,0,NO,NO,24.0
651,ANM_0040,OTTER,FEVER,GREEN_STANDARD,1.6,40.9,31,127,0,YES,NO,27.0
652,ANM_0326,TIGER,GI,GREEN_STANDARD,4.4,38.7,51,148,2,NO,NO,25.0
653,ANM_0653,OTTER,NEURO,GREEN_STANDARD,1.8,37.7,54,89,3,NO,NO,33.0
654,ANM_0020,PEAFOWL,OBSTETRIC,YELLOW_URGENT,9.5,40.0,32,84,0,NO,NO,25.0
655,ANM_0655,LANGUR,GI,YELLOW_URGENT,10.0,38.4,54,196,2,NO,NO,40.0
656,ANM_0656,ELEPHANT,RESPIRATORY,GREEN_STANDARD,5.6,36.4,77,105,2,NO,YES,49.0
657,ANM_0657,SLOTH_BEAR,FEVER,ORANGE_VERY_URGENT,1.9,36.8,33,193,0,NO,NO,45.0
658,ANM_0658,OTTER,RESPIRATORY,YELLOW_URGENT,5.2,39.7,21,134,1,YES,NO,45.0
659,ANM_0329,WILD_BOAR,FEVER,GREEN_STANDARD,11.9,36.9,35,141,2,NO,YES,36.0
660,ANM_0660,OTTER,GI,YELLOW_URGENT,6.9,40.5,39,103,2,YES,NO,58.0
661,ANM_0005,HORNBILL,FEVER,YELLOW_URGENT,8.5,36.2,34,134,0,NO,NO,30.0
662,ANM_0082,HYENA,NEURO,GREEN_STANDARD,7.0,40.8,68,128,0,NO,NO,23.0
663,ANM_0331,LEOPARD,RESPIRATORY,YELLOW_URGENT,0.4,38.4,41,111,1,NO,NO,32.0
664,ANM_0664,MACAQUE,RESPIRATORY,GREEN_STANDARD,11.1,36.8,67,199,2,NO,NO,34.0
665,ANM_0665,CHITAL,OBSTETRIC,YELLOW_URGENT,9.6,39.6,79,173,2,NO,NO,49.0
666,ANM_0041,BARASINGHA,GI,YELLOW_URGENT,6.2,37.9,56,108,2,YES,NO,52.0
667,ANM_0083,CROCODILE,NEURO,YELLOW_URGENT,3.5,41.0,47,185,0,NO,NO,34.0
668,ANM_0668,LANGUR,NEURO,YELLOW_URGENT,1.2,38.6,32,185,2,NO,NO,36.0
669,ANM_0167,BLACKBUCK,GI,GREEN_STANDARD,10.8,37.9,31,187,3,NO,NO,29.0
670,ANM_0335,GAUR,RESPIRATORY,GREEN_STANDARD,11.4,40.7,45,68,1,NO,NO,27.0
671,ANM_0671,BLACKBUCK,NEURO,GREEN_STANDARD,1.8,38.9,25,96,1,NO,NO,13.0
672,ANM_0336,HORNBILL,RESPIRATORY,YELLOW_URGENT,1.4,38.5,41,79,1,NO,NO,32.0
673,ANM_0021,BLACKBUCK,GI,GREEN_STANDARD,0.8,39.3,61,85,0,NO,NO,13.0
674,ANM_0674,CHITAL,OBSTETRIC,ORANGE_VERY_URGENT,6.8,38.3,21,60,1,NO,NO,48.0
675,ANM_0675,MACAQUE,TRAUMA,YELLOW_URGENT,10.7,38.1,51,122,0,YES,NO,36.0
676,ANM_0338,SAMBAR_DEER,TRAUMA,GREEN_STANDARD,0.8,38.2,46,102,3,NO,NO,33.0
677,ANM_0677,NILGAI,OBSTETRIC,GREEN_STANDARD,0.4,37.3,57,74,1,NO,NO,22.0
678,ANM_0678,GAUR,FEVER,ORANGE_VERY_URGENT,3.4,38.1,78,151,0,NO,NO,48.0
679,ANM_0679,ELEPHANT,OBSTETRIC,ORANGE_VERY_URGENT,7.6,39.8,58,102,2,NO,NO,65.0
680,ANM_0170,NILGAI,OBSTETRIC,GREEN_STANDARD,3.4,40.9,80,74,0,NO,NO,23.0
681,ANM_0681,NILGAI,GI,YELLOW_URGENT,11.1,36.8,33,99,1,NO,NO,33.0
682,ANM_0341,ELEPHANT,FEVER,YELLOW_URGENT,7.4,38.4,21,170,1,NO,NO,28.0
683,ANM_0085,LANGUR,TRAUMA,ORANGE_VERY_URGENT,4.0,40.9,45,191,0,NO,NO,54.0
684,ANM_0171,CROCODILE,NEURO,YELLOW_URGENT,11.4,36.7,58,172,0,YES,NO,41.0
685,ANM_0685,RHINO,TRAUMA,RED_IMMEDIATE,5.9,38.2,32,87,0,NO,NO,60.0
686,ANM_0343,RHINO,TRAUMA,YELLOW_URGENT,6.7,38.5,23,152,0,NO,NO,20.0
687,ANM_0687,WILD_DOG,OBSTETRIC,GREEN_STANDARD,2.4,37.8,25,97,2,NO,NO,21.0
688,ANM_0688,SLOTH_BEAR,OBSTETRIC,GREEN_STANDARD,7.4,38.5,24,85,0,NO,NO,5.0
689,ANM_0689,CHITAL,RESPIRATORY,GREEN_STANDARD,6.5,40.9,26,114,3,NO,NO,39.0
690,ANM_0690,LANGUR,NEURO,GREEN_STANDARD,2.3,37.8,44,168,1,NO,NO,17.0
691,ANM_0691,BARASINGHA,TRAUMA,YELLOW_URGENT,6.3,38.5,43,133,0,YES,NO,36.0
692,ANM_0692,WILD_BOAR,FEVER,YELLOW_URGENT,8.9,39.4,73,173,1,NO,NO,36.0
693,ANM_0173,PEAFOWL,RESPIRATORY,YELLOW_URGENT,4.9,39.2,35,89,0,NO,NO,20.0
694,ANM_0347,RHINO,TRAUMA,YELLOW_URGENT,9.7,38.1,68,118,0,NO,NO,28.0
695,ANM_0695,SLOTH_BEAR,TRAUMA,YELLOW_URGENT,2.5,37.0,74,163,0,YES,NO,45.0
696,ANM_0696,MACAQUE,FEVER,GREEN_STANDARD,9.2,39.0,68,162,2,NO,NO,29.0
697,ANM_0697,WILD_BOAR,GI,YELLOW_URGENT,1.9,38.3,27,124,3,NO,NO,44.0
698,ANM_0349,LEOPARD,OBSTETRIC,YELLOW_URGENT,6.3,38.9,59,97,0,NO,NO,24.0
699,ANM_0087,CHITAL,GI,GREEN_STANDARD,5.9,36.1,60,121,1,NO,YES,37.0
700,ANM_0350,SLOTH_BEAR,RESPIRATORY,GREEN_STANDARD,1.7,38.1,63,171,1,NO,NO,21.0
701,ANM_0701,BLACKBUCK,TRAUMA,YELLOW_URGENT,3.9,37.9,49,69,0,YES,NO,36.0
702,ANM_0702,CHITAL,NEURO,ORANGE_VERY_URGENT,5.3,37.6,44,184,0,NO,NO,44.0
703,ANM_0703,OTTER,NEURO,YELLOW_URGENT,5.7,38.8,30,189,0,NO,NO,20.0
704,ANM_0704,WILD_BOAR,OBSTETRIC,YELLOW_URGENT,9.2,37.4,23,67,0,YES,NO,37.0
